Sex,Location,Year,Week,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±,Population,Excess_mortality_per_10^5,Excess_mortality_per_10^5_fluc,Excess_mortality_per_10^5_±
Female,Austria,2020,10,27.0,47.0,57.0,36.0,49.0,47.0,47.2,6.7,1.96,5.9,41.300000000000004,53.1,-20.2,5.9,-42.8,6.4,47.2 (±5.9),-20.2 (±5.9),-42.8% (±6.4%),237161,-8.5,2.5,-8.5(±2.5)
Female,Austria,2020,11,41.0,50.0,42.0,44.0,51.0,42.0,45.8,3.9,1.96,3.4,42.4,49.199999999999996,-4.8,3.4,-10.5,6.2,45.8 (±3.4),-4.8 (±3.4),-10.5% (±6.2%),237161,-2.0,1.4,-2.0(±1.4)
Female,Austria,2020,12,42.0,48.0,31.0,44.0,37.0,43.0,40.6,6.0,1.96,5.3,35.300000000000004,45.9,1.4,5.3,3.4,11.9,40.6 (±5.3),1.4 (±5.3),3.4% (±11.9%),237161,0.6,2.2,0.6(±2.2)
Female,Austria,2020,13,42.0,45.0,43.0,44.0,44.0,43.0,43.8,0.7,1.96,0.6,43.199999999999996,44.4,-1.8,0.6,-4.1,1.3,43.8 (±0.6),-1.8 (±0.6),-4.1% (±1.3%),237161,-0.8,0.3,-0.8(±0.3)
Female,Austria,2020,14,30.0,44.0,35.0,40.0,37.0,39.0,39.0,3.0,1.96,2.6,36.4,41.6,-9.0,2.6,-23.1,4.8,39.0 (±2.6),-9.0 (±2.6),-23.1% (±4.8%),237161,-3.8,1.1,-3.8(±1.1)
Female,Austria,2020,15,34.0,45.0,42.0,44.0,51.0,36.0,43.6,4.8,1.96,4.2,39.4,47.800000000000004,-9.6,4.2,-22.0,6.9,43.6 (±4.2),-9.6 (±4.2),-22.0% (±6.9%),237161,-4.0,1.7,-4.0(±1.7)
Female,Austria,2020,16,37.0,34.0,42.0,48.0,31.0,43.0,39.6,6.2,1.96,5.4,34.2,45.0,-2.6,5.4,-6.6,11.2,39.6 (±5.4),-2.6 (±5.4),-6.6% (±11.2%),237161,-1.1,2.3,-1.1(±2.3)
Female,Austria,2020,17,32.0,52.0,46.0,31.0,38.0,44.0,42.2,7.2,1.96,6.3,35.900000000000006,48.5,-10.2,6.3,-24.2,9.8,42.2 (±6.3),-10.2 (±6.3),-24.2% (±9.8%),237161,-4.3,2.7,-4.3(±2.7)
Female,Austria,2020,18,32.0,41.0,40.0,37.0,44.0,29.0,38.2,5.1,1.96,4.5,33.7,42.7,-6.2,4.5,-16.2,8.9,38.2 (±4.5),-6.2 (±4.5),-16.2% (±8.9%),237161,-2.6,1.9,-2.6(±1.9)
Female,Austria,2020,19,41.0,40.0,40.0,31.0,32.0,43.0,37.2,4.8,1.96,4.2,33.0,41.400000000000006,3.8,4.2,10.2,11.2,37.2 (±4.2),3.8 (±4.2),10.2% (±11.2%),237161,1.6,1.8,1.6(±1.8)
Female,Austria,2020,20,40.0,28.0,41.0,38.0,33.0,49.0,37.8,7.1,1.96,6.2,31.599999999999998,44.0,2.2,6.2,5.8,14.9,37.8 (±6.2),2.2 (±6.2),5.8% (±14.9%),237161,0.9,2.6,0.9(±2.6)
Female,Austria,2020,21,42.0,45.0,45.0,37.0,30.0,50.0,41.4,7.1,1.96,6.2,35.199999999999996,47.6,0.6,6.2,1.4,13.2,41.4 (±6.2),0.6 (±6.2),1.4% (±13.2%),237161,0.3,2.6,0.3(±2.6)
Female,Austria,2020,22,31.0,30.0,44.0,37.0,36.0,33.0,36.0,4.7,1.96,4.1,31.9,40.1,-5.0,4.1,-13.9,8.8,36.0 (±4.1),-5.0 (±4.1),-13.9% (±8.8%),237161,-2.1,1.7,-2.1(±1.7)
Female,Austria,2020,23,41.0,44.0,33.0,35.0,42.0,38.0,38.4,4.1,1.96,3.6,34.8,42.0,2.6,3.6,6.8,9.2,38.4 (±3.6),2.6 (±3.6),6.8% (±9.2%),237161,1.1,1.5,1.1(±1.5)
Female,Austria,2020,24,43.0,37.0,34.0,25.0,31.0,35.0,32.4,4.2,1.96,3.7,28.7,36.1,10.6,3.7,32.7,13.6,32.4 (±3.7),10.6 (±3.7),32.7% (±13.6%),237161,4.5,1.5,4.5(±1.5)
Female,Austria,2020,25,40.0,37.0,43.0,39.0,41.0,42.0,40.4,2.2,1.96,1.9,38.5,42.3,-0.4,1.9,-1.0,4.4,40.4 (±1.9),-0.4 (±1.9),-1.0% (±4.4%),237161,-0.2,0.8,-0.2(±0.8)
Female,Austria,2020,26,34.0,36.0,32.0,32.0,30.0,36.0,33.2,2.4,1.96,2.1,31.1,35.300000000000004,0.8,2.1,2.4,6.1,33.2 (±2.1),0.8 (±2.1),2.4% (±6.1%),237161,0.3,0.9,0.3(±0.9)
Female,Austria,2020,27,36.0,31.0,44.0,34.0,31.0,45.0,37.0,6.2,1.96,5.4,31.6,42.4,-1.0,5.4,-2.7,12.4,37.0 (±5.4),-1.0 (±5.4),-2.7% (±12.4%),237161,-0.4,2.3,-0.4(±2.3)
Female,Austria,2020,28,45.0,24.0,38.0,37.0,36.0,31.0,33.2,5.2,1.96,4.6,28.6,37.800000000000004,11.8,4.6,35.5,16.5,33.2 (±4.6),11.8 (±4.6),35.5% (±16.5%),237161,5.0,1.9,5.0(±1.9)
Female,Austria,2020,29,44.0,31.0,37.0,37.0,27.0,29.0,32.2,4.1,1.96,3.6,28.6,35.800000000000004,11.8,3.6,36.6,13.7,32.2 (±3.6),11.8 (±3.6),36.6% (±13.7%),237161,5.0,1.5,5.0(±1.5)
Female,Austria,2020,30,32.0,46.0,44.0,32.0,32.0,30.0,36.8,6.8,1.96,6.0,30.799999999999997,42.8,-4.8,6.0,-13.0,12.2,36.8 (±6.0),-4.8 (±6.0),-13.0% (±12.2%),237161,-2.0,2.5,-2.0(±2.5)
Female,Austria,2020,31,31.0,33.0,37.0,45.0,26.0,32.0,34.6,6.3,1.96,5.5,29.1,40.1,-3.6,5.5,-10.4,12.3,34.6 (±5.5),-3.6 (±5.5),-10.4% (±12.3%),237161,-1.5,2.3,-1.5(±2.3)
Female,Austria,2020,32,31.0,48.0,40.0,25.0,39.0,36.0,37.6,7.4,1.96,6.5,31.1,44.1,-6.6,6.5,-17.6,12.1,37.6 (±6.5),-6.6 (±6.5),-17.6% (±12.1%),237161,-2.8,2.8,-2.8(±2.8)
Female,Austria,2020,33,38.0,35.0,30.0,38.0,37.0,37.0,35.4,2.9,1.96,2.5,32.9,37.9,2.6,2.5,7.3,7.0,35.4 (±2.5),2.6 (±2.5),7.3% (±7.0%),237161,1.1,1.1,1.1(±1.1)
Female,Austria,2020,34,35.0,34.0,24.0,33.0,38.0,32.0,32.2,4.6,1.96,4.0,28.200000000000003,36.2,2.8,4.0,8.7,12.0,32.2 (±4.0),2.8 (±4.0),8.7% (±12.0%),237161,1.2,1.7,1.2(±1.7)
Female,Austria,2020,35,28.0,47.0,40.0,26.0,35.0,38.0,37.2,6.9,1.96,6.0,31.200000000000003,43.2,-9.2,6.0,-24.7,10.5,37.2 (±6.0),-9.2 (±6.0),-24.7% (±10.5%),237161,-3.9,2.6,-3.9(±2.6)
Female,Austria,2020,36,38.0,34.0,42.0,34.0,36.0,37.0,36.6,2.9,1.96,2.5,34.1,39.1,1.4,2.5,3.8,6.6,36.6 (±2.5),1.4 (±2.5),3.8% (±6.6%),237161,0.6,1.0,0.6(±1.0)
Female,Austria,2020,37,42.0,39.0,27.0,47.0,30.0,34.0,35.4,7.1,1.96,6.2,29.2,41.6,6.6,6.2,18.6,17.6,35.4 (±6.2),6.6 (±6.2),18.6% (±17.6%),237161,2.8,2.6,2.8(±2.6)
Female,Austria,2020,38,24.0,37.0,35.0,28.0,39.0,40.0,35.8,4.3,1.96,3.8,31.999999999999996,39.599999999999994,-11.8,3.8,-33.0,6.4,35.8 (±3.8),-11.8 (±3.8),-33.0% (±6.4%),237161,-5.0,1.6,-5.0(±1.6)
Female,Austria,2020,39,34.0,44.0,31.0,30.0,34.0,31.0,34.0,5.2,1.96,4.6,29.4,38.6,0.0,4.6,0.0,11.9,34.0 (±4.6),0.0 (±4.6),0.0% (±11.9%),237161,0.0,1.9,0.0(±1.9)
Female,Austria,2020,40,37.0,42.0,33.0,43.0,36.0,43.0,39.4,4.1,1.96,3.6,35.8,43.0,-2.4,3.6,-6.1,7.9,39.4 (±3.6),-2.4 (±3.6),-6.1% (±7.9%),237161,-1.0,1.5,-1.0(±1.5)
Female,Austria,2020,41,46.0,40.0,39.0,35.0,26.0,37.0,35.4,5.0,1.96,4.4,31.0,39.8,10.6,4.4,29.9,14.3,35.4 (±4.4),10.6 (±4.4),29.9% (±14.3%),237161,4.5,1.8,4.5(±1.8)
Female,Austria,2020,42,36.0,40.0,46.0,41.0,41.0,41.0,41.8,2.1,1.96,1.8,40.0,43.599999999999994,-5.8,1.8,-13.9,3.5,41.8 (±1.8),-5.8 (±1.8),-13.9% (±3.5%),237161,-2.4,0.7,-2.4(±0.7)
Female,Austria,2020,43,35.0,49.0,40.0,35.0,33.0,44.0,40.2,5.8,1.96,5.1,35.1,45.300000000000004,-5.2,5.1,-12.9,9.8,40.2 (±5.1),-5.2 (±5.1),-12.9% (±9.8%),237161,-2.2,2.2,-2.2(±2.2)
Female,Austria,2020,44,32.0,33.0,28.0,43.0,39.0,23.0,33.2,7.2,1.96,6.3,26.900000000000002,39.5,-1.2,6.3,-3.6,15.4,33.2 (±6.3),-1.2 (±6.3),-3.6% (±15.4%),237161,-0.5,2.7,-0.5(±2.7)
Female,Austria,2020,45,43.0,35.0,40.0,44.0,28.0,37.0,36.8,5.3,1.96,4.6,32.199999999999996,41.4,6.2,4.6,16.8,12.9,36.8 (±4.6),6.2 (±4.6),16.8% (±12.9%),237161,2.6,2.0,2.6(±2.0)
Female,Austria,2020,46,44.0,44.0,40.0,39.0,40.0,35.0,39.6,2.9,1.96,2.5,37.1,42.1,4.4,2.5,11.1,6.6,39.6 (±2.5),4.4 (±2.5),11.1% (±6.6%),237161,1.9,1.0,1.9(±1.0)
Female,Austria,2020,47,41.0,43.0,32.0,33.0,48.0,29.0,37.0,7.2,1.96,6.3,30.7,43.3,4.0,6.3,10.8,16.1,37.0 (±6.3),4.0 (±6.3),10.8% (±16.1%),237161,1.7,2.6,1.7(±2.6)
Female,Austria,2020,48,43.0,34.0,52.0,36.0,35.0,41.0,39.6,6.7,1.96,5.9,33.7,45.5,3.4,5.9,8.6,14.1,39.6 (±5.9),3.4 (±5.9),8.6% (±14.1%),237161,1.4,2.5,1.4(±2.5)
Female,Austria,2020,49,60.0,26.0,57.0,49.0,37.0,38.0,41.4,10.7,1.96,9.4,32.0,50.8,18.6,9.4,44.9,26.8,41.4 (±9.4),18.6 (±9.4),44.9% (±26.8%),237161,7.8,4.0,7.8(±4.0)
Female,Austria,2020,50,47.0,23.0,49.0,33.0,41.0,31.0,35.4,8.9,1.96,7.8,27.599999999999998,43.199999999999996,11.6,7.8,32.8,24.0,35.4 (±7.8),11.6 (±7.8),32.8% (±24.0%),237161,4.9,3.3,4.9(±3.3)
Female,Austria,2020,51,57.0,35.0,51.0,34.0,35.0,45.0,40.0,6.8,1.96,6.0,34.0,46.0,17.0,6.0,42.5,18.6,40.0 (±6.0),17.0 (±6.0),42.5% (±18.6%),237161,7.2,2.5,7.2(±2.5)
Female,Austria,2020,52,43.0,43.0,35.0,40.0,41.0,35.0,38.8,3.2,1.96,2.8,36.0,41.599999999999994,4.2,2.8,10.8,7.4,38.8 (±2.8),4.2 (±2.8),10.8% (±7.4%),237161,1.8,1.2,1.8(±1.2)
Female,Austria,2020,53,38.0,30.0,35.0,40.0,41.0,35.0,30.0,4.0,1.96,3.5,26.5,33.5,8.0,3.5,26.7,13.3,30.0 (±3.5),8.0 (±3.5),26.7% (±13.3%),237161,3.4,1.4,3.4(±1.4)
Female,Belgium,2020,10,61.0,69.0,78.0,54.0,68.0,69.0,67.6,7.7,1.96,6.7,60.89999999999999,74.3,-6.6,6.7,-9.8,8.1,67.6 (±6.7),-6.6 (±6.7),-9.8% (±8.1%),321281,-2.1,2.1,-2.1(±2.1)
Female,Belgium,2020,11,46.0,54.0,62.0,57.0,69.0,62.0,60.8,5.1,1.96,4.5,56.3,65.3,-14.8,4.5,-24.3,5.3,60.8 (±4.5),-14.8 (±4.5),-24.3% (±5.3%),321281,-4.6,1.4,-4.6(±1.4)
Female,Belgium,2020,12,73.0,50.0,63.0,46.0,68.0,56.0,56.6,8.1,1.96,7.1,49.5,63.7,16.4,7.1,29.0,14.4,56.6 (±7.1),16.4 (±7.1),29.0% (±14.4%),321281,5.1,2.2,5.1(±2.2)
Female,Belgium,2020,13,75.0,55.0,61.0,57.0,75.0,61.0,61.8,7.0,1.96,6.1,55.699999999999996,67.89999999999999,13.2,6.1,21.4,10.9,61.8 (±6.1),13.2 (±6.1),21.4% (±10.9%),321281,4.1,1.9,4.1(±1.9)
Female,Belgium,2020,14,82.0,54.0,58.0,39.0,44.0,61.0,51.2,8.4,1.96,7.4,43.800000000000004,58.6,30.8,7.4,60.2,20.3,51.2 (±7.4),30.8 (±7.4),60.2% (±20.3%),321281,9.6,2.3,9.6(±2.3)
Female,Belgium,2020,15,85.0,71.0,45.0,52.0,64.0,53.0,57.0,9.3,1.96,8.2,48.8,65.2,28.0,8.2,49.1,18.7,57.0 (±8.2),28.0 (±8.2),49.1% (±18.7%),321281,8.7,2.6,8.7(±2.6)
Female,Belgium,2020,16,85.0,69.0,38.0,59.0,47.0,53.0,53.2,10.5,1.96,9.2,44.0,62.400000000000006,31.8,9.2,59.8,23.6,53.2 (±9.2),31.8 (±9.2),59.8% (±23.6%),321281,9.9,2.9,9.9(±2.9)
Female,Belgium,2020,17,60.0,57.0,49.0,49.0,55.0,44.0,50.8,4.7,1.96,4.1,46.699999999999996,54.9,9.2,4.1,18.1,8.8,50.8 (±4.1),9.2 (±4.1),18.1% (±8.8%),321281,2.9,1.2,2.9(±1.2)
Female,Belgium,2020,18,70.0,63.0,50.0,50.0,59.0,41.0,52.6,7.7,1.96,6.7,45.9,59.300000000000004,17.4,6.7,33.1,15.1,52.6 (±6.7),17.4 (±6.7),33.1% (±15.1%),321281,5.4,2.1,5.4(±2.1)
Female,Belgium,2020,19,50.0,59.0,53.0,62.0,46.0,50.0,54.0,5.8,1.96,5.1,48.9,59.1,-4.0,5.1,-7.4,8.0,54.0 (±5.1),-4.0 (±5.1),-7.4% (±8.0%),321281,-1.2,1.5,-1.2(±1.5)
Female,Belgium,2020,20,60.0,47.0,46.0,63.0,57.0,53.0,53.2,6.3,1.96,5.5,47.7,58.7,6.8,5.5,12.8,10.6,53.2 (±5.5),6.8 (±5.5),12.8% (±10.6%),321281,2.1,1.7,2.1(±1.7)
Female,Belgium,2020,21,53.0,57.0,66.0,53.0,40.0,62.0,55.6,9.0,1.96,7.9,47.7,63.5,-2.6,7.9,-4.7,11.8,55.6 (±7.9),-2.6 (±7.9),-4.7% (±11.8%),321281,-0.8,2.4,-0.8(±2.4)
Female,Belgium,2020,22,53.0,57.0,62.0,55.0,47.0,39.0,52.0,8.1,1.96,7.1,44.9,59.1,1.0,7.1,1.9,12.2,52.0 (±7.1),1.0 (±7.1),1.9% (±12.2%),321281,0.3,2.2,0.3(±2.2)
Female,Belgium,2020,23,54.0,49.0,44.0,55.0,44.0,53.0,49.0,4.5,1.96,3.9,45.1,52.9,5.0,3.9,10.2,8.1,49.0 (±3.9),5.0 (±3.9),10.2% (±8.1%),321281,1.6,1.2,1.6(±1.2)
Female,Belgium,2020,24,50.0,57.0,39.0,45.0,41.0,55.0,47.4,7.3,1.96,6.4,41.0,53.8,2.6,6.4,5.5,12.6,47.4 (±6.4),2.6 (±6.4),5.5% (±12.6%),321281,0.8,2.0,0.8(±2.0)
Female,Belgium,2020,25,44.0,50.0,54.0,53.0,46.0,48.0,50.2,3.0,1.96,2.6,47.6,52.800000000000004,-6.2,2.6,-12.4,4.3,50.2 (±2.6),-6.2 (±2.6),-12.4% (±4.3%),321281,-1.9,0.8,-1.9(±0.8)
Female,Belgium,2020,26,61.0,41.0,56.0,48.0,58.0,52.0,51.0,6.1,1.96,5.3,45.7,56.3,10.0,5.3,19.6,11.3,51.0 (±5.3),10.0 (±5.3),19.6% (±11.3%),321281,3.1,1.7,3.1(±1.7)
Female,Belgium,2020,27,56.0,58.0,47.0,47.0,40.0,48.0,48.0,5.8,1.96,5.1,42.9,53.1,8.0,5.1,16.7,11.2,48.0 (±5.1),8.0 (±5.1),16.7% (±11.2%),321281,2.5,1.6,2.5(±1.6)
Female,Belgium,2020,28,55.0,61.0,53.0,53.0,44.0,51.0,52.4,5.4,1.96,4.7,47.699999999999996,57.1,2.6,4.7,5.0,8.7,52.4 (±4.7),2.6 (±4.7),5.0% (±8.7%),321281,0.8,1.5,0.8(±1.5)
Female,Belgium,2020,29,50.0,52.0,43.0,40.0,44.0,58.0,47.4,6.6,1.96,5.8,41.6,53.199999999999996,2.6,5.8,5.5,11.5,47.4 (±5.8),2.6 (±5.8),5.5% (±11.5%),321281,0.8,1.8,0.8(±1.8)
Female,Belgium,2020,30,46.0,53.0,51.0,54.0,57.0,67.0,56.4,5.6,1.96,4.9,51.5,61.3,-10.4,4.9,-18.4,6.6,56.4 (±4.9),-10.4 (±4.9),-18.4% (±6.6%),321281,-3.2,1.5,-3.2(±1.5)
Female,Belgium,2020,31,57.0,58.0,58.0,55.0,54.0,46.0,54.2,4.4,1.96,3.9,50.300000000000004,58.1,2.8,3.9,5.2,7.1,54.2 (±3.9),2.8 (±3.9),5.2% (±7.1%),321281,0.9,1.2,0.9(±1.2)
Female,Belgium,2020,32,61.0,63.0,43.0,53.0,40.0,48.0,49.4,8.1,1.96,7.1,42.3,56.5,11.6,7.1,23.5,15.5,49.4 (±7.1),11.6 (±7.1),23.5% (±15.5%),321281,3.6,2.2,3.6(±2.2)
Female,Belgium,2020,33,73.0,46.0,74.0,53.0,49.0,53.0,55.0,9.9,1.96,8.7,46.3,63.7,18.0,8.7,32.7,18.1,55.0 (±8.7),18.0 (±8.7),32.7% (±18.1%),321281,5.6,2.7,5.6(±2.7)
Female,Belgium,2020,34,50.0,50.0,51.0,59.0,55.0,47.0,52.4,4.2,1.96,3.7,48.699999999999996,56.1,-2.4,3.7,-4.6,6.3,52.4 (±3.7),-2.4 (±3.7),-4.6% (±6.3%),321281,-0.7,1.1,-0.7(±1.1)
Female,Belgium,2020,35,45.0,45.0,54.0,42.0,60.0,61.0,52.4,7.7,1.96,6.7,45.699999999999996,59.1,-7.4,6.7,-14.1,9.8,52.4 (±6.7),-7.4 (±6.7),-14.1% (±9.8%),321281,-2.3,2.1,-2.3(±2.1)
Female,Belgium,2020,36,47.0,51.0,56.0,49.0,54.0,55.0,53.0,2.6,1.96,2.3,50.7,55.3,-6.0,2.3,-11.3,3.7,53.0 (±2.3),-6.0 (±2.3),-11.3% (±3.7%),321281,-1.9,0.7,-1.9(±0.7)
Female,Belgium,2020,37,49.0,54.0,47.0,60.0,57.0,39.0,51.4,7.6,1.96,6.7,44.699999999999996,58.1,-2.4,6.7,-4.7,11.0,51.4 (±6.7),-2.4 (±6.7),-4.7% (±11.0%),321281,-0.7,2.0,-0.7(±2.0)
Female,Belgium,2020,38,54.0,49.0,47.0,47.0,51.0,49.0,48.6,1.5,1.96,1.3,47.300000000000004,49.9,5.4,1.3,11.1,2.9,48.6 (±1.3),5.4 (±1.3),11.1% (±2.9%),321281,1.7,0.4,1.7(±0.4)
Female,Belgium,2020,39,45.0,44.0,54.0,50.0,57.0,59.0,52.8,5.3,1.96,4.6,48.199999999999996,57.4,-7.8,4.6,-14.8,6.8,52.8 (±4.6),-7.8 (±4.6),-14.8% (±6.8%),321281,-2.4,1.4,-2.4(±1.4)
Female,Belgium,2020,40,36.0,53.0,51.0,52.0,56.0,62.0,54.8,4.0,1.96,3.5,51.3,58.3,-18.8,3.5,-34.3,4.0,54.8 (±3.5),-18.8 (±3.5),-34.3% (±4.0%),321281,-5.9,1.1,-5.9(±1.1)
Female,Belgium,2020,41,58.0,58.0,55.0,66.0,47.0,45.0,54.2,7.6,1.96,6.7,47.5,60.900000000000006,3.8,6.7,7.0,11.8,54.2 (±6.7),3.8 (±6.7),7.0% (±11.8%),321281,1.2,2.1,1.2(±2.1)
Female,Belgium,2020,42,43.0,63.0,47.0,50.0,47.0,60.0,53.4,6.8,1.96,6.0,47.4,59.4,-10.4,6.0,-19.5,8.1,53.4 (±6.0),-10.4 (±6.0),-19.5% (±8.1%),321281,-3.2,1.8,-3.2(±1.8)
Female,Belgium,2020,43,51.0,55.0,43.0,50.0,47.0,44.0,47.8,4.4,1.96,3.9,43.9,51.699999999999996,3.2,3.9,6.7,8.1,47.8 (±3.9),3.2 (±3.9),6.7% (±8.1%),321281,1.0,1.2,1.0(±1.2)
Female,Belgium,2020,44,79.0,60.0,39.0,42.0,49.0,52.0,48.4,7.4,1.96,6.5,41.9,54.9,30.6,6.5,63.2,19.3,48.4 (±6.5),30.6 (±6.5),63.2% (±19.3%),321281,9.5,2.0,9.5(±2.0)
Female,Belgium,2020,45,80.0,42.0,42.0,60.0,46.0,59.0,49.8,8.1,1.96,7.1,42.699999999999996,56.9,30.2,7.1,60.6,20.0,49.8 (±7.1),30.2 (±7.1),60.6% (±20.0%),321281,9.4,2.2,9.4(±2.2)
Female,Belgium,2020,46,72.0,52.0,63.0,42.0,59.0,52.0,53.6,7.2,1.96,6.3,47.300000000000004,59.9,18.4,6.3,34.3,14.1,53.6 (±6.3),18.4 (±6.3),34.3% (±14.1%),321281,5.7,2.0,5.7(±2.0)
Female,Belgium,2020,47,72.0,62.0,55.0,40.0,54.0,62.0,54.6,8.0,1.96,7.0,47.6,61.6,17.4,7.0,31.9,15.0,54.6 (±7.0),17.4 (±7.0),31.9% (±15.0%),321281,5.4,2.2,5.4(±2.2)
Female,Belgium,2020,48,67.0,46.0,58.0,61.0,61.0,54.0,56.0,5.6,1.96,4.9,51.1,60.9,11.0,4.9,19.6,9.6,56.0 (±4.9),11.0 (±4.9),19.6% (±9.6%),321281,3.4,1.5,3.4(±1.5)
Female,Belgium,2020,49,55.0,46.0,41.0,51.0,69.0,64.0,54.2,10.6,1.96,9.3,44.900000000000006,63.5,0.8,9.3,1.5,14.9,54.2 (±9.3),0.8 (±9.3),1.5% (±14.9%),321281,0.2,2.9,0.2(±2.9)
Female,Belgium,2020,50,61.0,51.0,58.0,56.0,68.0,59.0,58.4,5.5,1.96,4.8,53.6,63.199999999999996,2.6,4.8,4.5,8.0,58.4 (±4.8),2.6 (±4.8),4.5% (±8.0%),321281,0.8,1.5,0.8(±1.5)
Female,Belgium,2020,51,55.0,46.0,58.0,71.0,63.0,58.0,59.2,8.1,1.96,7.1,52.1,66.3,-4.2,7.1,-7.1,9.9,59.2 (±7.1),-4.2 (±7.1),-7.1% (±9.9%),321281,-1.3,2.2,-1.3(±2.2)
Female,Belgium,2020,52,61.0,58.0,55.0,61.0,69.0,68.0,62.2,5.5,1.96,4.8,57.400000000000006,67.0,-1.2,4.8,-1.9,7.1,62.2 (±4.8),-1.2 (±4.8),-1.9% (±7.1%),321281,-0.4,1.5,-0.4(±1.5)
Female,Belgium,2020,53,85.0,44.0,55.0,61.0,69.0,68.0,44.0,9.2,1.96,8.1,35.9,52.1,41.0,8.1,93.2,30.1,44.0 (±8.1),41.0 (±8.1),93.2% (±30.1%),321281,12.8,2.5,12.8(±2.5)
Female,Bulgaria,2020,10,72.0,102.0,80.0,93.0,77.0,69.0,84.2,11.8,1.96,10.3,73.9,94.5,-12.2,10.3,-14.5,9.3,84.2 (±10.3),-12.2 (±10.3),-14.5% (±9.3%),258560,-4.7,4.0,-4.7(±4.0)
Female,Bulgaria,2020,11,86.0,99.0,91.0,81.0,84.0,78.0,86.6,7.6,1.96,6.7,79.89999999999999,93.3,-0.6,6.7,-0.7,7.1,86.6 (±6.7),-0.6 (±6.7),-0.7% (±7.1%),258560,-0.2,2.6,-0.2(±2.6)
Female,Bulgaria,2020,12,77.0,101.0,78.0,96.0,81.0,81.0,87.4,9.3,1.96,8.2,79.2,95.60000000000001,-10.4,8.2,-11.9,7.6,87.4 (±8.2),-10.4 (±8.2),-11.9% (±7.6%),258560,-4.0,3.1,-4.0(±3.1)
Female,Bulgaria,2020,13,66.0,85.0,78.0,67.0,75.0,83.0,77.6,6.4,1.96,5.6,72.0,83.19999999999999,-11.6,5.6,-14.9,5.8,77.6 (±5.6),-11.6 (±5.6),-14.9% (±5.8%),258560,-4.5,2.2,-4.5(±2.2)
Female,Bulgaria,2020,14,65.0,68.0,74.0,75.0,71.0,79.0,73.4,3.7,1.96,3.2,70.2,76.60000000000001,-8.4,3.2,-11.4,3.7,73.4 (±3.2),-8.4 (±3.2),-11.4% (±3.7%),258560,-3.2,1.2,-3.2(±1.2)
Female,Bulgaria,2020,15,82.0,86.0,77.0,80.0,85.0,89.0,83.4,4.3,1.96,3.8,79.60000000000001,87.2,-1.4,3.8,-1.7,4.3,83.4 (±3.8),-1.4 (±3.8),-1.7% (±4.3%),258560,-0.5,1.4,-0.5(±1.4)
Female,Bulgaria,2020,16,76.0,79.0,72.0,84.0,59.0,55.0,69.8,11.2,1.96,9.8,60.0,79.6,6.2,9.8,8.9,13.4,69.8 (±9.8),6.2 (±9.8),8.9% (±13.4%),258560,2.4,3.8,2.4(±3.8)
Female,Bulgaria,2020,17,77.0,69.0,73.0,58.0,80.0,77.0,71.4,7.7,1.96,6.7,64.7,78.10000000000001,5.6,6.7,7.8,9.2,71.4 (±6.7),5.6 (±6.7),7.8% (±9.2%),258560,2.2,2.6,2.2(±2.6)
Female,Bulgaria,2020,18,74.0,91.0,78.0,62.0,70.0,70.0,74.2,9.8,1.96,8.6,65.60000000000001,82.8,-0.2,8.6,-0.3,10.3,74.2 (±8.6),-0.2 (±8.6),-0.3% (±10.3%),258560,-0.1,3.3,-0.1(±3.3)
Female,Bulgaria,2020,19,84.0,73.0,63.0,79.0,80.0,61.0,71.2,7.9,1.96,6.9,64.3,78.10000000000001,12.8,6.9,18.0,10.4,71.2 (±6.9),12.8 (±6.9),18.0% (±10.4%),258560,5.0,2.6,5.0(±2.6)
Female,Bulgaria,2020,20,78.0,87.0,80.0,64.0,64.0,66.0,72.2,9.5,1.96,8.3,63.900000000000006,80.5,5.8,8.3,8.0,11.1,72.2 (±8.3),5.8 (±8.3),8.0% (±11.1%),258560,2.2,3.3,2.2(±3.3)
Female,Bulgaria,2020,21,63.0,72.0,79.0,68.0,79.0,62.0,72.0,6.5,1.96,5.7,66.3,77.7,-9.0,5.7,-12.5,6.4,72.0 (±5.7),-9.0 (±5.7),-12.5% (±6.4%),258560,-3.5,2.2,-3.5(±2.2)
Female,Bulgaria,2020,22,76.0,76.0,71.0,75.0,76.0,69.0,73.4,2.9,1.96,2.5,70.9,75.9,2.6,2.5,3.5,3.4,73.4 (±2.5),2.6 (±2.5),3.5% (±3.4%),258560,1.0,1.0,1.0(±1.0)
Female,Bulgaria,2020,23,65.0,65.0,61.0,71.0,77.0,74.0,69.6,5.9,1.96,5.2,64.39999999999999,74.8,-4.6,5.2,-6.6,6.5,69.6 (±5.2),-4.6 (±5.2),-6.6% (±6.5%),258560,-1.8,2.0,-1.8(±2.0)
Female,Bulgaria,2020,24,80.0,82.0,78.0,63.0,68.0,70.0,72.2,6.9,1.96,6.0,66.2,78.2,7.8,6.0,10.8,8.5,72.2 (±6.0),7.8 (±6.0),10.8% (±8.5%),258560,3.0,2.3,3.0(±2.3)
