Sex,Location,Year,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±,Population,Excess_mortality_per_10^5,Excess_mortality_per_10^5_fluc,Excess_mortality_per_10^5_±
Female,Lithuania,2020,2128.0,2099.0,1955.0,1842.0,1841.0,1782.0,1940.6,112.5,1.96,98.6,1842.0,2039.1999999999998,187.4,98.6,9.7,5.3,1940.6 (±98.6),187.4 (±98.6),9.7% (±5.3%),117275,159.8,84.1,159.8(±84.1)
Female,Lithuania,2020,2128.0,2099.0,1955.0,1842.0,1841.0,1782.0,1940.6,112.5,1.96,98.6,1842.0,2039.1999999999998,187.4,98.6,9.7,5.3,1940.6 (±98.6),187.4 (±98.6),9.7% (±5.3%),111058,168.7,88.8,168.7(±88.8)
Female,Luxembourg,2020,171.0,166.0,171.0,195.0,181.0,184.0,183.40000000000003,10.2,1.96,8.9,174.50000000000003,192.30000000000004,-12.4,8.9,-6.8,4.3,183.4 (±8.9),-12.4 (±8.9),-6.8% (±4.3%),23277,-53.3,38.3,-53.3(±38.3)
Female,Luxembourg,2020,171.0,166.0,171.0,195.0,181.0,184.0,183.40000000000003,10.2,1.96,8.9,174.50000000000003,192.30000000000004,-12.4,8.9,-6.8,4.3,183.4 (±8.9),-12.4 (±8.9),-6.8% (±4.3%),22509,-55.1,39.6,-55.1(±39.6)
Female,Luxembourg,2020,171.0,166.0,171.0,195.0,181.0,184.0,183.40000000000003,10.2,1.96,8.9,174.50000000000003,192.30000000000004,-12.4,8.9,-6.8,4.3,183.4 (±8.9),-12.4 (±8.9),-6.8% (±4.3%),22505,-55.1,39.5,-55.1(±39.5)
Female,Luxembourg,2020,171.0,166.0,171.0,195.0,181.0,184.0,183.40000000000003,10.2,1.96,8.9,174.50000000000003,192.30000000000004,-12.4,8.9,-6.8,4.3,183.4 (±8.9),-12.4 (±8.9),-6.8% (±4.3%),20512,-60.5,43.4,-60.5(±43.4)
Female,Luxembourg,2020,171.0,166.0,171.0,195.0,181.0,184.0,183.40000000000003,10.2,1.96,8.9,174.50000000000003,192.30000000000004,-12.4,8.9,-6.8,4.3,183.4 (±8.9),-12.4 (±8.9),-6.8% (±4.3%),16990,-73.0,52.4,-73.0(±52.4)
Female,Malta,2020,150.0,133.0,134.0,161.0,153.0,128.0,145.00000000000003,12.8,1.96,11.2,133.80000000000004,156.20000000000002,5.0,11.2,3.4,7.4,145.0 (±11.2),5.0 (±11.2),3.4% (±7.4%),17462,28.6,64.2,28.6(±64.2)
Female,Malta,2020,150.0,133.0,134.0,161.0,153.0,128.0,145.00000000000003,12.8,1.96,11.2,133.80000000000004,156.20000000000002,5.0,11.2,3.4,7.4,145.0 (±11.2),5.0 (±11.2),3.4% (±7.4%),15090,33.1,74.3,33.1(±74.3)
Female,Malta,2020,150.0,133.0,134.0,161.0,153.0,128.0,145.00000000000003,12.8,1.96,11.2,133.80000000000004,156.20000000000002,5.0,11.2,3.4,7.4,145.0 (±11.2),5.0 (±11.2),3.4% (±7.4%),13518,37.0,82.8,37.0(±82.8)
Female,Malta,2020,150.0,133.0,134.0,161.0,153.0,128.0,145.00000000000003,12.8,1.96,11.2,133.80000000000004,156.20000000000002,5.0,11.2,3.4,7.4,145.0 (±11.2),5.0 (±11.2),3.4% (±7.4%),15015,33.3,74.6,33.3(±74.6)
Female,Malta,2020,150.0,133.0,134.0,161.0,153.0,128.0,145.00000000000003,12.8,1.96,11.2,133.80000000000004,156.20000000000002,5.0,11.2,3.4,7.4,145.0 (±11.2),5.0 (±11.2),3.4% (±7.4%),15499,32.3,72.2,32.3(±72.2)
Female,Netherlands,2020,6605.0,7087.0,6838.0,6612.0,6631.0,6315.0,6834.199999999999,256.7,1.96,225.0,6609.199999999999,7059.199999999999,-229.2,225.0,-3.4,3.0,6834.2 (±225.0),-229.2 (±225.0),-3.4% (±3.0%),512586,-44.7,43.9,-44.7(±43.9)
Female,Netherlands,2020,6605.0,7087.0,6838.0,6612.0,6631.0,6315.0,6834.199999999999,256.7,1.96,225.0,6609.199999999999,7059.199999999999,-229.2,225.0,-3.4,3.0,6834.2 (±225.0),-229.2 (±225.0),-3.4% (±3.0%),595627,-38.5,37.8,-38.5(±37.8)
Female,Netherlands,2020,6605.0,7087.0,6838.0,6612.0,6631.0,6315.0,6834.199999999999,256.7,1.96,225.0,6609.199999999999,7059.199999999999,-229.2,225.0,-3.4,3.0,6834.2 (±225.0),-229.2 (±225.0),-3.4% (±3.0%),637772,-35.9,35.2,-35.9(±35.2)
Female,Netherlands,2020,6605.0,7087.0,6838.0,6612.0,6631.0,6315.0,6834.199999999999,256.7,1.96,225.0,6609.199999999999,7059.199999999999,-229.2,225.0,-3.4,3.0,6834.2 (±225.0),-229.2 (±225.0),-3.4% (±3.0%),623909,-36.7,36.0,-36.7(±36.0)
Female,Netherlands,2020,6605.0,7087.0,6838.0,6612.0,6631.0,6315.0,6834.199999999999,256.7,1.96,225.0,6609.199999999999,7059.199999999999,-229.2,225.0,-3.4,3.0,6834.2 (±225.0),-229.2 (±225.0),-3.4% (±3.0%),561390,-40.8,40.1,-40.8(±40.1)
Female,Norway,2020,1457.0,1608.0,1552.0,1494.0,1514.0,1458.0,1550.8000000000002,51.4,1.96,45.1,1505.7000000000003,1595.9,-93.8,45.1,-6.0,2.7,1550.8 (±45.1),-93.8 (±45.1),-6.0% (±2.7%),168825,-55.6,26.8,-55.6(±26.8)
Female,Norway,2020,1457.0,1608.0,1552.0,1494.0,1514.0,1458.0,1550.8000000000002,51.4,1.96,45.1,1505.7000000000003,1595.9,-93.8,45.1,-6.0,2.7,1550.8 (±45.1),-93.8 (±45.1),-6.0% (±2.7%),183317,-51.2,24.6,-51.2(±24.6)
Female,Norway,2020,1457.0,1608.0,1552.0,1494.0,1514.0,1458.0,1550.8000000000002,51.4,1.96,45.1,1505.7000000000003,1595.9,-93.8,45.1,-6.0,2.7,1550.8 (±45.1),-93.8 (±45.1),-6.0% (±2.7%),181154,-51.8,24.9,-51.8(±24.9)
Female,Norway,2020,1457.0,1608.0,1552.0,1494.0,1514.0,1458.0,1550.8000000000002,51.4,1.96,45.1,1505.7000000000003,1595.9,-93.8,45.1,-6.0,2.7,1550.8 (±45.1),-93.8 (±45.1),-6.0% (±2.7%),162467,-57.7,27.7,-57.7(±27.7)
Female,Norway,2020,1457.0,1608.0,1552.0,1494.0,1514.0,1458.0,1550.8000000000002,51.4,1.96,45.1,1505.7000000000003,1595.9,-93.8,45.1,-6.0,2.7,1550.8 (±45.1),-93.8 (±45.1),-6.0% (±2.7%),152407,-61.5,29.5,-61.5(±29.5)
Female,Poland,2020,22178.0,23099.0,21517.0,20973.0,21181.0,20375.0,21868.200000000004,914.0,1.96,801.2,21067.000000000004,22669.400000000005,309.8,801.2,1.4,3.6,21868.2 (±801.2),309.8 (±801.2),1.4% (±3.6%),1464473,21.2,54.7,21.2(±54.7)
Female,Poland,2020,22178.0,23099.0,21517.0,20973.0,21181.0,20375.0,21868.200000000004,914.0,1.96,801.2,21067.000000000004,22669.400000000005,309.8,801.2,1.4,3.6,21868.2 (±801.2),309.8 (±801.2),1.4% (±3.6%),1271175,24.4,63.0,24.4(±63.0)
Female,Poland,2020,22178.0,23099.0,21517.0,20973.0,21181.0,20375.0,21868.200000000004,914.0,1.96,801.2,21067.000000000004,22669.400000000005,309.8,801.2,1.4,3.6,21868.2 (±801.2),309.8 (±801.2),1.4% (±3.6%),1124707,27.5,71.3,27.5(±71.3)
Female,Poland,2020,22178.0,23099.0,21517.0,20973.0,21181.0,20375.0,21868.200000000004,914.0,1.96,801.2,21067.000000000004,22669.400000000005,309.8,801.2,1.4,3.6,21868.2 (±801.2),309.8 (±801.2),1.4% (±3.6%),1220050,25.4,65.7,25.4(±65.7)
Female,Poland,2020,22178.0,23099.0,21517.0,20973.0,21181.0,20375.0,21868.200000000004,914.0,1.96,801.2,21067.000000000004,22669.400000000005,309.8,801.2,1.4,3.6,21868.2 (±801.2),309.8 (±801.2),1.4% (±3.6%),1448831,21.4,55.3,21.4(±55.3)
Female,Portugal,2020,3907.0,3623.0,3695.0,3744.0,3643.0,3626.0,3755.0,46.7,1.96,40.9,3714.1,3795.9,152.0,40.9,4.0,1.1,3755.0 (±40.9),152.0 (±40.9),4.0% (±1.1%),410162,37.1,9.9,37.1(±9.9)
Female,Portugal,2020,3907.0,3623.0,3695.0,3744.0,3643.0,3626.0,3755.0,46.7,1.96,40.9,3714.1,3795.9,152.0,40.9,4.0,1.1,3755.0 (±40.9),152.0 (±40.9),4.0% (±1.1%),415572,36.6,9.8,36.6(±9.8)
Female,Portugal,2020,3907.0,3623.0,3695.0,3744.0,3643.0,3626.0,3755.0,46.7,1.96,40.9,3714.1,3795.9,152.0,40.9,4.0,1.1,3755.0 (±40.9),152.0 (±40.9),4.0% (±1.1%),393361,38.6,10.4,38.6(±10.4)
Female,Portugal,2020,3907.0,3623.0,3695.0,3744.0,3643.0,3626.0,3755.0,46.7,1.96,40.9,3714.1,3795.9,152.0,40.9,4.0,1.1,3755.0 (±40.9),152.0 (±40.9),4.0% (±1.1%),393496,38.6,10.4,38.6(±10.4)
Female,Portugal,2020,3907.0,3623.0,3695.0,3744.0,3643.0,3626.0,3755.0,46.7,1.96,40.9,3714.1,3795.9,152.0,40.9,4.0,1.1,3755.0 (±40.9),152.0 (±40.9),4.0% (±1.1%),362514,41.9,11.3,41.9(±11.3)
Female,Romania,2020,14662.0,13738.0,13374.0,13023.0,13000.0,12374.0,13395.4,452.8,1.96,396.9,12998.5,13792.3,1266.6,396.9,9.5,3.2,13395.4 (±396.9),1266.6 (±396.9),9.5% (±3.2%),750086,168.9,52.9,168.9(±52.9)
Female,Romania,2020,14662.0,13738.0,13374.0,13023.0,13000.0,12374.0,13395.4,452.8,1.96,396.9,12998.5,13792.3,1266.6,396.9,9.5,3.2,13395.4 (±396.9),1266.6 (±396.9),9.5% (±3.2%),720299,175.8,55.1,175.8(±55.1)
Female,Romania,2020,14662.0,13738.0,13374.0,13023.0,13000.0,12374.0,13395.4,452.8,1.96,396.9,12998.5,13792.3,1266.6,396.9,9.5,3.2,13395.4 (±396.9),1266.6 (±396.9),9.5% (±3.2%),724147,174.9,54.8,174.9(±54.8)
Female,Romania,2020,14662.0,13738.0,13374.0,13023.0,13000.0,12374.0,13395.4,452.8,1.96,396.9,12998.5,13792.3,1266.6,396.9,9.5,3.2,13395.4 (±396.9),1266.6 (±396.9),9.5% (±3.2%),536900,235.9,73.9,235.9(±73.9)
Female,Romania,2020,14662.0,13738.0,13374.0,13023.0,13000.0,12374.0,13395.4,452.8,1.96,396.9,12998.5,13792.3,1266.6,396.9,9.5,3.2,13395.4 (±396.9),1266.6 (±396.9),9.5% (±3.2%),692003,183.0,57.4,183.0(±57.4)
Female,Slovakia,2020,3038.0,3168.0,2922.0,2938.0,2920.0,2692.0,2972.0,150.7,1.96,132.1,2839.9,3104.1,66.0,132.1,2.2,4.3,2972.0 (±132.1),66.0 (±132.1),2.2% (±4.3%),221220,29.8,59.7,29.8(±59.7)
Female,Slovakia,2020,3038.0,3168.0,2922.0,2938.0,2920.0,2692.0,2972.0,150.7,1.96,132.1,2839.9,3104.1,66.0,132.1,2.2,4.3,2972.0 (±132.1),66.0 (±132.1),2.2% (±4.3%),196092,33.7,67.3,33.7(±67.3)
Female,Slovakia,2020,3038.0,3168.0,2922.0,2938.0,2920.0,2692.0,2972.0,150.7,1.96,132.1,2839.9,3104.1,66.0,132.1,2.2,4.3,2972.0 (±132.1),66.0 (±132.1),2.2% (±4.3%),173960,37.9,76.0,37.9(±76.0)
Female,Slovakia,2020,3038.0,3168.0,2922.0,2938.0,2920.0,2692.0,2972.0,150.7,1.96,132.1,2839.9,3104.1,66.0,132.1,2.2,4.3,2972.0 (±132.1),66.0 (±132.1),2.2% (±4.3%),182730,36.1,72.3,36.1(±72.3)
Female,Slovakia,2020,3038.0,3168.0,2922.0,2938.0,2920.0,2692.0,2972.0,150.7,1.96,132.1,2839.9,3104.1,66.0,132.1,2.2,4.3,2972.0 (±132.1),66.0 (±132.1),2.2% (±4.3%),189839,34.8,69.6,34.8(±69.6)
Female,Slovenia,2020,781.0,822.0,782.0,847.0,792.0,730.0,801.8000000000003,39.6,1.96,34.7,767.1000000000003,836.5000000000003,-20.8,34.7,-2.6,4.0,801.8 (±34.7),-20.8 (±34.7),-2.6% (±4.0%),75045,-27.7,46.2,-27.7(±46.2)
Female,Slovenia,2020,781.0,822.0,782.0,847.0,792.0,730.0,801.8000000000003,39.6,1.96,34.7,767.1000000000003,836.5000000000003,-20.8,34.7,-2.6,4.0,801.8 (±34.7),-20.8 (±34.7),-2.6% (±4.0%),70916,-29.3,48.9,-29.3(±48.9)
Female,Slovenia,2020,781.0,822.0,782.0,847.0,792.0,730.0,801.8000000000003,39.6,1.96,34.7,767.1000000000003,836.5000000000003,-20.8,34.7,-2.6,4.0,801.8 (±34.7),-20.8 (±34.7),-2.6% (±4.0%),74665,-27.9,46.5,-27.9(±46.5)
Female,Slovenia,2020,781.0,822.0,782.0,847.0,792.0,730.0,801.8000000000003,39.6,1.96,34.7,767.1000000000003,836.5000000000003,-20.8,34.7,-2.6,4.0,801.8 (±34.7),-20.8 (±34.7),-2.6% (±4.0%),74673,-27.9,46.5,-27.9(±46.5)
Female,Slovenia,2020,781.0,822.0,782.0,847.0,792.0,730.0,801.8000000000003,39.6,1.96,34.7,767.1000000000003,836.5000000000003,-20.8,34.7,-2.6,4.0,801.8 (±34.7),-20.8 (±34.7),-2.6% (±4.0%),72580,-28.7,47.9,-28.7(±47.9)
Female,Spain,2020,16349.0,13933.0,13524.0,13950.0,13874.0,14055.0,14146.399999999998,181.3,1.96,158.9,13987.499999999998,14305.299999999997,2202.6,158.9,15.6,1.3,14146.4 (±158.9),2202.6 (±158.9),15.6% (±1.3%),1962293,112.2,8.1,112.2(±8.1)
Female,Spain,2020,16349.0,13933.0,13524.0,13950.0,13874.0,14055.0,14146.399999999998,181.3,1.96,158.9,13987.499999999998,14305.299999999997,2202.6,158.9,15.6,1.3,14146.4 (±158.9),2202.6 (±158.9),15.6% (±1.3%),1922352,114.6,8.2,114.6(±8.2)
Female,Spain,2020,16349.0,13933.0,13524.0,13950.0,13874.0,14055.0,14146.399999999998,181.3,1.96,158.9,13987.499999999998,14305.299999999997,2202.6,158.9,15.6,1.3,14146.4 (±158.9),2202.6 (±158.9),15.6% (±1.3%),1837771,119.9,8.6,119.9(±8.6)
Female,Spain,2020,16349.0,13933.0,13524.0,13950.0,13874.0,14055.0,14146.399999999998,181.3,1.96,158.9,13987.499999999998,14305.299999999997,2202.6,158.9,15.6,1.3,14146.4 (±158.9),2202.6 (±158.9),15.6% (±1.3%),1710033,128.8,9.3,128.8(±9.3)
Female,Spain,2020,16349.0,13933.0,13524.0,13950.0,13874.0,14055.0,14146.399999999998,181.3,1.96,158.9,13987.499999999998,14305.299999999997,2202.6,158.9,15.6,1.3,14146.4 (±158.9),2202.6 (±158.9),15.6% (±1.3%),1502138,146.6,10.6,146.6(±10.6)
Female,Sweden,2020,2574.0,2897.0,2695.0,2701.0,2600.0,2584.0,2741.8,111.5,1.96,97.7,2644.1000000000004,2839.5,-167.8,97.7,-6.1,3.3,2741.8 (±97.7),-167.8 (±97.7),-6.1% (±3.3%),309321,-54.2,31.5,-54.2(±31.5)
Female,Sweden,2020,2574.0,2897.0,2695.0,2701.0,2600.0,2584.0,2741.8,111.5,1.96,97.7,2644.1000000000004,2839.5,-167.8,97.7,-6.1,3.3,2741.8 (±97.7),-167.8 (±97.7),-6.1% (±3.3%),328884,-51.0,29.7,-51.0(±29.7)
Female,Sweden,2020,2574.0,2897.0,2695.0,2701.0,2600.0,2584.0,2741.8,111.5,1.96,97.7,2644.1000000000004,2839.5,-167.8,97.7,-6.1,3.3,2741.8 (±97.7),-167.8 (±97.7),-6.1% (±3.3%),333591,-50.3,29.3,-50.3(±29.3)
Female,Sweden,2020,2574.0,2897.0,2695.0,2701.0,2600.0,2584.0,2741.8,111.5,1.96,97.7,2644.1000000000004,2839.5,-167.8,97.7,-6.1,3.3,2741.8 (±97.7),-167.8 (±97.7),-6.1% (±3.3%),306757,-54.7,31.8,-54.7(±31.8)
Female,Sweden,2020,2574.0,2897.0,2695.0,2701.0,2600.0,2584.0,2741.8,111.5,1.96,97.7,2644.1000000000004,2839.5,-167.8,97.7,-6.1,3.3,2741.8 (±97.7),-167.8 (±97.7),-6.1% (±3.3%),283542,-59.2,34.5,-59.2(±34.5)
Female,Switzerland,2020,2260.0,2347.0,2271.0,2185.0,2331.0,2188.0,2303.6000000000004,68.5,1.96,60.0,2243.6000000000004,2363.6000000000004,-43.6,60.0,-1.9,2.5,2303.6 (±60.0),-43.6 (±60.0),-1.9% (±2.5%),292439,-14.9,20.5,-14.9(±20.5)
Female,Switzerland,2020,2260.0,2347.0,2271.0,2185.0,2331.0,2188.0,2303.6000000000004,68.5,1.96,60.0,2243.6000000000004,2363.6000000000004,-43.6,60.0,-1.9,2.5,2303.6 (±60.0),-43.6 (±60.0),-1.9% (±2.5%),303337,-14.4,19.8,-14.4(±19.8)
Female,Switzerland,2020,2260.0,2347.0,2271.0,2185.0,2331.0,2188.0,2303.6000000000004,68.5,1.96,60.0,2243.6000000000004,2363.6000000000004,-43.6,60.0,-1.9,2.5,2303.6 (±60.0),-43.6 (±60.0),-1.9% (±2.5%),328933,-13.3,18.3,-13.3(±18.3)
Female,Switzerland,2020,2260.0,2347.0,2271.0,2185.0,2331.0,2188.0,2303.6000000000004,68.5,1.96,60.0,2243.6000000000004,2363.6000000000004,-43.6,60.0,-1.9,2.5,2303.6 (±60.0),-43.6 (±60.0),-1.9% (±2.5%),312344,-14.0,19.3,-14.0(±19.3)
Female,Switzerland,2020,2260.0,2347.0,2271.0,2185.0,2331.0,2188.0,2303.6000000000004,68.5,1.96,60.0,2243.6000000000004,2363.6000000000004,-43.6,60.0,-1.9,2.5,2303.6 (±60.0),-43.6 (±60.0),-1.9% (±2.5%),259034,-16.8,23.1,-16.8(±23.1)
Male,Austria,2020,6051.0,5697.0,5503.0,5366.0,5551.0,5349.0,5597.200000000001,128.0,1.96,112.2,5485.000000000001,5709.400000000001,453.8,112.2,8.1,2.1,5597.2 (±112.2),453.8 (±112.2),8.1% (±2.1%),283167,160.3,39.6,160.3(±39.6)
Male,Austria,2020,6051.0,5697.0,5503.0,5366.0,5551.0,5349.0,5597.200000000001,128.0,1.96,112.2,5485.000000000001,5709.400000000001,453.8,112.2,8.1,2.1,5597.2 (±112.2),453.8 (±112.2),8.1% (±2.1%),308507,147.1,36.4,147.1(±36.4)
Male,Austria,2020,6051.0,5697.0,5503.0,5366.0,5551.0,5349.0,5597.200000000001,128.0,1.96,112.2,5485.000000000001,5709.400000000001,453.8,112.2,8.1,2.1,5597.2 (±112.2),453.8 (±112.2),8.1% (±2.1%),356947,127.1,31.5,127.1(±31.5)
Male,Austria,2020,6051.0,5697.0,5503.0,5366.0,5551.0,5349.0,5597.200000000001,128.0,1.96,112.2,5485.000000000001,5709.400000000001,453.8,112.2,8.1,2.1,5597.2 (±112.2),453.8 (±112.2),8.1% (±2.1%),342150,132.6,32.8,132.6(±32.8)
Male,Austria,2020,6051.0,5697.0,5503.0,5366.0,5551.0,5349.0,5597.200000000001,128.0,1.96,112.2,5485.000000000001,5709.400000000001,453.8,112.2,8.1,2.1,5597.2 (±112.2),453.8 (±112.2),8.1% (±2.1%),275937,164.5,40.6,164.5(±40.6)
Male,Belgium,2020,8021.0,7986.0,7619.0,7380.0,7187.0,6976.0,7588.8,350.0,1.96,306.8,7282.0,7895.6,432.2,306.8,5.7,4.1,7588.8 (±306.8),432.2 (±306.8),5.7% (±4.1%),372015,116.2,82.4,116.2(±82.4)
Male,Belgium,2020,8021.0,7986.0,7619.0,7380.0,7187.0,6976.0,7588.8,350.0,1.96,306.8,7282.0,7895.6,432.2,306.8,5.7,4.1,7588.8 (±306.8),432.2 (±306.8),5.7% (±4.1%),389021,111.1,78.9,111.1(±78.9)
Male,Belgium,2020,8021.0,7986.0,7619.0,7380.0,7187.0,6976.0,7588.8,350.0,1.96,306.8,7282.0,7895.6,432.2,306.8,5.7,4.1,7588.8 (±306.8),432.2 (±306.8),5.7% (±4.1%),400907,107.8,76.5,107.8(±76.5)
Male,Belgium,2020,8021.0,7986.0,7619.0,7380.0,7187.0,6976.0,7588.8,350.0,1.96,306.8,7282.0,7895.6,432.2,306.8,5.7,4.1,7588.8 (±306.8),432.2 (±306.8),5.7% (±4.1%),401063,107.8,76.5,107.8(±76.5)
Male,Belgium,2020,8021.0,7986.0,7619.0,7380.0,7187.0,6976.0,7588.8,350.0,1.96,306.8,7282.0,7895.6,432.2,306.8,5.7,4.1,7588.8 (±306.8),432.2 (±306.8),5.7% (±4.1%),356947,121.1,85.9,121.1(±85.9)
Male,Bulgaria,2020,13594.0,11830.0,11572.0,11075.0,11203.0,10867.0,11547.000000000002,347.0,1.96,304.2,11242.800000000001,11851.200000000003,2047.0,304.2,17.7,3.0,11547.0 (±304.2),2047.0 (±304.2),17.7% (±3.0%),274231,746.5,110.9,746.5(±110.9)
Male,Bulgaria,2020,13594.0,11830.0,11572.0,11075.0,11203.0,10867.0,11547.000000000002,347.0,1.96,304.2,11242.800000000001,11851.200000000003,2047.0,304.2,17.7,3.0,11547.0 (±304.2),2047.0 (±304.2),17.7% (±3.0%),267728,764.6,113.6,764.6(±113.6)
Male,Bulgaria,2020,13594.0,11830.0,11572.0,11075.0,11203.0,10867.0,11547.000000000002,347.0,1.96,304.2,11242.800000000001,11851.200000000003,2047.0,304.2,17.7,3.0,11547.0 (±304.2),2047.0 (±304.2),17.7% (±3.0%),241947,846.1,125.7,846.1(±125.7)
Male,Bulgaria,2020,13594.0,11830.0,11572.0,11075.0,11203.0,10867.0,11547.000000000002,347.0,1.96,304.2,11242.800000000001,11851.200000000003,2047.0,304.2,17.7,3.0,11547.0 (±304.2),2047.0 (±304.2),17.7% (±3.0%),233065,878.3,130.5,878.3(±130.5)
Male,Bulgaria,2020,13594.0,11830.0,11572.0,11075.0,11203.0,10867.0,11547.000000000002,347.0,1.96,304.2,11242.800000000001,11851.200000000003,2047.0,304.2,17.7,3.0,11547.0 (±304.2),2047.0 (±304.2),17.7% (±3.0%),222922,918.3,136.4,918.3(±136.4)
Male,Croatia,2020,4656.0,5052.0,4719.0,4581.0,4686.0,4284.0,4770.800000000001,247.1,1.96,216.6,4554.200000000001,4987.4000000000015,-114.8,216.6,-2.4,4.2,4770.8 (±216.6),-114.8 (±216.6),-2.4% (±4.2%),141763,-81.0,152.8,-81.0(±152.8)
Male,Croatia,2020,4656.0,5052.0,4719.0,4581.0,4686.0,4284.0,4770.800000000001,247.1,1.96,216.6,4554.200000000001,4987.4000000000015,-114.8,216.6,-2.4,4.2,4770.8 (±216.6),-114.8 (±216.6),-2.4% (±4.2%),135207,-84.9,160.2,-84.9(±160.2)
Male,Croatia,2020,4656.0,5052.0,4719.0,4581.0,4686.0,4284.0,4770.800000000001,247.1,1.96,216.6,4554.200000000001,4987.4000000000015,-114.8,216.6,-2.4,4.2,4770.8 (±216.6),-114.8 (±216.6),-2.4% (±4.2%),139070,-82.5,155.7,-82.5(±155.7)
Male,Croatia,2020,4656.0,5052.0,4719.0,4581.0,4686.0,4284.0,4770.800000000001,247.1,1.96,216.6,4554.200000000001,4987.4000000000015,-114.8,216.6,-2.4,4.2,4770.8 (±216.6),-114.8 (±216.6),-2.4% (±4.2%),140878,-81.5,153.8,-81.5(±153.8)
Male,Croatia,2020,4656.0,5052.0,4719.0,4581.0,4686.0,4284.0,4770.800000000001,247.1,1.96,216.6,4554.200000000001,4987.4000000000015,-114.8,216.6,-2.4,4.2,4770.8 (±216.6),-114.8 (±216.6),-2.4% (±4.2%),141012,-81.4,153.6,-81.4(±153.6)
Male,Cyprus,2020,473.0,404.0,382.0,415.0,369.0,403.0,400.20000000000005,16.7,1.96,14.6,385.6,414.80000000000007,72.8,14.6,18.2,4.2,400.2 (±14.6),72.8 (±14.6),18.2% (±4.2%),28191,258.2,51.8,258.2(±51.8)
Male,Cyprus,2020,473.0,404.0,382.0,415.0,369.0,403.0,400.20000000000005,16.7,1.96,14.6,385.6,414.80000000000007,72.8,14.6,18.2,4.2,400.2 (±14.6),72.8 (±14.6),18.2% (±4.2%),25967,280.4,56.2,280.4(±56.2)
Male,Cyprus,2020,473.0,404.0,382.0,415.0,369.0,403.0,400.20000000000005,16.7,1.96,14.6,385.6,414.80000000000007,72.8,14.6,18.2,4.2,400.2 (±14.6),72.8 (±14.6),18.2% (±4.2%),26481,274.9,55.1,274.9(±55.1)
Male,Cyprus,2020,473.0,404.0,382.0,415.0,369.0,403.0,400.20000000000005,16.7,1.96,14.6,385.6,414.80000000000007,72.8,14.6,18.2,4.2,400.2 (±14.6),72.8 (±14.6),18.2% (±4.2%),26895,270.7,54.3,270.7(±54.3)
Male,Cyprus,2020,473.0,404.0,382.0,415.0,369.0,403.0,400.20000000000005,16.7,1.96,14.6,385.6,414.80000000000007,72.8,14.6,18.2,4.2,400.2 (±14.6),72.8 (±14.6),18.2% (±4.2%),24552,296.5,59.5,296.5(±59.5)
Male,Czechia,2020,10303.0,10296.0,9662.0,9610.0,9469.0,9187.0,9844.800000000003,365.0,1.96,319.9,9524.900000000003,10164.700000000003,458.2,319.9,4.7,3.3,9844.8 (±319.9),458.2 (±319.9),4.7% (±3.3%),474936,96.5,67.3,96.5(±67.3)
Male,Czechia,2020,10303.0,10296.0,9662.0,9610.0,9469.0,9187.0,9844.800000000003,365.0,1.96,319.9,9524.900000000003,10164.700000000003,458.2,319.9,4.7,3.3,9844.8 (±319.9),458.2 (±319.9),4.7% (±3.3%),431168,106.3,74.2,106.3(±74.2)
Male,Czechia,2020,10303.0,10296.0,9662.0,9610.0,9469.0,9187.0,9844.800000000003,365.0,1.96,319.9,9524.900000000003,10164.700000000003,458.2,319.9,4.7,3.3,9844.8 (±319.9),458.2 (±319.9),4.7% (±3.3%),349879,131.0,91.4,131.0(±91.4)
Male,Czechia,2020,10303.0,10296.0,9662.0,9610.0,9469.0,9187.0,9844.800000000003,365.0,1.96,319.9,9524.900000000003,10164.700000000003,458.2,319.9,4.7,3.3,9844.8 (±319.9),458.2 (±319.9),4.7% (±3.3%),328076,139.7,97.5,139.7(±97.5)
Male,Czechia,2020,10303.0,10296.0,9662.0,9610.0,9469.0,9187.0,9844.800000000003,365.0,1.96,319.9,9524.900000000003,10164.700000000003,458.2,319.9,4.7,3.3,9844.8 (±319.9),458.2 (±319.9),4.7% (±3.3%),316420,144.8,101.1,144.8(±101.1)
Male,Denmark,2020,3397.0,3937.0,3766.0,3653.0,3637.0,3478.0,3758.200000000001,152.2,1.96,133.4,3624.800000000001,3891.6000000000013,-361.2,133.4,-9.6,3.1,3758.2 (±133.4),-361.2 (±133.4),-9.6% (±3.1%),182485,-197.9,73.1,-197.9(±73.1)
Male,Denmark,2020,3397.0,3937.0,3766.0,3653.0,3637.0,3478.0,3758.200000000001,152.2,1.96,133.4,3624.800000000001,3891.6000000000013,-361.2,133.4,-9.6,3.1,3758.2 (±133.4),-361.2 (±133.4),-9.6% (±3.1%),196145,-184.1,68.0,-184.1(±68.0)
