Sex,Location,Year,Week,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±,Population,Excess_mortality_per_10^5,Excess_mortality_per_10^5_fluc,Excess_mortality_per_10^5_±
Total,Liechtenstein,2020,20,7.0,3.0,3.0,7.0,5.0,7.0,5.0,1.8,1.96,1.6,3.4,6.6,2.0,1.6,40.0,33.9,5.0 (±1.6),2.0 (±1.6),40.0% (±33.9%),38747,5.2,4.1,5.2(±4.1)
Total,Liechtenstein,2020,21,2.0,3.0,4.0,2.0,2.0,8.0,3.8,2.2,1.96,1.9,1.9,5.699999999999999,-1.8,1.9,-47.4,17.5,3.8 (±1.9),-1.8 (±1.9),-47.4% (±17.5%),38747,-4.6,4.9,-4.6(±4.9)
Total,Liechtenstein,2020,22,4.0,3.0,9.0,4.0,6.0,1.0,4.6,2.7,1.96,2.4,2.1999999999999997,7.0,-0.6,2.4,-13.0,29.9,4.6 (±2.4),-0.6 (±2.4),-13.0% (±29.9%),38747,-1.5,6.1,-1.5(±6.1)
Total,Liechtenstein,2020,23,4.0,8.0,2.0,3.0,4.0,7.0,4.8,2.3,1.96,2.0,2.8,6.8,-0.8,2.0,-16.7,24.5,4.8 (±2.0),-0.8 (±2.0),-16.7% (±24.5%),38747,-2.1,5.2,-2.1(±5.2)
Total,Liechtenstein,2020,24,4.0,4.0,3.0,4.0,2.0,7.0,4.0,1.7,1.96,1.5,2.5,5.5,0.0,1.5,0.0,27.3,4.0 (±1.5),0.0 (±1.5),0.0% (±27.3%),38747,0.0,3.9,0.0(±3.9)
Total,Liechtenstein,2020,25,4.0,4.0,2.0,9.0,7.0,1.0,4.6,3.0,1.96,2.6,1.9999999999999996,7.199999999999999,-0.6,2.6,-13.0,31.4,4.6 (±2.6),-0.6 (±2.6),-13.0% (±31.4%),38747,-1.5,6.7,-1.5(±6.7)
Total,Liechtenstein,2020,26,2.0,3.0,3.0,7.0,7.0,5.0,5.0,1.8,1.96,1.6,3.4,6.6,-3.0,1.6,-60.0,9.7,5.0 (±1.6),-3.0 (±1.6),-60.0% (±9.7%),38747,-7.7,4.1,-7.7(±4.1)
Total,Liechtenstein,2020,27,9.0,4.0,0.0,2.0,2.0,8.0,3.2,2.7,1.96,2.4,0.8000000000000003,5.6,5.8,2.4,181.2,120.5,3.2 (±2.4),5.8 (±2.4),181.2% (±120.5%),38747,15.0,6.2,15.0(±6.2)
Total,Liechtenstein,2020,28,2.0,5.0,10.0,4.0,5.0,5.0,5.8,2.1,1.96,1.8,4.0,7.6,-3.8,1.8,-65.5,8.2,5.8 (±1.8),-3.8 (±1.8),-65.5% (±8.2%),38747,-9.8,4.6,-9.8(±4.6)
Total,Liechtenstein,2020,29,5.0,3.0,8.0,2.0,5.0,4.0,4.4,2.1,1.96,1.8,2.6000000000000005,6.2,0.6,1.8,13.6,33.0,4.4 (±1.8),0.6 (±1.8),13.6% (±33.0%),38747,1.5,4.7,1.5(±4.7)
Total,Liechtenstein,2020,30,3.0,7.0,6.0,4.0,8.0,0.0,5.0,2.8,1.96,2.5,2.5,7.5,-2.0,2.5,-40.0,20.0,5.0 (±2.5),-2.0 (±2.5),-40.0% (±20.0%),38747,-5.2,6.5,-5.2(±6.5)
Total,Liechtenstein,2020,31,5.0,9.0,7.0,4.0,6.0,7.0,6.6,1.6,1.96,1.4,5.199999999999999,8.0,-1.6,1.4,-24.2,13.3,6.6 (±1.4),-1.6 (±1.4),-24.2% (±13.3%),38747,-4.1,3.6,-4.1(±3.6)
Total,Liechtenstein,2020,32,7.0,4.0,4.0,4.0,6.0,7.0,5.0,1.3,1.96,1.1,3.9,6.1,2.0,1.1,40.0,25.2,5.0 (±1.1),2.0 (±1.1),40.0% (±25.2%),38747,5.2,2.8,5.2(±2.8)
Total,Liechtenstein,2020,33,4.0,3.0,5.0,3.0,4.0,6.0,4.2,1.2,1.96,1.1,3.1,5.300000000000001,-0.2,1.1,-4.8,19.7,4.2 (±1.1),-0.2 (±1.1),-4.8% (±19.7%),38747,-0.5,2.8,-0.5(±2.8)
Total,Liechtenstein,2020,34,6.0,5.0,3.0,6.0,8.0,3.0,5.0,1.9,1.96,1.7,3.3,6.7,1.0,1.7,20.0,30.4,5.0 (±1.7),1.0 (±1.7),20.0% (±30.4%),38747,2.6,4.4,2.6(±4.4)
Total,Liechtenstein,2020,35,5.0,5.0,11.0,2.0,6.0,2.0,5.2,3.3,1.96,2.9,2.3000000000000003,8.1,-0.2,2.9,-3.8,34.5,5.2 (±2.9),-0.2 (±2.9),-3.8% (±34.5%),38747,-0.5,7.5,-0.5(±7.5)
Total,Liechtenstein,2020,36,10.0,5.0,6.0,3.0,5.0,4.0,4.6,1.0,1.96,0.9,3.6999999999999997,5.5,5.4,0.9,117.4,35.6,4.6 (±0.9),5.4 (±0.9),117.4% (±35.6%),38747,13.9,2.4,13.9(±2.4)
Total,Liechtenstein,2020,37,2.0,6.0,2.0,3.0,6.0,3.0,4.0,1.7,1.96,1.5,2.5,5.5,-2.0,1.5,-50.0,13.6,4.0 (±1.5),-2.0 (±1.5),-50.0% (±13.6%),38747,-5.2,3.9,-5.2(±3.9)
Total,Liechtenstein,2020,38,6.0,4.0,6.0,3.0,3.0,8.0,4.8,1.9,1.96,1.7,3.0999999999999996,6.5,1.2,1.7,25.0,32.7,4.8 (±1.7),1.2 (±1.7),25.0% (±32.7%),38747,3.1,4.4,3.1(±4.4)
Total,Liechtenstein,2020,39,7.0,6.0,4.0,6.0,6.0,4.0,5.2,1.0,1.96,0.9,4.3,6.1000000000000005,1.8,0.9,34.6,19.8,5.2 (±0.9),1.8 (±0.9),34.6% (±19.8%),38747,4.6,2.4,4.6(±2.4)
Total,Liechtenstein,2020,40,5.0,7.0,9.0,7.0,6.0,3.0,6.4,2.0,1.96,1.8,4.6000000000000005,8.200000000000001,-1.4,1.8,-21.9,17.1,6.4 (±1.8),-1.4 (±1.8),-21.9% (±17.1%),38747,-3.6,4.6,-3.6(±4.6)
Total,Liechtenstein,2020,41,8.0,5.0,5.0,8.0,2.0,6.0,5.2,1.9,1.96,1.7,3.5,6.9,2.8,1.7,53.8,37.9,5.2 (±1.7),2.8 (±1.7),53.8% (±37.9%),38747,7.2,4.4,7.2(±4.4)
Total,Liechtenstein,2020,42,2.0,6.0,6.0,7.0,3.0,5.0,5.4,1.4,1.96,1.2,4.2,6.6000000000000005,-3.4,1.2,-63.0,6.7,5.4 (±1.2),-3.4 (±1.2),-63.0% (±6.7%),38747,-8.8,3.1,-8.8(±3.1)
Total,Liechtenstein,2020,43,7.0,1.0,4.0,5.0,1.0,5.0,3.2,1.8,1.96,1.6,1.6,4.800000000000001,3.8,1.6,118.7,72.9,3.2 (±1.6),3.8 (±1.6),118.7% (±72.9%),38747,9.8,4.1,9.8(±4.1)
Total,Liechtenstein,2020,44,8.0,6.0,4.0,4.0,7.0,5.0,5.2,1.2,1.96,1.1,4.1,6.300000000000001,2.8,1.1,53.8,26.8,5.2 (±1.1),2.8 (±1.1),53.8% (±26.8%),38747,7.2,2.9,7.2(±2.9)
Total,Liechtenstein,2020,45,8.0,6.0,4.0,6.0,3.0,5.0,4.8,1.2,1.96,1.1,3.6999999999999997,5.9,3.2,1.1,66.7,31.1,4.8 (±1.1),3.2 (±1.1),66.7% (±31.1%),38747,8.3,2.8,8.3(±2.8)
Total,Liechtenstein,2020,46,7.0,7.0,5.0,2.0,7.0,9.0,6.0,2.4,1.96,2.1,3.9,8.1,1.0,2.1,16.7,30.3,6.0 (±2.1),1.0 (±2.1),16.7% (±30.3%),38747,2.6,5.4,2.6(±5.4)
Total,Liechtenstein,2020,47,10.0,2.0,2.0,6.0,7.0,8.0,5.0,2.5,1.96,2.2,2.8,7.2,5.0,2.2,100.0,61.1,5.0 (±2.2),5.0 (±2.2),100.0% (±61.1%),38747,12.9,5.7,12.9(±5.7)
Total,Liechtenstein,2020,48,11.0,4.0,8.0,2.0,6.0,6.0,5.2,2.0,1.96,1.8,3.4000000000000004,7.0,5.8,1.8,111.5,54.4,5.2 (±1.8),5.8 (±1.8),111.5% (±54.4%),38747,15.0,4.6,15.0(±4.6)
Total,Liechtenstein,2020,49,8.0,4.0,4.0,9.0,5.0,1.0,4.6,2.6,1.96,2.3,2.3,6.8999999999999995,3.4,2.3,73.9,58.0,4.6 (±2.3),3.4 (±2.3),73.9% (±58.0%),38747,8.8,5.9,8.8(±5.9)
Total,Liechtenstein,2020,50,7.0,4.0,10.0,4.0,6.0,8.0,6.4,2.3,1.96,2.0,4.4,8.4,0.6,2.0,9.4,26.1,6.4 (±2.0),0.6 (±2.0),9.4% (±26.1%),38747,1.5,5.2,1.5(±5.2)
Total,Liechtenstein,2020,51,11.0,2.0,5.0,7.0,5.0,5.0,4.8,1.6,1.96,1.4,3.4,6.199999999999999,6.2,1.4,129.2,51.8,4.8 (±1.4),6.2 (±1.4),129.2% (±51.8%),38747,16.0,3.6,16.0(±3.6)
Total,Liechtenstein,2020,52,16.0,2.0,2.0,9.0,2.0,2.0,3.4,2.8,1.96,2.5,0.8999999999999999,5.9,12.6,2.5,370.6,199.4,3.4 (±2.5),12.6 (±2.5),370.6% (±199.4%),38747,32.5,6.5,32.5(±6.5)
Total,Liechtenstein,2020,53,14.0,5.0,2.0,9.0,2.0,2.0,5.0,2.8,1.96,2.5,2.5,7.5,9.0,2.5,180.0,93.3,5.0 (±2.5),9.0 (±2.5),180.0% (±93.3%),38747,23.2,6.5,23.2(±6.5)
Total,Lithuania,2020,10,773.0,911.0,820.0,790.0,903.0,783.0,841.4,55.0,1.96,48.2,793.1999999999999,889.6,-68.4,48.2,-8.1,5.0,841.4 (±48.2),-68.4 (±48.2),-8.1% (±5.0%),2794090,-2.4,1.7,-2.4(±1.7)
Total,Lithuania,2020,11,773.0,896.0,826.0,763.0,858.0,754.0,819.4,54.5,1.96,47.8,771.6,867.1999999999999,-46.4,47.8,-5.7,5.2,819.4 (±47.8),-46.4 (±47.8),-5.7% (±5.2%),2794090,-1.7,1.8,-1.7(±1.8)
Total,Lithuania,2020,12,802.0,909.0,766.0,765.0,802.0,780.0,804.4,54.0,1.96,47.3,757.1,851.6999999999999,-2.4,47.3,-0.3,5.5,804.4 (±47.3),-2.4 (±47.3),-0.3% (±5.5%),2794090,-0.1,1.7,-0.1(±1.7)
Total,Lithuania,2020,13,815.0,859.0,824.0,771.0,800.0,678.0,786.4,61.4,1.96,53.8,732.6,840.1999999999999,28.6,53.8,3.6,6.6,786.4 (±53.8),28.6 (±53.8),3.6% (±6.6%),2794090,1.0,1.9,1.0(±1.9)
Total,Lithuania,2020,14,774.0,849.0,790.0,757.0,856.0,726.0,795.6,50.7,1.96,44.4,751.2,840.0,-21.6,44.4,-2.7,5.2,795.6 (±44.4),-21.6 (±44.4),-2.7% (±5.2%),2794090,-0.8,1.6,-0.8(±1.6)
Total,Lithuania,2020,15,802.0,867.0,804.0,761.0,790.0,723.0,789.0,47.9,1.96,42.0,747.0,831.0,13.0,42.0,1.6,5.1,789.0 (±42.0),13.0 (±42.0),1.6% (±5.1%),2794090,0.5,1.5,0.5(±1.5)
Total,Lithuania,2020,16,783.0,890.0,793.0,749.0,785.0,709.0,785.2,60.3,1.96,52.9,732.3000000000001,838.1,-2.2,52.9,-0.3,6.3,785.2 (±52.9),-2.2 (±52.9),-0.3% (±6.3%),2794090,-0.1,1.9,-0.1(±1.9)
Total,Lithuania,2020,17,785.0,791.0,773.0,778.0,701.0,773.0,763.2,31.8,1.96,27.9,735.3000000000001,791.1,21.8,27.9,2.9,3.7,763.2 (±27.9),21.8 (±27.9),2.9% (±3.7%),2794090,0.8,1.0,0.8(±1.0)
Total,Lithuania,2020,18,769.0,783.0,767.0,742.0,739.0,714.0,749.0,23.9,1.96,20.9,728.1,769.9,20.0,20.9,2.7,2.8,749.0 (±20.9),20.0 (±20.9),2.7% (±2.8%),2794090,0.7,0.8,0.7(±0.8)
Total,Lithuania,2020,19,717.0,796.0,757.0,793.0,777.0,691.0,762.8,38.5,1.96,33.7,729.0999999999999,796.5,-45.8,33.7,-6.0,4.0,762.8 (±33.7),-45.8 (±33.7),-6.0% (±4.0%),2794090,-1.6,1.2,-1.6(±1.2)
Total,Lithuania,2020,20,732.0,763.0,723.0,762.0,726.0,707.0,736.2,22.4,1.96,19.6,716.6,755.8000000000001,-4.2,19.6,-0.6,2.5,736.2 (±19.6),-4.2 (±19.6),-0.6% (±2.5%),2794090,-0.2,0.8,-0.2(±0.8)
Total,Lithuania,2020,21,715.0,802.0,813.0,771.0,708.0,788.0,776.4,37.0,1.96,32.4,744.0,808.8,-61.4,32.4,-7.9,3.7,776.4 (±32.4),-61.4 (±32.4),-7.9% (±3.7%),2794090,-2.2,1.2,-2.2(±1.2)
Total,Lithuania,2020,22,745.0,780.0,843.0,691.0,730.0,708.0,750.4,55.1,1.96,48.3,702.1,798.6999999999999,-5.4,48.3,-0.7,6.0,750.4 (±48.3),-5.4 (±48.3),-0.7% (±6.0%),2794090,-0.2,1.7,-0.2(±1.7)
Total,Lithuania,2020,23,734.0,850.0,727.0,723.0,622.0,788.0,742.0,75.8,1.96,66.4,675.6,808.4,-8.0,66.4,-1.1,8.1,742.0 (±66.4),-8.0 (±66.4),-1.1% (±8.1%),2794090,-0.3,2.4,-0.3(±2.4)
Total,Lithuania,2020,24,818.0,740.0,664.0,703.0,688.0,763.0,711.6,35.6,1.96,31.2,680.4,742.8000000000001,106.4,31.2,15.0,4.9,711.6 (±31.2),106.4 (±31.2),15.0% (±4.9%),2794090,3.8,1.1,3.8(±1.1)
Total,Lithuania,2020,25,760.0,749.0,760.0,723.0,662.0,660.0,710.8,42.4,1.96,37.2,673.5999999999999,748.0,49.2,37.2,6.9,5.3,710.8 (±37.2),49.2 (±37.2),6.9% (±5.3%),2794090,1.8,1.3,1.8(±1.3)
Total,Lithuania,2020,26,808.0,691.0,860.0,700.0,648.0,746.0,729.0,72.5,1.96,63.5,665.5,792.5,79.0,63.5,10.8,8.8,729.0 (±63.5),79.0 (±63.5),10.8% (±8.8%),2794090,2.8,2.3,2.8(±2.3)
Total,Lithuania,2020,27,688.0,827.0,688.0,668.0,623.0,677.0,696.6,68.8,1.96,60.3,636.3000000000001,756.9,-8.6,60.3,-1.2,7.9,696.6 (±60.3),-8.6 (±60.3),-1.2% (±7.9%),2794090,-0.3,2.2,-0.3(±2.2)
Total,Lithuania,2020,28,700.0,762.0,675.0,711.0,691.0,671.0,702.0,33.1,1.96,29.0,673.0,731.0,-2.0,29.0,-0.3,3.9,702.0 (±29.0),-2.0 (±29.0),-0.3% (±3.9%),2794090,-0.1,1.1,-0.1(±1.1)
Total,Lithuania,2020,29,760.0,689.0,723.0,697.0,733.0,681.0,704.6,20.0,1.96,17.5,687.1,722.1,55.4,17.5,7.9,2.7,704.6 (±17.5),55.4 (±17.5),7.9% (±2.7%),2794090,2.0,0.6,2.0(±0.6)
Total,Lithuania,2020,30,744.0,723.0,785.0,741.0,719.0,727.0,739.0,24.2,1.96,21.2,717.8,760.2,5.0,21.2,0.7,2.8,739.0 (±21.2),5.0 (±21.2),0.7% (±2.8%),2794090,0.2,0.7,0.2(±0.7)
Total,Lithuania,2020,31,713.0,727.0,690.0,647.0,807.0,611.0,696.4,67.7,1.96,59.3,637.1,755.6999999999999,16.6,59.3,2.4,8.1,696.4 (±59.3),16.6 (±59.3),2.4% (±8.1%),2794090,0.6,2.1,0.6(±2.1)
Total,Lithuania,2020,32,726.0,822.0,665.0,707.0,736.0,665.0,719.0,58.1,1.96,50.9,668.1,769.9,7.0,50.9,1.0,6.7,719.0 (±50.9),7.0 (±50.9),1.0% (±6.7%),2794090,0.3,1.8,0.3(±1.8)
Total,Lithuania,2020,33,743.0,753.0,715.0,680.0,678.0,661.0,697.4,32.9,1.96,28.8,668.6,726.1999999999999,45.6,28.8,6.5,4.2,697.4 (±28.8),45.6 (±28.8),6.5% (±4.2%),2794090,1.6,1.1,1.6(±1.1)
Total,Lithuania,2020,34,764.0,657.0,760.0,595.0,694.0,680.0,677.2,53.5,1.96,46.9,630.3000000000001,724.1,86.8,46.9,12.8,7.3,677.2 (±46.9),86.8 (±46.9),12.8% (±7.3%),2794090,3.1,1.7,3.1(±1.7)
Total,Lithuania,2020,35,708.0,704.0,735.0,728.0,623.0,715.0,701.0,40.4,1.96,35.4,665.6,736.4,7.0,35.4,1.0,4.9,701.0 (±35.4),7.0 (±35.4),1.0% (±4.9%),2794090,0.3,1.2,0.3(±1.2)
Total,Lithuania,2020,36,664.0,697.0,709.0,688.0,627.0,662.0,676.6,29.2,1.96,25.6,651.0,702.2,-12.6,25.6,-1.9,3.5,676.6 (±25.6),-12.6 (±25.6),-1.9% (±3.5%),2794090,-0.5,1.0,-0.5(±1.0)
Total,Lithuania,2020,37,715.0,654.0,653.0,679.0,645.0,635.0,653.2,14.6,1.96,12.8,640.4000000000001,666.0,61.8,12.8,9.5,2.1,653.2 (±12.8),61.8 (±12.8),9.5% (±2.1%),2794090,2.2,0.5,2.2(±0.5)
Total,Lithuania,2020,38,710.0,733.0,732.0,714.0,658.0,641.0,695.6,38.6,1.96,33.8,661.8000000000001,729.4,14.4,33.8,2.1,4.8,695.6 (±33.8),14.4 (±33.8),2.1% (±4.8%),2794090,0.5,1.2,0.5(±1.2)
Total,Lithuania,2020,39,776.0,726.0,743.0,723.0,682.0,708.0,716.4,20.5,1.96,18.0,698.4,734.4,59.6,18.0,8.3,2.6,716.4 (±18.0),59.6 (±18.0),8.3% (±2.6%),2794090,2.1,0.7,2.1(±0.7)
Total,Lithuania,2020,40,730.0,741.0,760.0,768.0,701.0,714.0,736.8,25.8,1.96,22.6,714.1999999999999,759.4,-6.8,22.6,-0.9,3.0,736.8 (±22.6),-6.8 (±22.6),-0.9% (±3.0%),2794090,-0.2,0.8,-0.2(±0.8)
Total,Lithuania,2020,41,776.0,738.0,795.0,742.0,729.0,678.0,736.4,37.2,1.96,32.6,703.8,769.0,39.6,32.6,5.4,4.5,736.4 (±32.6),39.6 (±32.6),5.4% (±4.5%),2794090,1.4,1.2,1.4(±1.2)
Total,Lithuania,2020,42,825.0,859.0,814.0,773.0,711.0,732.0,777.8,53.8,1.96,47.2,730.5999999999999,825.0,47.2,47.2,6.1,6.1,777.8 (±47.2),47.2 (±47.2),6.1% (±6.1%),2794090,1.7,1.7,1.7(±1.7)
Total,Lithuania,2020,43,836.0,857.0,810.0,777.0,753.0,661.0,771.6,65.4,1.96,57.3,714.3000000000001,828.9,64.4,57.3,8.3,7.4,771.6 (±57.3),64.4 (±57.3),8.3% (±7.4%),2794090,2.3,2.1,2.3(±2.1)
Total,Lithuania,2020,44,733.0,806.0,794.0,788.0,706.0,671.0,753.0,54.1,1.96,47.4,705.6,800.4,-20.0,47.4,-2.7,5.7,753.0 (±47.4),-20.0 (±47.4),-2.7% (±5.7%),2794090,-0.7,1.7,-0.7(±1.7)
Total,Lithuania,2020,45,872.0,739.0,822.0,732.0,686.0,720.0,739.8,45.0,1.96,39.4,700.4,779.1999999999999,132.2,39.4,17.9,6.0,739.8 (±39.4),132.2 (±39.4),17.9% (±6.0%),2794090,4.7,1.4,4.7(±1.4)
Total,Lithuania,2020,46,942.0,815.0,802.0,784.0,681.0,657.0,747.8,65.5,1.96,57.4,690.4,805.1999999999999,194.2,57.4,26.0,9.0,747.8 (±57.4),194.2 (±57.4),26.0% (±9.0%),2794090,7.0,2.0,7.0(±2.0)
Total,Lithuania,2020,47,1088.0,757.0,776.0,770.0,727.0,702.0,746.4,27.9,1.96,24.5,721.9,770.9,341.6,24.5,45.8,4.7,746.4 (±24.5),341.6 (±24.5),45.8% (±4.7%),2794090,12.2,0.9,12.2(±0.9)
Total,Lithuania,2020,48,1093.0,761.0,752.0,721.0,741.0,774.0,749.8,18.0,1.96,15.8,734.0,765.5999999999999,343.2,15.8,45.8,3.0,749.8 (±15.8),343.2 (±15.8),45.8% (±3.0%),2794090,12.3,0.5,12.3(±0.5)
Total,Lithuania,2020,49,1227.0,786.0,752.0,790.0,843.0,681.0,770.4,53.3,1.96,46.7,723.6999999999999,817.1,456.6,46.7,59.3,9.1,770.4 (±46.7),456.6 (±46.7),59.3% (±9.1%),2794090,16.3,1.7,16.3(±1.7)
Total,Lithuania,2020,50,1198.0,773.0,759.0,693.0,773.0,726.0,744.8,31.1,1.96,27.3,717.5,772.0999999999999,453.2,27.3,60.8,5.6,744.8 (±27.3),453.2 (±27.3),60.8% (±5.6%),2794090,16.2,1.0,16.2(±1.0)
Total,Lithuania,2020,51,1358.0,786.0,856.0,781.0,770.0,720.0,782.6,43.5,1.96,38.1,744.5,820.7,575.4,38.1,73.5,8.0,782.6 (±38.1),575.4 (±38.1),73.5% (±8.0%),2794090,20.6,1.4,20.6(±1.4)
Total,Lithuania,2020,52,1375.0,870.0,873.0,800.0,821.0,748.0,822.4,46.6,1.96,40.8,781.6,863.1999999999999,552.6,40.8,67.2,7.9,822.4 (±40.8),552.6 (±40.8),67.2% (±7.9%),2794090,19.8,1.4,19.8(±1.4)
Total,Lithuania,2020,53,1228.0,900.0,873.0,800.0,821.0,748.0,900.0,53.7,1.96,47.1,852.9,947.1,328.0,47.1,36.4,6.7,900.0 (±47.1),328.0 (±47.1),36.4% (±6.7%),2794090,11.7,1.7,11.7(±1.7)
Total,Luxembourg,2020,10,91.0,112.0,91.0,89.0,135.0,83.0,102.0,19.2,1.96,16.8,85.2,118.8,-11.0,16.8,-10.8,12.6,102.0 (±16.8),-11.0 (±16.8),-10.8% (±12.6%),626108,-1.8,2.7,-1.8(±2.7)
Total,Luxembourg,2020,11,91.0,84.0,86.0,75.0,85.0,78.0,81.6,4.3,1.96,3.8,77.8,85.39999999999999,9.4,3.8,11.5,4.9,81.6 (±3.8),9.4 (±3.8),11.5% (±4.9%),626108,1.5,0.6,1.5(±0.6)
Total,Luxembourg,2020,12,89.0,73.0,91.0,89.0,94.0,83.0,86.0,7.4,1.96,6.5,79.5,92.5,3.0,6.5,3.5,7.3,86.0 (±6.5),3.0 (±6.5),3.5% (±7.3%),626108,0.5,1.0,0.5(±1.0)
Total,Luxembourg,2020,13,112.0,88.0,82.0,99.0,70.0,92.0,86.2,9.8,1.96,8.6,77.60000000000001,94.8,25.8,8.6,29.9,11.8,86.2 (±8.6),25.8 (±8.6),29.9% (±11.8%),626108,4.1,1.4,4.1(±1.4)
Total,Luxembourg,2020,14,90.0,91.0,78.0,97.0,75.0,77.0,83.6,8.8,1.96,7.7,75.89999999999999,91.3,6.4,7.7,7.7,9.1,83.6 (±7.7),6.4 (±7.7),7.7% (±9.1%),626108,1.0,1.3,1.0(±1.3)
Total,Luxembourg,2020,15,116.0,75.0,70.0,63.0,80.0,70.0,71.6,5.7,1.96,5.0,66.6,76.6,44.4,5.0,62.0,10.6,71.6 (±5.0),44.4 (±5.0),62.0% (±10.6%),626108,7.1,0.8,7.1(±0.8)
Total,Luxembourg,2020,16,89.0,80.0,71.0,83.0,83.0,78.0,79.0,4.4,1.96,3.9,75.1,82.9,10.0,3.9,12.7,5.3,79.0 (±3.9),10.0 (±3.9),12.7% (±5.3%),626108,1.6,0.6,1.6(±0.6)
Total,Luxembourg,2020,17,84.0,72.0,63.0,90.0,64.0,82.0,74.2,10.4,1.96,9.1,65.10000000000001,83.3,9.8,9.1,13.2,12.4,74.2 (±9.1),9.8 (±9.1),13.2% (±12.4%),626108,1.6,1.4,1.6(±1.4)
Total,Luxembourg,2020,18,69.0,61.0,76.0,74.0,67.0,81.0,71.8,7.0,1.96,6.1,65.7,77.89999999999999,-2.8,6.1,-3.9,7.5,71.8 (±6.1),-2.8 (±6.1),-3.9% (±7.5%),626108,-0.4,0.9,-0.4(±0.9)
Total,Luxembourg,2020,19,89.0,68.0,68.0,73.0,77.0,66.0,70.4,4.0,1.96,3.5,66.9,73.9,18.6,3.5,26.4,6.0,70.4 (±3.5),18.6 (±3.5),26.4% (±6.0%),626108,3.0,0.5,3.0(±0.5)
Total,Luxembourg,2020,20,77.0,65.0,77.0,63.0,75.0,77.0,71.4,6.1,1.96,5.3,66.10000000000001,76.7,5.6,5.3,7.8,7.4,71.4 (±5.3),5.6 (±5.3),7.8% (±7.4%),626108,0.9,0.8,0.9(±0.8)
Total,Luxembourg,2020,21,78.0,62.0,82.0,72.0,84.0,82.0,76.4,8.3,1.96,7.3,69.10000000000001,83.7,1.6,7.3,2.1,8.9,76.4 (±7.3),1.6 (±7.3),2.1% (±8.9%),626108,0.3,1.1,0.3(±1.1)
Total,Luxembourg,2020,22,79.0,77.0,72.0,64.0,53.0,80.0,69.2,9.7,1.96,8.5,60.7,77.7,9.8,8.5,14.2,12.5,69.2 (±8.5),9.8 (±8.5),14.2% (±12.5%),626108,1.6,1.3,1.6(±1.3)
Total,Luxembourg,2020,23,73.0,71.0,62.0,76.0,89.0,71.0,73.8,8.8,1.96,7.7,66.1,81.5,-0.8,7.7,-1.1,9.3,73.8 (±7.7),-0.8 (±7.7),-1.1% (±9.3%),626108,-0.1,1.2,-0.1(±1.2)
Total,Luxembourg,2020,24,69.0,65.0,81.0,86.0,74.0,67.0,74.6,8.0,1.96,7.0,67.6,81.6,-5.6,7.0,-7.5,7.9,74.6 (±7.0),-5.6 (±7.0),-7.5% (±7.9%),626108,-0.9,1.1,-0.9(±1.1)
Total,Luxembourg,2020,25,78.0,76.0,71.0,66.0,57.0,63.0,66.6,6.5,1.96,5.7,60.89999999999999,72.3,11.4,5.7,17.1,9.2,66.6 (±5.7),11.4 (±5.7),17.1% (±9.2%),626108,1.8,0.9,1.8(±0.9)
Total,Luxembourg,2020,26,68.0,54.0,49.0,72.0,77.0,92.0,68.8,15.7,1.96,13.8,55.0,82.6,-0.8,13.8,-1.2,16.5,68.8 (±13.8),-0.8 (±13.8),-1.2% (±16.5%),626108,-0.1,2.2,-0.1(±2.2)
Total,Luxembourg,2020,27,71.0,87.0,70.0,71.0,77.0,71.0,75.2,6.4,1.96,5.6,69.60000000000001,80.8,-4.2,5.6,-5.6,6.5,75.2 (±5.6),-4.2 (±5.6),-5.6% (±6.5%),626108,-0.7,0.9,-0.7(±0.9)
Total,Luxembourg,2020,28,73.0,88.0,80.0,85.0,63.0,86.0,80.4,9.1,1.96,8.0,72.4,88.4,-7.4,8.0,-9.2,8.2,80.4 (±8.0),-7.4 (±8.0),-9.2% (±8.2%),626108,-1.2,1.3,-1.2(±1.3)
Total,Luxembourg,2020,29,72.0,69.0,77.0,76.0,69.0,70.0,72.2,3.5,1.96,3.1,69.10000000000001,75.3,-0.2,3.1,-0.3,4.1,72.2 (±3.1),-0.2 (±3.1),-0.3% (±4.1%),626108,-0.0,0.5,-0.0(±0.5)
Total,Luxembourg,2020,30,71.0,57.0,74.0,83.0,88.0,72.0,74.8,10.6,1.96,9.3,65.5,84.1,-3.8,9.3,-5.1,10.5,74.8 (±9.3),-3.8 (±9.3),-5.1% (±10.5%),626108,-0.6,1.5,-0.6(±1.5)
Total,Luxembourg,2020,31,89.0,73.0,64.0,66.0,100.0,72.0,75.0,13.0,1.96,11.4,63.6,86.4,14.0,11.4,18.7,15.7,75.0 (±11.4),14.0 (±11.4),18.7% (±15.7%),626108,2.2,1.9,2.2(±1.9)
Total,Luxembourg,2020,32,94.0,68.0,69.0,59.0,95.0,82.0,74.6,12.6,1.96,11.0,63.599999999999994,85.6,19.4,11.0,26.0,16.2,74.6 (±11.0),19.4 (±11.0),26.0% (±16.2%),626108,3.1,1.8,3.1(±1.8)
