Sex,Location,Year,Week,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±,Population,Excess_mortality_per_10^5,Excess_mortality_per_10^5_fluc,Excess_mortality_per_10^5_±
Total,Austria,2020,10,1744.0,1846.0,1532.0,1614.0,1965.0,1812.0,1753.8,158.3,1.96,138.8,1615.0,1892.6,-9.8,138.8,-0.6,7.3,1753.8 (±138.8),-9.8 (±138.8),-0.6% (±7.3%),8901064,-0.1,1.5,-0.1(±1.5)
Total,Austria,2020,11,1718.0,1763.0,1516.0,1542.0,1946.0,1792.0,1711.8,161.9,1.96,141.9,1569.8999999999999,1853.7,6.2,141.9,0.4,7.7,1711.8 (±141.9),6.2 (±141.9),0.4% (±7.7%),8901064,0.1,1.6,0.1(±1.6)
Total,Austria,2020,12,1836.0,1696.0,1499.0,1535.0,1641.0,1621.0,1598.4,71.8,1.96,62.9,1535.5,1661.3000000000002,237.6,62.9,14.9,4.4,1598.4 (±62.9),237.6 (±62.9),14.9% (±4.4%),8901064,2.7,0.7,2.7(±0.7)
Total,Austria,2020,13,1765.0,1725.0,1598.0,1489.0,1766.0,1653.0,1646.2,97.6,1.96,85.6,1560.6000000000001,1731.8,118.8,85.6,7.2,5.3,1646.2 (±85.6),118.8 (±85.6),7.2% (±5.3%),8901064,1.3,1.0,1.3(±1.0)
Total,Austria,2020,14,1828.0,1604.0,1562.0,1537.0,1617.0,1607.0,1585.4,30.7,1.96,26.9,1558.5,1612.3000000000002,242.6,26.9,15.3,1.9,1585.4 (±26.9),242.6 (±26.9),15.3% (±1.9%),8901064,2.7,0.3,2.7(±0.3)
Total,Austria,2020,15,1793.0,1563.0,1520.0,1532.0,1560.0,1557.0,1546.4,17.2,1.96,15.1,1531.3000000000002,1561.5,246.6,15.1,15.9,1.1,1546.4 (±15.1),246.6 (±15.1),15.9% (±1.1%),8901064,2.8,0.1,2.8(±0.1)
Total,Austria,2020,16,1704.0,1614.0,1413.0,1475.0,1557.0,1559.0,1523.6,70.9,1.96,62.1,1461.5,1585.6999999999998,180.4,62.1,11.8,4.3,1523.6 (±62.1),180.4 (±62.1),11.8% (±4.3%),8901064,2.0,0.7,2.0(±0.7)
Total,Austria,2020,17,1588.0,1547.0,1460.0,1440.0,1383.0,1521.0,1470.2,58.5,1.96,51.3,1418.9,1521.5,117.8,51.3,8.0,3.6,1470.2 (±51.3),117.8 (±51.3),8.0% (±3.6%),8901064,1.3,0.6,1.3(±0.6)
Total,Austria,2020,18,1480.0,1453.0,1447.0,1527.0,1434.0,1464.0,1465.0,32.5,1.96,28.5,1436.5,1493.5,15.0,28.5,1.0,1.9,1465.0 (±28.5),15.0 (±28.5),1.0% (±1.9%),8901064,0.2,0.3,0.2(±0.3)
Total,Austria,2020,19,1520.0,1452.0,1486.0,1434.0,1372.0,1456.0,1440.0,37.9,1.96,33.2,1406.8,1473.2,80.0,33.2,5.6,2.4,1440.0 (±33.2),80.0 (±33.2),5.6% (±2.4%),8901064,0.9,0.4,0.9(±0.4)
Total,Austria,2020,20,1489.0,1461.0,1453.0,1501.0,1342.0,1558.0,1463.0,71.0,1.96,62.2,1400.8,1525.2,26.0,62.2,1.8,4.2,1463.0 (±62.2),26.0 (±62.2),1.8% (±4.2%),8901064,0.3,0.7,0.3(±0.7)
Total,Austria,2020,21,1481.0,1396.0,1505.0,1327.0,1383.0,1499.0,1422.0,69.3,1.96,60.7,1361.3,1482.7,59.0,60.7,4.1,4.2,1422.0 (±60.7),59.0 (±60.7),4.1% (±4.2%),8901064,0.7,0.6,0.7(±0.6)
Total,Austria,2020,22,1418.0,1304.0,1402.0,1456.0,1415.0,1496.0,1414.6,64.4,1.96,56.4,1358.1999999999998,1471.0,3.4,56.4,0.2,3.8,1414.6 (±56.4),3.4 (±56.4),0.2% (±3.8%),8901064,0.0,0.7,0.0(±0.7)
Total,Austria,2020,23,1490.0,1437.0,1360.0,1312.0,1433.0,1525.0,1413.4,72.8,1.96,63.8,1349.6000000000001,1477.2,76.6,63.8,5.4,4.5,1413.4 (±63.8),76.6 (±63.8),5.4% (±4.5%),8901064,0.9,0.7,0.9(±0.7)
Total,Austria,2020,24,1461.0,1502.0,1348.0,1421.0,1392.0,1558.0,1444.2,75.9,1.96,66.5,1377.7,1510.7,16.8,66.5,1.2,4.5,1444.2 (±66.5),16.8 (±66.5),1.2% (±4.5%),8901064,0.2,0.7,0.2(±0.7)
Total,Austria,2020,25,1413.0,1285.0,1452.0,1476.0,1401.0,1427.0,1408.2,66.5,1.96,58.3,1349.9,1466.5,4.8,58.3,0.3,3.9,1408.2 (±58.3),4.8 (±58.3),0.3% (±3.9%),8901064,0.1,0.6,0.1(±0.6)
Total,Austria,2020,26,1438.0,1374.0,1338.0,1419.0,1414.0,1459.0,1400.8,41.4,1.96,36.3,1364.5,1437.1,37.2,36.3,2.7,2.6,1400.8 (±36.3),37.2 (±36.3),2.7% (±2.6%),8901064,0.4,0.4,0.4(±0.4)
Total,Austria,2020,27,1561.0,1487.0,1328.0,1413.0,1441.0,1508.0,1435.4,63.2,1.96,55.4,1380.0,1490.8000000000002,125.6,55.4,8.8,4.1,1435.4 (±55.4),125.6 (±55.4),8.8% (±4.1%),8901064,1.4,0.6,1.4(±0.6)
Total,Austria,2020,28,1383.0,1476.0,1323.0,1346.0,1404.0,1338.0,1377.4,56.4,1.96,49.4,1328.0,1426.8000000000002,5.6,49.4,0.4,3.5,1377.4 (±49.4),5.6 (±49.4),0.4% (±3.5%),8901064,0.1,0.5,0.1(±0.5)
Total,Austria,2020,29,1443.0,1475.0,1458.0,1475.0,1511.0,1430.0,1469.8,26.4,1.96,23.1,1446.7,1492.8999999999999,-26.8,23.1,-1.8,1.5,1469.8 (±23.1),-26.8 (±23.1),-1.8% (±1.5%),8901064,-0.3,0.3,-0.3(±0.3)
Total,Austria,2020,30,1452.0,1633.0,1424.0,1375.0,1455.0,1558.0,1489.0,93.7,1.96,82.1,1406.9,1571.1,-37.0,82.1,-2.5,5.1,1489.0 (±82.1),-37.0 (±82.1),-2.5% (±5.1%),8901064,-0.4,0.9,-0.4(±0.9)
Total,Austria,2020,31,1527.0,1446.0,1390.0,1616.0,1615.0,1459.0,1505.2,93.0,1.96,81.5,1423.7,1586.7,21.8,81.5,1.4,5.2,1505.2 (±81.5),21.8 (±81.5),1.4% (±5.2%),8901064,0.2,1.0,0.2(±1.0)
Total,Austria,2020,32,1433.0,1500.0,1359.0,1334.0,1532.0,1406.0,1426.2,77.5,1.96,67.9,1358.3,1494.1000000000001,6.8,67.9,0.5,4.6,1426.2 (±67.9),6.8 (±67.9),0.5% (±4.6%),8901064,0.1,0.7,0.1(±0.7)
Total,Austria,2020,33,1607.0,1692.0,1394.0,1380.0,1430.0,1408.0,1460.8,116.8,1.96,102.4,1358.3999999999999,1563.2,146.2,102.4,10.0,7.2,1460.8 (±102.4),146.2 (±102.4),10.0% (±7.2%),8901064,1.6,1.2,1.6(±1.2)
Total,Austria,2020,34,1477.0,1376.0,1408.0,1472.0,1460.0,1454.0,1434.0,36.2,1.96,31.7,1402.3,1465.7,43.0,31.7,3.0,2.2,1434.0 (±31.7),43.0 (±31.7),3.0% (±2.2%),8901064,0.5,0.3,0.5(±0.3)
Total,Austria,2020,35,1500.0,1476.0,1414.0,1329.0,1414.0,1501.0,1426.8,59.7,1.96,52.3,1374.5,1479.1,73.2,52.3,5.1,3.7,1426.8 (±52.3),73.2 (±52.3),5.1% (±3.7%),8901064,0.8,0.6,0.8(±0.6)
Total,Austria,2020,36,1523.0,1389.0,1380.0,1318.0,1376.0,1426.0,1377.8,34.7,1.96,30.4,1347.3999999999999,1408.2,145.2,30.4,10.5,2.3,1377.8 (±30.4),145.2 (±30.4),10.5% (±2.3%),8901064,1.6,0.4,1.6(±0.4)
Total,Austria,2020,37,1568.0,1447.0,1392.0,1426.0,1452.0,1410.0,1425.4,22.5,1.96,19.7,1405.7,1445.1000000000001,142.6,19.7,10.0,1.5,1425.4 (±19.7),142.6 (±19.7),10.0% (±1.5%),8901064,1.6,0.2,1.6(±0.2)
Total,Austria,2020,38,1569.0,1459.0,1376.0,1407.0,1421.0,1454.0,1423.4,30.7,1.96,26.9,1396.5,1450.3000000000002,145.6,26.9,10.2,2.0,1423.4 (±26.9),145.6 (±26.9),10.2% (±2.0%),8901064,1.6,0.3,1.6(±0.3)
Total,Austria,2020,39,1532.0,1410.0,1442.0,1496.0,1436.0,1577.0,1472.2,59.4,1.96,52.1,1420.1000000000001,1524.3,59.8,52.1,4.1,3.6,1472.2 (±52.1),59.8 (±52.1),4.1% (±3.6%),8901064,0.7,0.6,0.7(±0.6)
Total,Austria,2020,40,1587.0,1494.0,1469.0,1481.0,1553.0,1557.0,1510.8,37.0,1.96,32.4,1478.3999999999999,1543.2,76.2,32.4,5.0,2.2,1510.8 (±32.4),76.2 (±32.4),5.0% (±2.2%),8901064,0.9,0.3,0.9(±0.3)
Total,Austria,2020,41,1624.0,1409.0,1556.0,1529.0,1509.0,1592.0,1519.0,61.6,1.96,54.0,1465.0,1573.0,105.0,54.0,6.9,3.7,1519.0 (±54.0),105.0 (±54.0),6.9% (±3.7%),8901064,1.2,0.6,1.2(±0.6)
Total,Austria,2020,42,1619.0,1481.0,1607.0,1453.0,1488.0,1497.0,1505.2,53.0,1.96,46.5,1458.7,1551.7,113.8,46.5,7.6,3.3,1505.2 (±46.5),113.8 (±46.5),7.6% (±3.3%),8901064,1.3,0.5,1.3(±0.5)
Total,Austria,2020,43,1780.0,1498.0,1522.0,1489.0,1491.0,1545.0,1509.0,21.5,1.96,18.8,1490.2,1527.8,271.0,18.8,18.0,1.5,1509.0 (±18.8),271.0 (±18.8),18.0% (±1.5%),8901064,3.0,0.3,3.0(±0.3)
Total,Austria,2020,44,1896.0,1433.0,1484.0,1551.0,1561.0,1536.0,1513.0,48.0,1.96,42.1,1470.9,1555.1,383.0,42.1,25.3,3.4,1513.0 (±42.1),383.0 (±42.1),25.3% (±3.4%),8901064,4.3,0.5,4.3(±0.5)
Total,Austria,2020,45,2006.0,1460.0,1541.0,1490.0,1501.0,1556.0,1509.6,34.8,1.96,30.5,1479.1,1540.1,496.4,30.5,32.9,2.6,1509.6 (±30.5),496.4 (±30.5),32.9% (±2.6%),8901064,5.6,0.3,5.6(±0.3)
Total,Austria,2020,46,2287.0,1527.0,1616.0,1505.0,1556.0,1559.0,1552.6,37.4,1.96,32.8,1519.8,1585.3999999999999,734.4,32.8,47.3,3.0,1552.6 (±32.8),734.4 (±32.8),47.3% (±3.0%),8901064,8.3,0.3,8.3(±0.3)
Total,Austria,2020,47,2414.0,1486.0,1550.0,1570.0,1531.0,1556.0,1538.6,29.1,1.96,25.5,1513.1,1564.1,875.4,25.5,56.9,2.6,1538.6 (±25.5),875.4 (±25.5),56.9% (±2.6%),8901064,9.8,0.3,9.8(±0.3)
Total,Austria,2020,48,2442.0,1488.0,1601.0,1531.0,1525.0,1587.0,1546.4,41.8,1.96,36.6,1509.8000000000002,1583.0,895.6,36.6,57.9,3.6,1546.4 (±36.6),895.6 (±36.6),57.9% (±3.6%),8901064,10.1,0.4,10.1(±0.4)
Total,Austria,2020,49,2550.0,1509.0,1619.0,1632.0,1656.0,1599.0,1603.0,50.5,1.96,44.3,1558.7,1647.3,947.0,44.3,59.1,4.3,1603.0 (±44.3),947.0 (±44.3),59.1% (±4.3%),8901064,10.6,0.5,10.6(±0.5)
Total,Austria,2020,50,2479.0,1517.0,1670.0,1554.0,1626.0,1668.0,1607.0,61.6,1.96,54.0,1553.0,1661.0,872.0,54.0,54.3,5.1,1607.0 (±54.0),872.0 (±54.0),54.3% (±5.1%),8901064,9.8,0.6,9.8(±0.6)
Total,Austria,2020,51,2264.0,1538.0,1847.0,1653.0,1639.0,1592.0,1653.8,104.7,1.96,91.8,1562.0,1745.6,610.2,91.8,36.9,7.2,1653.8 (±91.8),610.2 (±91.8),36.9% (±7.2%),8901064,6.9,1.0,6.9(±1.0)
Total,Austria,2020,52,2131.0,1545.0,2160.0,1646.0,1689.0,1637.0,1735.4,217.4,1.96,190.6,1544.8000000000002,1926.0,395.6,190.6,22.8,12.2,1735.4 (±190.6),395.6 (±190.6),22.8% (±12.2%),8901064,4.4,2.2,4.4(±2.2)
Total,Austria,2020,53,2004.0,1537.0,2160.0,1646.0,1689.0,1637.0,1537.0,218.8,1.96,191.8,1345.2,1728.8,467.0,191.8,30.4,14.5,1537.0 (±191.8),467.0 (±191.8),30.4% (±14.5%),8901064,5.2,2.2,5.2(±2.2)
Total,Belgium,2020,10,2222.0,2457.0,2264.0,2138.0,3016.0,2389.0,2452.8,302.0,1.96,264.7,2188.1000000000004,2717.5,-230.8,264.7,-9.4,8.8,2452.8 (±264.7),-230.8 (±264.7),-9.4% (±8.8%),11522440,-2.0,2.3,-2.0(±2.3)
Total,Belgium,2020,11,2255.0,2380.0,2248.0,2036.0,2724.0,2335.0,2344.6,223.5,1.96,195.9,2148.7,2540.5,-89.6,195.9,-3.8,7.4,2344.6 (±195.9),-89.6 (±195.9),-3.8% (±7.4%),11522440,-0.8,1.7,-0.8(±1.7)
Total,Belgium,2020,12,2573.0,2380.0,2364.0,2106.0,2594.0,2167.0,2322.2,173.1,1.96,151.7,2170.5,2473.8999999999996,250.8,151.7,10.8,6.8,2322.2 (±151.7),250.8 (±151.7),10.8% (±6.8%),11522440,2.2,1.3,2.2(±1.3)
Total,Belgium,2020,13,3216.0,2270.0,2273.0,2068.0,2460.0,2063.0,2226.8,148.6,1.96,130.3,2096.5,2357.1000000000004,989.2,130.3,44.4,8.0,2226.8 (±130.3),989.2 (±130.3),44.4% (±8.0%),11522440,8.6,1.1,8.6(±1.1)
Total,Belgium,2020,14,4043.0,2163.0,2080.0,1969.0,2203.0,2183.0,2119.6,86.1,1.96,75.5,2044.1,2195.1,1923.4,75.5,90.7,6.5,2119.6 (±75.5),1923.4 (±75.5),90.7% (±6.5%),11522440,16.7,0.6,16.7(±0.6)
Total,Belgium,2020,15,4309.0,2218.0,2160.0,1954.0,2175.0,1969.0,2095.2,110.9,1.96,97.2,1997.9999999999998,2192.3999999999996,2213.8,97.2,105.7,9.2,2095.2 (±97.2),2213.8 (±97.2),105.7% (±9.2%),11522440,19.2,0.9,19.2(±0.9)
Total,Belgium,2020,16,3722.0,2152.0,2049.0,1917.0,2044.0,2095.0,2051.4,77.6,1.96,68.0,1983.4,2119.4,1670.6,68.0,81.4,5.8,2051.4 (±68.0),1670.6 (±68.0),81.4% (±5.8%),11522440,14.5,0.6,14.5(±0.6)
Total,Belgium,2020,17,3057.0,2087.0,1996.0,2079.0,1953.0,2046.0,2032.2,50.9,1.96,44.6,1987.6000000000001,2076.8,1024.8,44.6,50.4,3.2,2032.2 (±44.6),1024.8 (±44.6),50.4% (±3.2%),11522440,8.9,0.4,8.9(±0.4)
Total,Belgium,2020,18,2435.0,2005.0,2087.0,2091.0,1867.0,2011.0,2012.2,81.2,1.96,71.2,1941.0,2083.4,422.8,71.2,21.0,4.1,2012.2 (±71.2),422.8 (±71.2),21.0% (±4.1%),11522440,3.7,0.6,3.7(±0.6)
Total,Belgium,2020,19,2397.0,2063.0,2065.0,2009.0,1980.0,2034.0,2030.2,32.5,1.96,28.5,2001.7,2058.7,366.8,28.5,18.1,1.7,2030.2 (±28.5),366.8 (±28.5),18.1% (±1.7%),11522440,3.2,0.2,3.2(±0.2)
Total,Belgium,2020,20,2050.0,1976.0,1926.0,2110.0,1860.0,2034.0,1981.2,86.2,1.96,75.6,1905.6000000000001,2056.8,68.8,75.6,3.5,3.8,1981.2 (±75.6),68.8 (±75.6),3.5% (±3.8%),11522440,0.6,0.7,0.6(±0.7)
Total,Belgium,2020,21,2089.0,1950.0,1946.0,2009.0,1951.0,1995.0,1970.2,26.4,1.96,23.1,1947.1000000000001,1993.3,118.8,23.1,6.0,1.2,1970.2 (±23.1),118.8 (±23.1),6.0% (±1.2%),11522440,1.0,0.2,1.0(±0.2)
Total,Belgium,2020,22,1992.0,1905.0,1885.0,1981.0,1953.0,1933.0,1931.4,34.0,1.96,29.8,1901.6000000000001,1961.2,60.6,29.8,3.1,1.5,1931.4 (±29.8),60.6 (±29.8),3.1% (±1.5%),11522440,0.5,0.3,0.5(±0.3)
Total,Belgium,2020,23,1812.0,1942.0,1856.0,1815.0,1811.0,1966.0,1878.0,64.5,1.96,56.5,1821.5,1934.5,-66.0,56.5,-3.5,2.8,1878.0 (±56.5),-66.0 (±56.5),-3.5% (±2.8%),11522440,-0.6,0.5,-0.6(±0.5)
Total,Belgium,2020,24,1905.0,2003.0,1851.0,1868.0,1734.0,1847.0,1860.6,85.6,1.96,75.0,1785.6,1935.6,44.4,75.0,2.4,4.0,1860.6 (±75.0),44.4 (±75.0),2.4% (±4.0%),11522440,0.4,0.6,0.4(±0.6)
Total,Belgium,2020,25,1824.0,1900.0,1920.0,2101.0,1779.0,1913.0,1922.6,103.0,1.96,90.3,1832.3,2012.8999999999999,-98.6,90.3,-5.1,4.3,1922.6 (±90.3),-98.6 (±90.3),-5.1% (±4.3%),11522440,-0.9,0.8,-0.9(±0.8)
Total,Belgium,2020,26,1973.0,1888.0,1846.0,1821.0,1950.0,1980.0,1897.0,60.3,1.96,52.9,1844.1,1949.9,76.0,52.9,4.0,2.8,1897.0 (±52.9),76.0 (±52.9),4.0% (±2.8%),11522440,0.7,0.4,0.7(±0.4)
Total,Belgium,2020,27,1773.0,2301.0,1899.0,1901.0,2080.0,1935.0,2023.2,154.0,1.96,135.0,1888.2,2158.2,-250.2,135.0,-12.4,5.4,2023.2 (±135.0),-250.2 (±135.0),-12.4% (±5.4%),11522440,-2.2,1.2,-2.2(±1.2)
Total,Belgium,2020,28,1699.0,1908.0,1933.0,1847.0,1833.0,1788.0,1861.8,52.3,1.96,45.8,1816.0,1907.6,-162.8,45.8,-8.7,2.2,1861.8 (±45.8),-162.8 (±45.8),-8.7% (±2.2%),11522440,-1.4,0.4,-1.4(±0.4)
Total,Belgium,2020,29,1862.0,1797.0,2030.0,1827.0,1988.0,1882.0,1904.8,90.3,1.96,79.2,1825.6,1984.0,-42.8,79.2,-2.2,3.9,1904.8 (±79.2),-42.8 (±79.2),-2.2% (±3.9%),11522440,-0.4,0.7,-0.4(±0.7)
Total,Belgium,2020,30,1819.0,1740.0,1917.0,1897.0,2107.0,2318.0,1995.8,198.8,1.96,174.3,1821.5,2170.1,-176.8,174.3,-8.9,7.3,1995.8 (±174.3),-176.8 (±174.3),-8.9% (±7.3%),11522440,-1.5,1.5,-1.5(±1.5)
Total,Belgium,2020,31,1959.0,1777.0,1801.0,1808.0,2125.0,1916.0,1885.4,129.0,1.96,113.1,1772.3000000000002,1998.5,73.6,113.1,3.9,5.9,1885.4 (±113.1),73.6 (±113.1),3.9% (±5.9%),11522440,0.6,1.0,0.6(±1.0)
Total,Belgium,2020,32,2048.0,1997.0,1788.0,1826.0,2000.0,1766.0,1875.4,102.3,1.96,89.7,1785.7,1965.1000000000001,172.6,89.7,9.2,5.0,1875.4 (±89.7),172.6 (±89.7),9.2% (±5.0%),11522440,1.5,0.8,1.5(±0.8)
Total,Belgium,2020,33,2887.0,1852.0,1976.0,1784.0,1887.0,1777.0,1855.2,73.2,1.96,64.2,1791.0,1919.4,1031.8,64.2,55.6,5.2,1855.2 (±64.2),1031.8 (±64.2),55.6% (±5.2%),11522440,9.0,0.5,9.0(±0.5)
Total,Belgium,2020,34,2224.0,1755.0,2120.0,1951.0,1824.0,1859.0,1901.8,126.1,1.96,110.5,1791.3,2012.3,322.2,110.5,16.9,6.4,1901.8 (±110.5),322.2 (±110.5),16.9% (±6.4%),11522440,2.8,1.0,2.8(±1.0)
Total,Belgium,2020,35,1881.0,1919.0,1866.0,1924.0,1825.0,2006.0,1908.0,61.0,1.96,53.5,1854.5,1961.5,-27.0,53.5,-1.4,2.7,1908.0 (±53.5),-27.0 (±53.5),-1.4% (±2.7%),11522440,-0.2,0.4,-0.2(±0.4)
Total,Belgium,2020,36,1904.0,1775.0,1835.0,1883.0,1909.0,1838.0,1848.0,45.9,1.96,40.2,1807.8,1888.2,56.0,40.2,3.0,2.2,1848.0 (±40.2),56.0 (±40.2),3.0% (±2.2%),11522440,0.5,0.3,0.5(±0.3)
Total,Belgium,2020,37,1824.0,1917.0,1938.0,1823.0,1811.0,1833.0,1864.4,52.4,1.96,45.9,1818.5,1910.3000000000002,-40.4,45.9,-2.2,2.3,1864.4 (±45.9),-40.4 (±45.9),-2.2% (±2.3%),11522440,-0.4,0.4,-0.4(±0.4)
Total,Belgium,2020,38,2012.0,1844.0,1769.0,1908.0,1970.0,1923.0,1882.8,69.7,1.96,61.1,1821.7,1943.8999999999999,129.2,61.1,6.9,3.4,1882.8 (±61.1),129.2 (±61.1),6.9% (±3.4%),11522440,1.1,0.6,1.1(±0.6)
Total,Belgium,2020,39,1932.0,1932.0,1906.0,1963.0,1831.0,1906.0,1907.6,43.7,1.96,38.3,1869.3,1945.8999999999999,24.4,38.3,1.3,2.0,1907.6 (±38.3),24.4 (±38.3),1.3% (±2.0%),11522440,0.2,0.3,0.2(±0.3)
Total,Belgium,2020,40,1930.0,1973.0,1904.0,1955.0,1965.0,2048.0,1969.0,46.2,1.96,40.5,1928.5,2009.5,-39.0,40.5,-2.0,2.0,1969.0 (±40.5),-39.0 (±40.5),-2.0% (±2.0%),11522440,-0.3,0.3,-0.3(±0.3)
Total,Belgium,2020,41,2075.0,2019.0,2065.0,2059.0,2006.0,1951.0,2020.0,41.2,1.96,36.1,1983.9,2056.1,55.0,36.1,2.7,1.8,2020.0 (±36.1),55.0 (±36.1),2.7% (±1.8%),11522440,0.5,0.3,0.5(±0.3)
Total,Belgium,2020,42,2162.0,2059.0,2041.0,2007.0,1957.0,1961.0,2005.0,41.1,1.96,36.0,1969.0,2041.0,157.0,36.0,7.8,1.9,2005.0 (±36.0),157.0 (±36.0),7.8% (±1.9%),11522440,1.4,0.3,1.4(±0.3)
Total,Belgium,2020,43,2631.0,2038.0,2025.0,1913.0,1918.0,2065.0,1991.8,63.6,1.96,55.7,1936.1,2047.5,639.2,55.7,32.1,3.6,1991.8 (±55.7),639.2 (±55.7),32.1% (±3.6%),11522440,5.5,0.5,5.5(±0.5)
Total,Belgium,2020,44,3293.0,2095.0,2088.0,1892.0,1907.0,1935.0,1983.4,89.4,1.96,78.4,1905.0,2061.8,1309.6,78.4,66.0,6.3,1983.4 (±78.4),1309.6 (±78.4),66.0% (±6.3%),11522440,11.4,0.6,11.4(±0.6)
Total,Belgium,2020,45,3699.0,1951.0,2093.0,1939.0,2049.0,2001.0,2006.6,58.2,1.96,51.0,1955.6,2057.6,1692.4,51.0,84.3,4.5,2006.6 (±51.0),1692.4 (±51.0),84.3% (±4.5%),11522440,14.7,0.4,14.7(±0.4)
Total,Belgium,2020,46,3443.0,1934.0,2177.0,2078.0,2017.0,2014.0,2044.0,80.7,1.96,70.7,1973.3,2114.7,1399.0,70.7,68.4,5.6,2044.0 (±70.7),1399.0 (±70.7),68.4% (±5.6%),11522440,12.1,0.7,12.1(±0.7)
Total,Belgium,2020,47,3188.0,2020.0,2143.0,2114.0,2060.0,2187.0,2104.8,59.2,1.96,51.9,2052.9,2156.7000000000003,1083.2,51.9,51.5,3.7,2104.8 (±51.9),1083.2 (±51.9),51.5% (±3.7%),11522440,9.4,0.5,9.4(±0.5)
Total,Belgium,2020,48,2901.0,2021.0,2191.0,2080.0,2107.0,2122.0,2104.2,55.4,1.96,48.6,2055.6,2152.7999999999997,796.8,48.6,37.9,3.1,2104.2 (±48.6),796.8 (±48.6),37.9% (±3.1%),11522440,6.9,0.4,6.9(±0.4)
Total,Belgium,2020,49,2706.0,1992.0,2221.0,2276.0,2173.0,2161.0,2164.6,95.4,1.96,83.6,2081.0,2248.2,541.4,83.6,25.0,4.6,2164.6 (±83.6),541.4 (±83.6),25.0% (±4.6%),11522440,4.7,0.7,4.7(±0.7)
Total,Belgium,2020,50,2787.0,2113.0,2221.0,2325.0,2233.0,2213.0,2221.0,67.4,1.96,59.1,2161.9,2280.1,566.0,59.1,25.5,3.3,2221.0 (±59.1),566.0 (±59.1),25.5% (±3.3%),11522440,4.9,0.5,4.9(±0.5)
Total,Belgium,2020,51,2749.0,2085.0,2321.0,2272.0,2263.0,2337.0,2255.6,89.8,1.96,78.7,2176.9,2334.2999999999997,493.4,78.7,21.9,4.1,2255.6 (±78.7),493.4 (±78.7),21.9% (±4.1%),11522440,4.3,0.7,4.3(±0.7)
Total,Belgium,2020,52,2622.0,2031.0,2418.0,2350.0,2251.0,2152.0,2240.4,138.1,1.96,121.0,2119.4,2361.4,381.6,121.0,17.0,6.0,2240.4 (±121.0),381.6 (±121.0),17.0% (±6.0%),11522440,3.3,1.1,3.3(±1.1)
Total,Belgium,2020,53,2453.0,2123.0,2418.0,2350.0,2251.0,2152.0,2123.0,112.8,1.96,98.9,2024.1,2221.9,330.0,98.9,15.5,5.1,2123.0 (±98.9),330.0 (±98.9),15.5% (±5.1%),11522440,2.9,0.8,2.9(±0.8)
Total,Bulgaria,2020,10,2049.0,2469.0,2091.0,2233.0,2384.0,2167.0,2268.8,139.0,1.96,121.8,2147.0,2390.6000000000004,-219.8,121.8,-9.7,4.6,2268.8 (±121.8),-219.8 (±121.8),-9.7% (±4.6%),6951482,-3.2,1.8,-3.2(±1.8)
Total,Bulgaria,2020,11,2076.0,2438.0,2096.0,2117.0,2238.0,2123.0,2202.4,127.8,1.96,112.0,2090.4,2314.4,-126.4,112.0,-5.7,4.6,2202.4 (±112.0),-126.4 (±112.0),-5.7% (±4.6%),6951482,-1.8,1.6,-1.8(±1.6)
Total,Bulgaria,2020,12,2044.0,2362.0,2025.0,2118.0,2162.0,2150.0,2163.4,110.3,1.96,96.7,2066.7000000000003,2260.1,-119.4,96.7,-5.5,4.1,2163.4 (±96.7),-119.4 (±96.7),-5.5% (±4.1%),6951482,-1.7,1.4,-1.7(±1.4)
Total,Bulgaria,2020,13,2082.0,2374.0,2100.0,2100.0,2060.0,2080.0,2142.8,116.5,1.96,102.1,2040.7000000000003,2244.9,-60.8,102.1,-2.8,4.5,2142.8 (±102.1),-60.8 (±102.1),-2.8% (±4.5%),6951482,-0.9,1.5,-0.9(±1.5)
Total,Bulgaria,2020,14,2041.0,2265.0,2125.0,2084.0,2076.0,2112.0,2132.4,68.7,1.96,60.2,2072.2000000000003,2192.6,-91.4,60.2,-4.3,2.6,2132.4 (±60.2),-91.4 (±60.2),-4.3% (±2.6%),6951482,-1.3,0.9,-1.3(±0.9)
Total,Bulgaria,2020,15,2030.0,2265.0,1925.0,2028.0,2062.0,2092.0,2074.4,110.7,1.96,97.0,1977.4,2171.4,-44.4,97.0,-2.1,4.4,2074.4 (±97.0),-44.4 (±97.0),-2.1% (±4.4%),6951482,-0.6,1.4,-0.6(±1.4)
Total,Bulgaria,2020,16,2024.0,2242.0,1944.0,2118.0,1992.0,2035.0,2066.2,104.9,1.96,91.9,1974.2999999999997,2158.1,-42.2,91.9,-2.0,4.2,2066.2 (±91.9),-42.2 (±91.9),-2.0% (±4.2%),6951482,-0.6,1.3,-0.6(±1.3)
Total,Bulgaria,2020,17,1982.0,2135.0,1968.0,2035.0,2073.0,2051.0,2052.4,54.2,1.96,47.5,2004.9,2099.9,-70.4,47.5,-3.4,2.2,2052.4 (±47.5),-70.4 (±47.5),-3.4% (±2.2%),6951482,-1.0,0.7,-1.0(±0.7)
