Sex,Location,Year,Week,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±,Population,Excess_mortality_per_10^5,Excess_mortality_per_10^5_fluc,Excess_mortality_per_10^5_±
Female,Austria,2020,15,3.0,4.0,3.0,3.0,4.0,3.0,3.4,0.5,1.96,0.4,3.0,3.8,-0.4,0.4,-11.8,9.3,3.4 (±0.4),-0.4 (±0.4),-11.8% (±9.3%),298547,-0.1,0.1,-0.1(±0.1)
Female,Austria,2020,15,3.0,4.0,3.0,3.0,4.0,3.0,3.4,0.5,1.96,0.4,3.0,3.8,-0.4,0.4,-11.8,9.3,3.4 (±0.4),-0.4 (±0.4),-11.8% (±9.3%),302843,-0.1,0.1,-0.1(±0.1)
Female,Austria,2020,16,6.0,6.0,3.0,2.0,1.0,1.0,2.6,1.9,1.96,1.7,0.9000000000000001,4.3,3.4,1.7,130.8,91.3,2.6 (±1.7),3.4 (±1.7),130.8% (±91.3%),298547,1.1,0.6,1.1(±0.6)
Female,Austria,2020,16,6.0,6.0,3.0,2.0,1.0,1.0,2.6,1.9,1.96,1.7,0.9000000000000001,4.3,3.4,1.7,130.8,91.3,2.6 (±1.7),3.4 (±1.7),130.8% (±91.3%),302843,1.1,0.6,1.1(±0.6)
Female,Austria,2020,17,6.0,5.0,3.0,4.0,4.0,2.0,3.6,1.0,1.96,0.9,2.7,4.5,2.4,0.9,66.7,33.4,3.6 (±0.9),2.4 (±0.9),66.7% (±33.4%),298547,0.8,0.3,0.8(±0.3)
Female,Austria,2020,17,6.0,5.0,3.0,4.0,4.0,2.0,3.6,1.0,1.96,0.9,2.7,4.5,2.4,0.9,66.7,33.4,3.6 (±0.9),2.4 (±0.9),66.7% (±33.4%),302843,0.8,0.3,0.8(±0.3)
Female,Austria,2020,18,6.0,2.0,5.0,5.0,9.0,3.0,4.8,2.4,1.96,2.1,2.6999999999999997,6.9,1.2,2.1,25.0,38.0,4.8 (±2.1),1.2 (±2.1),25.0% (±38.0%),298547,0.4,0.7,0.4(±0.7)
Female,Austria,2020,18,6.0,2.0,5.0,5.0,9.0,3.0,4.8,2.4,1.96,2.1,2.6999999999999997,6.9,1.2,2.1,25.0,38.0,4.8 (±2.1),1.2 (±2.1),25.0% (±38.0%),302843,0.4,0.7,0.4(±0.7)
Female,Austria,2020,19,2.0,5.0,7.0,2.0,2.0,6.0,4.4,2.1,1.96,1.8,2.6000000000000005,6.2,-2.4,1.8,-54.5,13.2,4.4 (±1.8),-2.4 (±1.8),-54.5% (±13.2%),298547,-0.8,0.6,-0.8(±0.6)
Female,Austria,2020,19,2.0,5.0,7.0,2.0,2.0,6.0,4.4,2.1,1.96,1.8,2.6000000000000005,6.2,-2.4,1.8,-54.5,13.2,4.4 (±1.8),-2.4 (±1.8),-54.5% (±13.2%),302843,-0.8,0.6,-0.8(±0.6)
Female,Austria,2020,20,3.0,5.0,4.0,3.0,3.0,2.0,3.4,1.0,1.96,0.9,2.5,4.3,-0.4,0.9,-11.8,18.4,3.4 (±0.9),-0.4 (±0.9),-11.8% (±18.4%),298547,-0.1,0.3,-0.1(±0.3)
Female,Austria,2020,20,3.0,5.0,4.0,3.0,3.0,2.0,3.4,1.0,1.96,0.9,2.5,4.3,-0.4,0.9,-11.8,18.4,3.4 (±0.9),-0.4 (±0.9),-11.8% (±18.4%),302843,-0.1,0.3,-0.1(±0.3)
Female,Austria,2020,21,7.0,4.0,2.0,5.0,7.0,4.0,4.4,1.6,1.96,1.4,3.0000000000000004,5.800000000000001,2.6,1.4,59.1,38.4,4.4 (±1.4),2.6 (±1.4),59.1% (±38.4%),298547,0.9,0.4,0.9(±0.4)
Female,Austria,2020,21,7.0,4.0,2.0,5.0,7.0,4.0,4.4,1.6,1.96,1.4,3.0000000000000004,5.800000000000001,2.6,1.4,59.1,38.4,4.4 (±1.4),2.6 (±1.4),59.1% (±38.4%),302843,0.9,0.4,0.9(±0.4)
Female,Austria,2020,22,6.0,5.0,7.0,5.0,5.0,4.0,5.2,1.0,1.96,0.9,4.3,6.1000000000000005,0.8,0.9,15.4,17.0,5.2 (±0.9),0.8 (±0.9),15.4% (±17.0%),298547,0.3,0.3,0.3(±0.3)
Female,Austria,2020,22,6.0,5.0,7.0,5.0,5.0,4.0,5.2,1.0,1.96,0.9,4.3,6.1000000000000005,0.8,0.9,15.4,17.0,5.2 (±0.9),0.8 (±0.9),15.4% (±17.0%),302843,0.3,0.3,0.3(±0.3)
Female,Austria,2020,23,6.0,3.0,5.0,7.0,7.0,6.0,5.6,1.5,1.96,1.3,4.3,6.8999999999999995,0.4,1.3,7.1,20.1,5.6 (±1.3),0.4 (±1.3),7.1% (±20.1%),298547,0.1,0.5,0.1(±0.5)
Female,Austria,2020,23,6.0,3.0,5.0,7.0,7.0,6.0,5.6,1.5,1.96,1.3,4.3,6.8999999999999995,0.4,1.3,7.1,20.1,5.6 (±1.3),0.4 (±1.3),7.1% (±20.1%),302843,0.1,0.5,0.1(±0.5)
Female,Austria,2020,24,4.0,5.0,1.0,8.0,4.0,3.0,4.2,2.3,1.96,2.0,2.2,6.2,-0.2,2.0,-4.8,30.7,4.2 (±2.0),-0.2 (±2.0),-4.8% (±30.7%),298547,-0.1,0.7,-0.1(±0.7)
Female,Austria,2020,24,4.0,5.0,1.0,8.0,4.0,3.0,4.2,2.3,1.96,2.0,2.2,6.2,-0.2,2.0,-4.8,30.7,4.2 (±2.0),-0.2 (±2.0),-4.8% (±30.7%),302843,-0.1,0.7,-0.1(±0.7)
Female,Austria,2020,25,3.0,4.0,5.0,6.0,5.0,3.0,4.6,1.0,1.96,0.9,3.6999999999999997,5.5,-1.6,0.9,-34.8,10.7,4.6 (±0.9),-1.6 (±0.9),-34.8% (±10.7%),298547,-0.5,0.3,-0.5(±0.3)
Female,Austria,2020,25,3.0,4.0,5.0,6.0,5.0,3.0,4.6,1.0,1.96,0.9,3.6999999999999997,5.5,-1.6,0.9,-34.8,10.7,4.6 (±0.9),-1.6 (±0.9),-34.8% (±10.7%),302843,-0.5,0.3,-0.5(±0.3)
Female,Austria,2020,26,2.0,4.0,3.0,4.0,4.0,6.0,4.2,1.0,1.96,0.9,3.3000000000000003,5.1000000000000005,-2.2,0.9,-52.4,8.4,4.2 (±0.9),-2.2 (±0.9),-52.4% (±8.4%),298547,-0.7,0.3,-0.7(±0.3)
Female,Austria,2020,26,2.0,4.0,3.0,4.0,4.0,6.0,4.2,1.0,1.96,0.9,3.3000000000000003,5.1000000000000005,-2.2,0.9,-52.4,8.4,4.2 (±0.9),-2.2 (±0.9),-52.4% (±8.4%),302843,-0.7,0.3,-0.7(±0.3)
Female,Austria,2020,27,3.0,1.0,1.0,3.0,3.0,3.0,2.2,1.0,1.96,0.9,1.3000000000000003,3.1,0.8,0.9,36.4,39.6,2.2 (±0.9),0.8 (±0.9),36.4% (±39.6%),298547,0.3,0.3,0.3(±0.3)
Female,Austria,2020,27,3.0,1.0,1.0,3.0,3.0,3.0,2.2,1.0,1.96,0.9,1.3000000000000003,3.1,0.8,0.9,36.4,39.6,2.2 (±0.9),0.8 (±0.9),36.4% (±39.6%),302843,0.3,0.3,0.3(±0.3)
Female,Austria,2020,28,4.0,3.0,0.0,0.0,7.0,1.0,2.2,2.6,1.96,2.3,-0.09999999999999964,4.5,1.8,2.3,81.8,92.9,2.2 (±2.3),1.8 (±2.3),81.8% (±92.9%),298547,0.6,0.8,0.6(±0.8)
Female,Austria,2020,28,4.0,3.0,0.0,0.0,7.0,1.0,2.2,2.6,1.96,2.3,-0.09999999999999964,4.5,1.8,2.3,81.8,92.9,2.2 (±2.3),1.8 (±2.3),81.8% (±92.9%),302843,0.6,0.8,0.6(±0.8)
Female,Austria,2020,29,1.0,4.0,3.0,4.0,10.0,4.0,5.0,2.5,1.96,2.2,2.8,7.2,-4.0,2.2,-80.0,6.1,5.0 (±2.2),-4.0 (±2.2),-80.0% (±6.1%),298547,-1.3,0.7,-1.3(±0.7)
Female,Austria,2020,29,1.0,4.0,3.0,4.0,10.0,4.0,5.0,2.5,1.96,2.2,2.8,7.2,-4.0,2.2,-80.0,6.1,5.0 (±2.2),-4.0 (±2.2),-80.0% (±6.1%),302843,-1.3,0.7,-1.3(±0.7)
Female,Austria,2020,30,4.0,5.0,3.0,2.0,8.0,2.0,4.0,2.3,1.96,2.0,2.0,6.0,0.0,2.0,0.0,33.3,4.0 (±2.0),0.0 (±2.0),0.0% (±33.3%),298547,0.0,0.7,0.0(±0.7)
Female,Austria,2020,30,4.0,5.0,3.0,2.0,8.0,2.0,4.0,2.3,1.96,2.0,2.0,6.0,0.0,2.0,0.0,33.3,4.0 (±2.0),0.0 (±2.0),0.0% (±33.3%),302843,0.0,0.7,0.0(±0.7)
Female,Austria,2020,31,7.0,2.0,4.0,5.0,3.0,3.0,3.4,1.0,1.96,0.9,2.5,4.3,3.6,0.9,105.9,43.1,3.4 (±0.9),3.6 (±0.9),105.9% (±43.1%),298547,1.2,0.3,1.2(±0.3)
Female,Austria,2020,31,7.0,2.0,4.0,5.0,3.0,3.0,3.4,1.0,1.96,0.9,2.5,4.3,3.6,0.9,105.9,43.1,3.4 (±0.9),3.6 (±0.9),105.9% (±43.1%),302843,1.2,0.3,1.2(±0.3)
Female,Austria,2020,32,6.0,4.0,4.0,8.0,6.0,4.0,5.2,1.6,1.96,1.4,3.8000000000000003,6.6,0.8,1.4,15.4,24.5,5.2 (±1.4),0.8 (±1.4),15.4% (±24.5%),298547,0.3,0.4,0.3(±0.4)
Female,Austria,2020,32,6.0,4.0,4.0,8.0,6.0,4.0,5.2,1.6,1.96,1.4,3.8000000000000003,6.6,0.8,1.4,15.4,24.5,5.2 (±1.4),0.8 (±1.4),15.4% (±24.5%),302843,0.3,0.4,0.3(±0.4)
Female,Austria,2020,33,9.0,6.0,4.0,5.0,4.0,3.0,4.4,1.0,1.96,0.9,3.5000000000000004,5.300000000000001,4.6,0.9,104.5,34.7,4.4 (±0.9),4.6 (±0.9),104.5% (±34.7%),298547,1.5,0.3,1.5(±0.3)
Female,Austria,2020,33,9.0,6.0,4.0,5.0,4.0,3.0,4.4,1.0,1.96,0.9,3.5000000000000004,5.300000000000001,4.6,0.9,104.5,34.7,4.4 (±0.9),4.6 (±0.9),104.5% (±34.7%),302843,1.5,0.3,1.5(±0.3)
Female,Austria,2020,34,5.0,3.0,1.0,3.0,3.0,2.0,2.4,0.8,1.96,0.7,1.7,3.0999999999999996,2.6,0.7,108.3,47.0,2.4 (±0.7),2.6 (±0.7),108.3% (±47.0%),298547,0.9,0.2,0.9(±0.2)
Female,Austria,2020,34,5.0,3.0,1.0,3.0,3.0,2.0,2.4,0.8,1.96,0.7,1.7,3.0999999999999996,2.6,0.7,108.3,47.0,2.4 (±0.7),2.6 (±0.7),108.3% (±47.0%),302843,0.9,0.2,0.9(±0.2)
Female,Austria,2020,35,5.0,5.0,6.0,2.0,4.0,1.0,3.6,1.9,1.96,1.7,1.9000000000000001,5.3,1.4,1.7,38.9,44.6,3.6 (±1.7),1.4 (±1.7),38.9% (±44.6%),298547,0.5,0.5,0.5(±0.5)
Female,Austria,2020,35,5.0,5.0,6.0,2.0,4.0,1.0,3.6,1.9,1.96,1.7,1.9000000000000001,5.3,1.4,1.7,38.9,44.6,3.6 (±1.7),1.4 (±1.7),38.9% (±44.6%),302843,0.5,0.5,0.5(±0.5)
Female,Austria,2020,36,4.0,5.0,3.0,2.0,4.0,2.0,3.2,1.2,1.96,1.1,2.1,4.300000000000001,0.8,1.1,25.0,32.0,3.2 (±1.1),0.8 (±1.1),25.0% (±32.0%),298547,0.3,0.3,0.3(±0.3)
Female,Austria,2020,36,4.0,5.0,3.0,2.0,4.0,2.0,3.2,1.2,1.96,1.1,2.1,4.300000000000001,0.8,1.1,25.0,32.0,3.2 (±1.1),0.8 (±1.1),25.0% (±32.0%),302843,0.3,0.3,0.3(±0.3)
Female,Austria,2020,37,6.0,4.0,1.0,4.0,2.0,2.0,2.6,1.2,1.96,1.1,1.5,3.7,3.4,1.1,130.8,68.6,2.6 (±1.1),3.4 (±1.1),130.8% (±68.6%),298547,1.1,0.4,1.1(±0.4)
Female,Austria,2020,37,6.0,4.0,1.0,4.0,2.0,2.0,2.6,1.2,1.96,1.1,1.5,3.7,3.4,1.1,130.8,68.6,2.6 (±1.1),3.4 (±1.1),130.8% (±68.6%),302843,1.1,0.4,1.1(±0.4)
Female,Austria,2020,38,8.0,5.0,4.0,3.0,4.0,8.0,4.8,1.7,1.96,1.5,3.3,6.3,3.2,1.5,66.7,39.7,4.8 (±1.5),3.2 (±1.5),66.7% (±39.7%),298547,1.1,0.5,1.1(±0.5)
Female,Austria,2020,38,8.0,5.0,4.0,3.0,4.0,8.0,4.8,1.7,1.96,1.5,3.3,6.3,3.2,1.5,66.7,39.7,4.8 (±1.5),3.2 (±1.5),66.7% (±39.7%),302843,1.1,0.5,1.1(±0.5)
Female,Austria,2020,39,2.0,3.0,3.0,4.0,11.0,3.0,4.8,3.1,1.96,2.7,2.0999999999999996,7.5,-2.8,2.7,-58.3,15.0,4.8 (±2.7),-2.8 (±2.7),-58.3% (±15.0%),298547,-0.9,0.9,-0.9(±0.9)
Female,Austria,2020,39,2.0,3.0,3.0,4.0,11.0,3.0,4.8,3.1,1.96,2.7,2.0999999999999996,7.5,-2.8,2.7,-58.3,15.0,4.8 (±2.7),-2.8 (±2.7),-58.3% (±15.0%),302843,-0.9,0.9,-0.9(±0.9)
Female,Austria,2020,40,2.0,4.0,5.0,3.0,4.0,5.0,4.2,0.7,1.96,0.6,3.6,4.8,-2.2,0.6,-52.4,5.9,4.2 (±0.6),-2.2 (±0.6),-52.4% (±5.9%),298547,-0.7,0.2,-0.7(±0.2)
Female,Austria,2020,40,2.0,4.0,5.0,3.0,4.0,5.0,4.2,0.7,1.96,0.6,3.6,4.8,-2.2,0.6,-52.4,5.9,4.2 (±0.6),-2.2 (±0.6),-52.4% (±5.9%),302843,-0.7,0.2,-0.7(±0.2)
Female,Austria,2020,41,3.0,3.0,2.0,5.0,7.0,2.0,3.8,1.9,1.96,1.7,2.0999999999999996,5.5,-0.8,1.7,-21.1,24.4,3.8 (±1.7),-0.8 (±1.7),-21.1% (±24.4%),298547,-0.3,0.6,-0.3(±0.6)
Female,Austria,2020,41,3.0,3.0,2.0,5.0,7.0,2.0,3.8,1.9,1.96,1.7,2.0999999999999996,5.5,-0.8,1.7,-21.1,24.4,3.8 (±1.7),-0.8 (±1.7),-21.1% (±24.4%),302843,-0.3,0.6,-0.3(±0.6)
Female,Austria,2020,42,3.0,2.0,2.0,4.0,3.0,6.0,3.4,1.5,1.96,1.3,2.0999999999999996,4.7,-0.4,1.3,-11.8,24.4,3.4 (±1.3),-0.4 (±1.3),-11.8% (±24.4%),298547,-0.1,0.4,-0.1(±0.4)
Female,Austria,2020,42,3.0,2.0,2.0,4.0,3.0,6.0,3.4,1.5,1.96,1.3,2.0999999999999996,4.7,-0.4,1.3,-11.8,24.4,3.4 (±1.3),-0.4 (±1.3),-11.8% (±24.4%),302843,-0.1,0.4,-0.1(±0.4)
Female,Austria,2020,43,7.0,3.0,4.0,4.0,5.0,6.0,4.4,1.0,1.96,0.9,3.5000000000000004,5.300000000000001,2.6,0.9,59.1,27.0,4.4 (±0.9),2.6 (±0.9),59.1% (±27.0%),298547,0.9,0.3,0.9(±0.3)
Female,Austria,2020,43,7.0,3.0,4.0,4.0,5.0,6.0,4.4,1.0,1.96,0.9,3.5000000000000004,5.300000000000001,2.6,0.9,59.1,27.0,4.4 (±0.9),2.6 (±0.9),59.1% (±27.0%),302843,0.9,0.3,0.9(±0.3)
Female,Austria,2020,44,6.0,4.0,5.0,6.0,5.0,3.0,4.6,1.0,1.96,0.9,3.6999999999999997,5.5,1.4,0.9,30.4,21.3,4.6 (±0.9),1.4 (±0.9),30.4% (±21.3%),298547,0.5,0.3,0.5(±0.3)
Female,Austria,2020,44,6.0,4.0,5.0,6.0,5.0,3.0,4.6,1.0,1.96,0.9,3.6999999999999997,5.5,1.4,0.9,30.4,21.3,4.6 (±0.9),1.4 (±0.9),30.4% (±21.3%),302843,0.5,0.3,0.5(±0.3)
Female,Austria,2020,45,4.0,6.0,4.0,6.0,7.0,9.0,6.4,1.6,1.96,1.4,5.0,7.800000000000001,-2.4,1.4,-37.5,11.2,6.4 (±1.4),-2.4 (±1.4),-37.5% (±11.2%),298547,-0.8,0.5,-0.8(±0.5)
Female,Austria,2020,45,4.0,6.0,4.0,6.0,7.0,9.0,6.4,1.6,1.96,1.4,5.0,7.800000000000001,-2.4,1.4,-37.5,11.2,6.4 (±1.4),-2.4 (±1.4),-37.5% (±11.2%),302843,-0.8,0.5,-0.8(±0.5)
Female,Austria,2020,46,6.0,5.0,5.0,5.0,5.0,6.0,5.2,0.4,1.96,0.4,4.8,5.6000000000000005,0.8,0.4,15.4,8.3,5.2 (±0.4),0.8 (±0.4),15.4% (±8.3%),298547,0.3,0.1,0.3(±0.1)
Female,Austria,2020,46,6.0,5.0,5.0,5.0,5.0,6.0,5.2,0.4,1.96,0.4,4.8,5.6000000000000005,0.8,0.4,15.4,8.3,5.2 (±0.4),0.8 (±0.4),15.4% (±8.3%),302843,0.3,0.1,0.3(±0.1)
Female,Austria,2020,47,5.0,2.0,2.0,2.0,4.0,3.0,2.6,0.8,1.96,0.7,1.9000000000000001,3.3,2.4,0.7,92.3,40.8,2.6 (±0.7),2.4 (±0.7),92.3% (±40.8%),298547,0.8,0.2,0.8(±0.2)
Female,Austria,2020,47,5.0,2.0,2.0,2.0,4.0,3.0,2.6,0.8,1.96,0.7,1.9000000000000001,3.3,2.4,0.7,92.3,40.8,2.6 (±0.7),2.4 (±0.7),92.3% (±40.8%),302843,0.8,0.2,0.8(±0.2)
Female,Austria,2020,48,4.0,3.0,3.0,5.0,4.0,5.0,4.0,0.9,1.96,0.8,3.2,4.8,0.0,0.8,0.0,16.7,4.0 (±0.8),0.0 (±0.8),0.0% (±16.7%),298547,0.0,0.3,0.0(±0.3)
Female,Austria,2020,48,4.0,3.0,3.0,5.0,4.0,5.0,4.0,0.9,1.96,0.8,3.2,4.8,0.0,0.8,0.0,16.7,4.0 (±0.8),0.0 (±0.8),0.0% (±16.7%),302843,0.0,0.3,0.0(±0.3)
Female,Austria,2020,49,6.0,3.0,5.0,2.0,5.0,1.0,3.2,1.6,1.96,1.4,1.8000000000000003,4.6,2.8,1.4,87.5,57.1,3.2 (±1.4),2.8 (±1.4),87.5% (±57.1%),298547,0.9,0.5,0.9(±0.5)
Female,Austria,2020,49,6.0,3.0,5.0,2.0,5.0,1.0,3.2,1.6,1.96,1.4,1.8000000000000003,4.6,2.8,1.4,87.5,57.1,3.2 (±1.4),2.8 (±1.4),87.5% (±57.1%),302843,0.9,0.5,0.9(±0.5)
Female,Austria,2020,50,7.0,4.0,6.0,3.0,4.0,4.0,4.2,1.0,1.96,0.9,3.3000000000000003,5.1000000000000005,2.8,0.9,66.7,29.4,4.2 (±0.9),2.8 (±0.9),66.7% (±29.4%),298547,0.9,0.3,0.9(±0.3)
Female,Austria,2020,50,7.0,4.0,6.0,3.0,4.0,4.0,4.2,1.0,1.96,0.9,3.3000000000000003,5.1000000000000005,2.8,0.9,66.7,29.4,4.2 (±0.9),2.8 (±0.9),66.7% (±29.4%),302843,0.9,0.3,0.9(±0.3)
Female,Austria,2020,51,8.0,4.0,2.0,2.0,5.0,3.0,3.2,1.2,1.96,1.1,2.1,4.300000000000001,4.8,1.1,150.0,64.0,3.2 (±1.1),4.8 (±1.1),150.0% (±64.0%),298547,1.6,0.4,1.6(±0.4)
Female,Austria,2020,51,8.0,4.0,2.0,2.0,5.0,3.0,3.2,1.2,1.96,1.1,2.1,4.300000000000001,4.8,1.1,150.0,64.0,3.2 (±1.1),4.8 (±1.1),150.0% (±64.0%),302843,1.6,0.3,1.6(±0.3)
Female,Austria,2020,52,3.0,2.0,7.0,6.0,4.0,1.0,4.0,2.3,1.96,2.0,2.0,6.0,-1.0,2.0,-25.0,25.0,4.0 (±2.0),-1.0 (±2.0),-25.0% (±25.0%),298547,-0.3,0.6,-0.3(±0.6)
Female,Austria,2020,52,3.0,2.0,7.0,6.0,4.0,1.0,4.0,2.3,1.96,2.0,2.0,6.0,-1.0,2.0,-25.0,25.0,4.0 (±2.0),-1.0 (±2.0),-25.0% (±25.0%),302843,-0.3,0.6,-0.3(±0.6)
Female,Austria,2020,53,3.0,4.0,7.0,6.0,4.0,1.0,4.0,2.1,1.96,1.8,2.2,5.8,-1.0,1.8,-25.0,23.3,4.0 (±1.8),-1.0 (±1.8),-25.0% (±23.3%),298547,-0.3,0.6,-0.3(±0.6)
Female,Austria,2020,53,3.0,4.0,7.0,6.0,4.0,1.0,4.0,2.1,1.96,1.8,2.2,5.8,-1.0,1.8,-25.0,23.3,4.0 (±1.8),-1.0 (±1.8),-25.0% (±23.3%),302843,-0.3,0.6,-0.3(±0.6)
Female,Belgium,2020,10,6.0,8.0,7.0,5.0,6.0,3.0,5.8,1.7,1.96,1.5,4.3,7.3,0.2,1.5,3.4,21.2,5.8 (±1.5),0.2 (±1.5),3.4% (±21.2%),373486,0.1,0.4,0.1(±0.4)
Female,Belgium,2020,10,6.0,8.0,7.0,5.0,6.0,3.0,5.8,1.7,1.96,1.5,4.3,7.3,0.2,1.5,3.4,21.2,5.8 (±1.5),0.2 (±1.5),3.4% (±21.2%),375612,0.1,0.4,0.1(±0.4)
Female,Belgium,2020,11,5.0,5.0,6.0,5.0,5.0,11.0,6.4,2.3,1.96,2.0,4.4,8.4,-1.4,2.0,-21.9,18.6,6.4 (±2.0),-1.4 (±2.0),-21.9% (±18.6%),373486,-0.4,0.6,-0.4(±0.6)
Female,Belgium,2020,11,5.0,5.0,6.0,5.0,5.0,11.0,6.4,2.3,1.96,2.0,4.4,8.4,-1.4,2.0,-21.9,18.6,6.4 (±2.0),-1.4 (±2.0),-21.9% (±18.6%),375612,-0.4,0.6,-0.4(±0.6)
Female,Belgium,2020,12,14.0,4.0,8.0,6.0,9.0,5.0,6.4,1.9,1.96,1.7,4.7,8.1,7.6,1.7,118.7,45.9,6.4 (±1.7),7.6 (±1.7),118.7% (±45.9%),373486,2.0,0.5,2.0(±0.5)
Female,Belgium,2020,12,14.0,4.0,8.0,6.0,9.0,5.0,6.4,1.9,1.96,1.7,4.7,8.1,7.6,1.7,118.7,45.9,6.4 (±1.7),7.6 (±1.7),118.7% (±45.9%),375612,2.0,0.5,2.0(±0.5)
Female,Belgium,2020,13,6.0,4.0,9.0,7.0,8.0,6.0,6.8,1.7,1.96,1.5,5.3,8.3,-0.8,1.5,-11.8,15.9,6.8 (±1.5),-0.8 (±1.5),-11.8% (±15.9%),373486,-0.2,0.4,-0.2(±0.4)
Female,Belgium,2020,13,6.0,4.0,9.0,7.0,8.0,6.0,6.8,1.7,1.96,1.5,5.3,8.3,-0.8,1.5,-11.8,15.9,6.8 (±1.5),-0.8 (±1.5),-11.8% (±15.9%),375612,-0.2,0.4,-0.2(±0.4)
Female,Belgium,2020,14,6.0,7.0,8.0,5.0,7.0,5.0,6.4,1.2,1.96,1.1,5.300000000000001,7.5,-0.4,1.1,-6.3,13.7,6.4 (±1.1),-0.4 (±1.1),-6.3% (±13.7%),373486,-0.1,0.3,-0.1(±0.3)
Female,Belgium,2020,14,6.0,7.0,8.0,5.0,7.0,5.0,6.4,1.2,1.96,1.1,5.300000000000001,7.5,-0.4,1.1,-6.3,13.7,6.4 (±1.1),-0.4 (±1.1),-6.3% (±13.7%),375612,-0.1,0.3,-0.1(±0.3)
Female,Belgium,2020,15,7.0,5.0,7.0,4.0,5.0,8.0,5.8,1.5,1.96,1.3,4.5,7.1,1.2,1.3,20.7,22.1,5.8 (±1.3),1.2 (±1.3),20.7% (±22.1%),373486,0.3,0.4,0.3(±0.4)
Female,Belgium,2020,15,7.0,5.0,7.0,4.0,5.0,8.0,5.8,1.5,1.96,1.3,4.5,7.1,1.2,1.3,20.7,22.1,5.8 (±1.3),1.2 (±1.3),20.7% (±22.1%),375612,0.3,0.4,0.3(±0.4)
Female,Belgium,2020,16,5.0,9.0,5.0,4.0,3.0,7.0,5.6,2.2,1.96,1.9,3.6999999999999997,7.5,-0.6,1.9,-10.7,22.6,5.6 (±1.9),-0.6 (±1.9),-10.7% (±22.6%),373486,-0.2,0.5,-0.2(±0.5)
