YEAR,COUNTRY,AGEGROUP,SEX,Numeric
2019,Croatia,(40-44),Male,36.8
2019,Croatia,(45-49),Male,32.1
2019,Croatia,(50-54),Male,27.6
2019,Croatia,(55-59),Male,23.3
2019,Croatia,,Male,75.5
2019,Croatia,(0-4),Male,74.9
2019,Croatia,(5-9),Male,70.9
2019,Croatia,(10-14),Male,66.0
2019,Croatia,(15-19),Male,61.0
2019,Croatia,(20-24),Male,56.1
2019,Croatia,(35-39),Female,47.2
2019,Croatia,(40-44),Female,42.4
2019,Croatia,(45-49),Female,37.5
2019,Croatia,(50-54),Female,32.8
2019,Croatia,(55-59),Female,28.2
2019,Croatia,(60-64),Female,23.7
2019,Croatia,(65-69),Female,19.5
2019,Croatia,(70-74),Female,15.5
2019,Croatia,(75-79),Female,11.7
2019,Croatia,(80-84),Female,8.7
2019,Croatia,(85-89),Female,6.2
2019,Croatia,(25-29),Male,51.3
2019,Croatia,,Female,81.6
2019,Croatia,(50-54),Total,30.3
2019,Croatia,(55-59),Total,25.9
2019,Croatia,(60-64),Total,21.8
2019,Croatia,(65-69),Total,17.9
2019,Croatia,(70-74),Total,14.3
2019,Croatia,(75-79),Total,10.9
2019,Croatia,(80-84),Total,8.1
2019,Croatia,(85-89),Total,5.9
2019,Croatia,(0-4),Female,80.9
2019,Croatia,(5-9),Female,77.0
2019,Croatia,(10-14),Female,72.0
2019,Croatia,(15-19),Female,67.0
2019,Croatia,(20-24),Female,62.1
2019,Croatia,(25-29),Female,57.1
2019,Croatia,(30-34),Female,52.2
2019,Croatia,(60-64),Male,19.4
2019,Croatia,(65-69),Male,15.9
2019,Croatia,(70-74),Male,12.7
2019,Croatia,(75-79),Male,9.7
2019,Croatia,(80-84),Male,7.0
2019,Croatia,(85-89),Male,5.1
2019,Croatia,,Total,78.6
2019,Croatia,(0-4),Total,78.0
2019,Croatia,(5-9),Total,74.0
2019,Croatia,(10-14),Total,69.1
2019,Croatia,(15-19),Total,64.1
2019,Croatia,(20-24),Total,59.2
2019,Croatia,(25-29),Total,54.3
2019,Croatia,(30-34),Total,49.4
2019,Croatia,(35-39),Total,44.5
2019,Croatia,(40-44),Total,39.7
2019,Croatia,(45-49),Total,34.9
2019,Bulgaria,,Male,71.6
2019,Bulgaria,(0-4),Male,71.1
2019,Bulgaria,(5-9),Male,67.2
2019,Bulgaria,(10-14),Male,62.2
2019,Bulgaria,(15-19),Male,57.3
2019,Bulgaria,(20-24),Male,52.5
2019,Bulgaria,(25-29),Male,47.6
2019,Bulgaria,(30-34),Male,42.9
2019,Bulgaria,(35-39),Male,38.1
2019,Bulgaria,(40-44),Male,33.5
2019,Bulgaria,(45-49),Male,29.0
2019,Bulgaria,(50-54),Male,24.8
2019,Bulgaria,(55-59),Male,20.9
2019,Bulgaria,(60-64),Male,17.4
2019,Bulgaria,(65-69),Male,14.3
2019,Bulgaria,(70-74),Male,11.5
2019,Bulgaria,(75-79),Male,8.9
2019,Bulgaria,(80-84),Male,6.5
2019,Bulgaria,(85-89),Male,4.6
2019,Bulgaria,,Female,78.6
2019,Bulgaria,(0-4),Female,78.0
2019,Bulgaria,(5-9),Female,74.1
2019,Bulgaria,(10-14),Female,69.1
2019,Bulgaria,(15-19),Female,64.2
2019,Bulgaria,(20-24),Female,59.3
2019,Bulgaria,(25-29),Female,54.3
2019,Bulgaria,(30-34),Female,49.4
2019,Bulgaria,(35-39),Female,44.6
2019,Bulgaria,(40-44),Female,39.8
2019,Bulgaria,(45-49),Female,35.1
2019,Bulgaria,(50-54),Female,30.5
2019,Bulgaria,(55-59),Female,26.1
2019,Bulgaria,(60-64),Female,22.0
2019,Bulgaria,(65-69),Female,18.0
2019,Bulgaria,(70-74),Female,14.1
2019,Bulgaria,(75-79),Female,10.6
2019,Bulgaria,(80-84),Female,7.5
2019,Bulgaria,(85-89),Female,5.1
2019,Bulgaria,,Total,75.1
2019,Bulgaria,(0-4),Total,74.5
2019,Bulgaria,(5-9),Total,70.6
2019,Bulgaria,(10-14),Total,65.6
2019,Bulgaria,(15-19),Total,60.7
2019,Bulgaria,(20-24),Total,55.8
2019,Bulgaria,(25-29),Total,51.0
2019,Bulgaria,(30-34),Total,46.1
2019,Bulgaria,(35-39),Total,41.3
2019,Bulgaria,(40-44),Total,36.6
2019,Bulgaria,(45-49),Total,32.1
2019,Bulgaria,(50-54),Total,27.7
2019,Bulgaria,(55-59),Total,23.6
2019,Bulgaria,(60-64),Total,19.8
2019,Bulgaria,(65-69),Total,16.3
2019,Bulgaria,(70-74),Total,13.0
2019,Bulgaria,(75-79),Total,9.9
2019,Bulgaria,(80-84),Total,7.1
2019,Bulgaria,(85-89),Total,4.9
2019,Bosnia and Herzegovina,,Male,74.4
2019,Bosnia and Herzegovina,(0-4),Male,73.8
2019,Bosnia and Herzegovina,(5-9),Male,69.9
2019,Bosnia and Herzegovina,(10-14),Male,64.9
2019,Bosnia and Herzegovina,(15-19),Male,60.0
2019,Bosnia and Herzegovina,(20-24),Male,55.1
2019,Bosnia and Herzegovina,(25-29),Male,50.3
2019,Bosnia and Herzegovina,(30-34),Male,45.5
2019,Bosnia and Herzegovina,(35-39),Male,40.6
2019,Bosnia and Herzegovina,(40-44),Male,35.9
2019,Bosnia and Herzegovina,(45-49),Male,31.2
2019,Bosnia and Herzegovina,(50-54),Male,26.7
2019,Bosnia and Herzegovina,(55-59),Male,22.5
2019,Bosnia and Herzegovina,(60-64),Male,18.6
2019,Bosnia and Herzegovina,(65-69),Male,15.0
2019,Bosnia and Herzegovina,(70-74),Male,11.7
2019,Bosnia and Herzegovina,(75-79),Male,9.0
2019,Bosnia and Herzegovina,(80-84),Male,6.7
2019,Bosnia and Herzegovina,(85-89),Male,4.9
2019,Bosnia and Herzegovina,,Female,79.1
2019,Bosnia and Herzegovina,(0-4),Female,78.5
2019,Bosnia and Herzegovina,(5-9),Female,74.5
2019,Bosnia and Herzegovina,(10-14),Female,69.6
2019,Bosnia and Herzegovina,(15-19),Female,64.6
2019,Bosnia and Herzegovina,(20-24),Female,59.7
2019,Bosnia and Herzegovina,(25-29),Female,54.7
2019,Bosnia and Herzegovina,(30-34),Female,49.8
2019,Bosnia and Herzegovina,(35-39),Female,44.9
2019,Bosnia and Herzegovina,(40-44),Female,40.0
2019,Bosnia and Herzegovina,(45-49),Female,35.2
2019,Bosnia and Herzegovina,(50-54),Female,30.5
2019,Bosnia and Herzegovina,(55-59),Female,26.0
2019,Bosnia and Herzegovina,(60-64),Female,21.6
2019,Bosnia and Herzegovina,(65-69),Female,17.3
2019,Bosnia and Herzegovina,(70-74),Female,13.4
2019,Bosnia and Herzegovina,(75-79),Female,10.0
2019,Bosnia and Herzegovina,(80-84),Female,7.2
2019,Bosnia and Herzegovina,(85-89),Female,5.0
2019,Bosnia and Herzegovina,,Total,76.8
2019,Bosnia and Herzegovina,(0-4),Total,76.2
2019,Bosnia and Herzegovina,(5-9),Total,72.2
2019,Bosnia and Herzegovina,(10-14),Total,67.3
2019,Bosnia and Herzegovina,(15-19),Total,62.3
2019,Bosnia and Herzegovina,(20-24),Total,57.4
2019,Bosnia and Herzegovina,(25-29),Total,52.5
2019,Bosnia and Herzegovina,(30-34),Total,47.7
2019,Bosnia and Herzegovina,(35-39),Total,42.8
2019,Bosnia and Herzegovina,(40-44),Total,38.0
2019,Bosnia and Herzegovina,(45-49),Total,33.3
2019,Bosnia and Herzegovina,(50-54),Total,28.7
2019,Bosnia and Herzegovina,(55-59),Total,24.3
2019,Bosnia and Herzegovina,(60-64),Total,20.2
2019,Bosnia and Herzegovina,(65-69),Total,16.3
2019,Bosnia and Herzegovina,(70-74),Total,12.7
2019,Bosnia and Herzegovina,(75-79),Total,9.6
2019,Bosnia and Herzegovina,(80-84),Total,7.0
2019,Bosnia and Herzegovina,(85-89),Total,5.0
2019,Belgium,(25-29),Male,54.9
2019,Belgium,(30-34),Male,50.0
2019,Belgium,(35-39),Male,45.2
2019,Belgium,(40-44),Male,40.4
2019,Belgium,(45-49),Male,35.7
2019,Belgium,(50-54),Male,31.1
2019,Belgium,(55-59),Male,26.5
2019,Belgium,(60-64),Male,22.3
2019,Belgium,(65-69),Male,18.4
2019,Belgium,(70-74),Male,14.8
2019,Belgium,(75-79),Male,11.4
2019,Belgium,(80-84),Male,8.3
2019,Belgium,(85-89),Male,5.6
2019,Belgium,(15-19),Female,68.8
2019,Belgium,(20-24),Female,63.9
2019,Belgium,(25-29),Female,58.9
2019,Belgium,(30-34),Female,54.0
2019,Belgium,(35-39),Female,49.1
2019,Belgium,(40-44),Female,44.2
2019,Belgium,(45-49),Female,39.4
2019,Belgium,(50-54),Female,34.7
2019,Belgium,(55-59),Female,30.0
2019,Belgium,(60-64),Female,25.6
2019,Belgium,(65-69),Female,21.3
2019,Belgium,(5-9),Male,74.6
2019,Belgium,(50-54),Total,32.9
2019,Belgium,(55-59),Total,28.3
2019,Belgium,(60-64),Total,24.0
2019,Belgium,(65-69),Total,19.9
2019,Belgium,(70-74),Total,16.1
2019,Belgium,(75-79),Total,12.4
2019,Belgium,(80-84),Total,9.0
2019,Belgium,(85-89),Total,6.0
2019,Belgium,(10-14),Male,69.6
2019,Belgium,(15-19),Male,64.7
2019,Belgium,(20-24),Male,59.7
2019,Belgium,,Female,83.5
2019,Belgium,(0-4),Female,82.7
2019,Belgium,(5-9),Female,78.8
2019,Belgium,(10-14),Female,73.8
2019,Belgium,,Male,79.3
2019,Belgium,(0-4),Male,78.5
2019,Belgium,(70-74),Female,17.2
2019,Belgium,(75-79),Female,13.2
2019,Belgium,(80-84),Female,9.5
2019,Belgium,(85-89),Female,6.3
2019,Belgium,,Total,81.4
2019,Belarus,(65-69),Male,13.1
2019,Belarus,(70-74),Male,10.6
2019,Belarus,(75-79),Male,8.3
2019,Belarus,(80-84),Male,6.3
2019,Belarus,(85-89),Male,4.8
2019,Belgium,(0-4),Total,80.6
2019,Belgium,(5-9),Total,76.7
2019,Belgium,(10-14),Total,71.7
2019,Belgium,(15-19),Total,66.8
2019,Belgium,(20-24),Total,61.8
2019,Belgium,(25-29),Total,56.9
2019,Belgium,(30-34),Total,52.0
2019,Belgium,(35-39),Total,47.2
2019,Belgium,(40-44),Total,42.3
2019,Belgium,(45-49),Total,37.6
2019,Belarus,,Male,69.7
2019,Belarus,(50-54),Female,31.3
2019,Belarus,(55-59),Female,26.8
2019,Belarus,(60-64),Female,22.5
2019,Belarus,(65-69),Female,18.3
2019,Belarus,(70-74),Female,14.5
2019,Belarus,(75-79),Female,10.9
2019,Belarus,(80-84),Female,8.0
2019,Belarus,(85-89),Female,5.6
2019,Belarus,(0-4),Male,68.9
2019,Belarus,(5-9),Male,64.9
2019,Belarus,(10-14),Male,60.0
2019,Belarus,(15-19),Male,55.0
2019,Belarus,(20-24),Male,50.1
2019,Belarus,(25-29),Male,45.3
2019,Belarus,(30-34),Male,40.5
2019,Belarus,(45-49),Male,27.2
2019,Belarus,(50-54),Male,23.2
2019,Belarus,(55-59),Male,19.4
2019,Belarus,(60-64),Male,16.0
2019,Belarus,(35-39),Male,35.9
2019,Belarus,(40-44),Male,31.4
2019,Belarus,,Female,79.6
2019,Belarus,(65-69),Total,16.2
2019,Belarus,(70-74),Total,13.1
2019,Belarus,(75-79),Total,10.1
2019,Belarus,(80-84),Total,7.5
2019,Belarus,(85-89),Total,5.4
2019,Belarus,(0-4),Female,78.8
2019,Belarus,(5-9),Female,74.9
2019,Belarus,(10-14),Female,69.9
2019,Belarus,(15-19),Female,64.9
2019,Belarus,(20-24),Female,60.0
2019,Belarus,(25-29),Female,55.1
2019,Belarus,(30-34),Female,50.2
2019,Belarus,(35-39),Female,45.3
2019,Belarus,(40-44),Female,40.5
2019,Belarus,(45-49),Female,35.9
2019,Belarus,,Total,74.8
2019,Belarus,(0-4),Total,74.0
2019,Belarus,(5-9),Total,70.1
2019,Belarus,(10-14),Total,65.1
2019,Belarus,(15-19),Total,60.2
2019,Belarus,(20-24),Total,55.3
2019,Belarus,(25-29),Total,50.4
2019,Belarus,(30-34),Total,45.5
2019,Belarus,(35-39),Total,40.8
2019,Belarus,(40-44),Total,36.2
2019,Belarus,(45-49),Total,31.8
2019,Belarus,(50-54),Total,27.5
2019,Belarus,(55-59),Total,23.5
2019,Belarus,(60-64),Total,19.7
2019,Azerbaijan,(25-29),Male,46.1
2019,Azerbaijan,(30-34),Male,41.4
2019,Azerbaijan,(50-54),Male,23.3
2019,Azerbaijan,(55-59),Male,19.3
2019,Azerbaijan,(60-64),Male,15.6
2019,Azerbaijan,(65-69),Male,12.4
2019,Azerbaijan,(70-74),Male,9.7
2019,Azerbaijan,(75-79),Male,7.2
2019,Azerbaijan,(80-84),Male,5.0
2019,Azerbaijan,(85-89),Male,3.5
2019,Azerbaijan,(35-39),Female,41.2
2019,Azerbaijan,(40-44),Female,36.4
2019,Azerbaijan,(45-49),Female,31.7
2019,Azerbaijan,(50-54),Female,27.0
2019,Azerbaijan,(55-59),Female,22.6
2019,Azerbaijan,(60-64),Female,18.3
2019,Azerbaijan,(65-69),Female,14.4
2019,Azerbaijan,(70-74),Female,10.9
2019,Azerbaijan,(75-79),Female,7.8
2019,Azerbaijan,(80-84),Female,5.3
2019,Azerbaijan,(85-89),Female,3.4
2019,Azerbaijan,,Male,68.8
2019,Azerbaijan,(30-34),Total,43.8
2019,Azerbaijan,(35-39),Total,39.0
2019,Azerbaijan,(40-44),Total,34.3
2019,Azerbaijan,(45-49),Total,29.7
2019,Azerbaijan,(50-54),Total,25.2
2019,Azerbaijan,(55-59),Total,21.0
2019,Azerbaijan,(60-64),Total,17.1
2019,Azerbaijan,(65-69),Total,13.5
2019,Azerbaijan,(70-74),Total,10.4
2019,Azerbaijan,(75-79),Total,7.6
2019,Azerbaijan,(80-84),Total,5.2
2019,Azerbaijan,(85-89),Total,3.4
2019,Azerbaijan,(0-4),Male,69.3
2019,Azerbaijan,(5-9),Male,65.5
2019,Azerbaijan,(10-14),Male,60.6
2019,Azerbaijan,(15-19),Male,55.7
2019,Azerbaijan,(20-24),Male,50.9
2019,Azerbaijan,(35-39),Male,36.7
2019,Azerbaijan,(40-44),Male,32.1
2019,Azerbaijan,(45-49),Male,27.6
2019,Azerbaijan,,Female,74.1
2019,Azerbaijan,(0-4),Female,74.4
2019,Azerbaijan,(5-9),Female,70.5
2019,Azerbaijan,(10-14),Female,65.6
2019,Azerbaijan,(15-19),Female,60.7
2019,Azerbaijan,(20-24),Female,55.8
2019,Azerbaijan,(25-29),Female,51.0
2019,Azerbaijan,(30-34),Female,46.1
2019,Azerbaijan,,Total,71.4
2019,Austria,(85-89),Male,5.6
2019,Azerbaijan,(0-4),Total,71.8
2019,Azerbaijan,(5-9),Total,68.0
2019,Azerbaijan,(10-14),Total,63.1
2019,Azerbaijan,(15-19),Total,58.2
2019,Azerbaijan,(20-24),Total,53.4
2019,Azerbaijan,(25-29),Total,48.6
2019,Austria,,Male,79.4
2019,Austria,(30-34),Female,54.3
2019,Austria,(35-39),Female,49.4
2019,Austria,(40-44),Female,44.5
2019,Austria,(45-49),Female,39.6
2019,Austria,(50-54),Female,34.9
2019,Austria,(55-59),Female,30.2
2019,Austria,(60-64),Female,25.6
2019,Austria,(65-69),Female,21.2
2019,Austria,(70-74),Female,17.0
2019,Austria,(75-79),Female,13.1
2019,Austria,(80-84),Female,9.4
2019,Austria,(85-89),Female,6.0
2019,Austria,(0-4),Male,78.7
2019,Austria,(5-9),Male,74.8
2019,Austria,(10-14),Male,69.8
2019,Austria,(15-19),Male,64.8
2019,Austria,(20-24),Male,60.0
2019,Austria,(25-29),Male,55.1
2019,Austria,(25-29),Total,57.2
2019,Austria,(30-34),Total,52.3
2019,Austria,(35-39),Total,47.4
2019,Austria,(40-44),Total,42.6
2019,Austria,(45-49),Total,37.8
2019,Austria,(50-54),Total,33.1
2019,Austria,(55-59),Total,28.5
2019,Austria,(60-64),Total,24.1
2019,Austria,(65-69),Total,19.9
2019,Austria,(70-74),Total,16.0
2019,Austria,(75-79),Total,12.4
2019,Austria,(80-84),Total,9.0
2019,Austria,(85-89),Total,5.9
2019,Austria,(30-34),Male,50.3
2019,Austria,(35-39),Male,45.4
2019,Austria,(40-44),Male,40.6
2019,Austria,(45-49),Male,35.9
2019,Austria,(50-54),Male,31.2
2019,Austria,(55-59),Male,26.7
2019,Austria,(60-64),Male,22.4
2019,Austria,(65-69),Male,18.4
2019,Austria,(70-74),Male,14.8
2019,Austria,(75-79),Male,11.4
2019,Austria,(80-84),Male,8.3
2019,Austria,,Total,81.6
2019,Austria,(0-4),Total,80.9
2019,Austria,(5-9),Total,76.9
2019,Austria,(10-14),Total,72.0
2019,Austria,(15-19),Total,67.0
2019,Austria,(20-24),Total,62.1
2019,Austria,,Female,83.8
2019,Austria,(0-4),Female,83.0
2019,Austria,(5-9),Female,79.1
2019,Austria,(10-14),Female,74.1
2019,Austria,(15-19),Female,69.1
2019,Austria,(20-24),Female,64.1
2019,Austria,(25-29),Female,59.2
2019,Armenia,(60-64),Male,18.2
2019,Armenia,(65-69),Male,14.7
2019,Armenia,(70-74),Male,12.0
2019,Armenia,(75-79),Male,9.4
2019,Armenia,(80-84),Male,7.9
2019,Armenia,(85-89),Male,5.6
2019,Armenia,,Male,72.5
2019,Armenia,(55-59),Female,26.6
2019,Armenia,(60-64),Female,22.1
2019,Armenia,(65-69),Female,18.0
2019,Armenia,(70-74),Female,14.2
2019,Armenia,(75-79),Female,10.3
2019,Armenia,(80-84),Female,8.0
2019,Armenia,(85-89),Female,5.2
2019,Armenia,(0-4),Male,72.4
2019,Armenia,(0-4),Total,75.9
2019,Armenia,(5-9),Total,72.0
2019,Armenia,(10-14),Total,67.0
2019,Armenia,(15-19),Total,62.1
2019,Armenia,(20-24),Total,57.2
2019,Armenia,(25-29),Total,52.3
2019,Armenia,(30-34),Total,47.5
2019,Armenia,(35-39),Total,42.6
2019,Armenia,(40-44),Total,37.9
2019,Armenia,(45-49),Total,33.2
2019,Armenia,(50-54),Total,28.7
2019,Armenia,(55-59),Total,24.5
2019,Armenia,(60-64),Total,20.4
2019,Armenia,(65-69),Total,16.5
2019,Armenia,(70-74),Total,13.2
2019,Armenia,(75-79),Total,10.0
2019,Armenia,(80-84),Total,8.0
2019,Armenia,(85-89),Total,5.3
2019,Armenia,(5-9),Male,68.5
2019,Armenia,(10-14),Male,63.5
2019,Armenia,(15-19),Male,58.6
2019,Armenia,(20-24),Male,53.8
2019,Armenia,(25-29),Male,49.0
2019,Armenia,(30-34),Male,44.2
2019,Armenia,(35-39),Male,39.4
2019,Armenia,(40-44),Male,34.7
2019,Armenia,(45-49),Male,30.2
2019,Armenia,(50-54),Male,25.8
2019,Armenia,(55-59),Male,21.9
2019,Armenia,(25-29),Female,55.3
2019,Armenia,(30-34),Female,50.3
2019,Armenia,(35-39),Female,45.4
2019,Armenia,(40-44),Female,40.6
2019,Armenia,(45-49),Female,35.8
2019,Armenia,(50-54),Female,31.2
2019,Armenia,,Total,76.0
2019,Armenia,,Female,79.2
2019,Armenia,(0-4),Female,78.9
2019,Armenia,(5-9),Female,75.0
2019,Armenia,(10-14),Female,70.1
2019,Armenia,(15-19),Female,65.1
2019,Armenia,(20-24),Female,60.2
2019,Albania,,Male,76.3
2019,Albania,(0-4),Female,79.5
2019,Albania,(5-9),Female,75.6
2019,Albania,(10-14),Female,70.7
2019,Albania,(15-19),Female,65.8
2019,Albania,(20-24),Female,60.9
2019,Albania,(25-29),Female,56.0
2019,Albania,(30-34),Female,51.0
2019,Albania,(35-39),Female,46.1
2019,Albania,(40-44),Female,41.1
2019,Albania,(45-49),Female,36.2
2019,Albania,(50-54),Female,31.4
2019,Albania,(55-59),Female,26.6
2019,Albania,(60-64),Female,21.9
2019,Albania,(65-69),Female,17.2
2019,Albania,(70-74),Female,12.6
2019,Albania,(75-79),Female,8.6
2019,Albania,(80-84),Female,4.9
2019,Albania,(85-89),Female,1.9
2019,Albania,(0-4),Male,76.0
2019,Albania,(5-9),Male,72.1
2019,Albania,(10-14),Male,67.1
2019,Albania,(15-19),Total,63.9
2019,Albania,(20-24),Total,59.1
2019,Albania,(25-29),Total,54.2
2019,Albania,(30-34),Total,49.3
2019,Albania,(35-39),Total,44.4
2019,Albania,(40-44),Total,39.5
2019,Albania,(45-49),Total,34.8
2019,Albania,(50-54),Total,30.1
2019,Albania,(55-59),Total,25.5
2019,Albania,(60-64),Total,21.0
2019,Albania,(65-69),Total,16.8
2019,Albania,(70-74),Total,12.5
2019,Albania,(75-79),Total,8.6
2019,Albania,(80-84),Total,5.1
2019,Albania,(85-89),Total,2.2
2019,Albania,,Total,78.0
2019,Albania,(0-4),Total,77.7
2019,Albania,(5-9),Total,73.8
2019,Albania,(10-14),Total,68.8
2019,Albania,(15-19),Male,62.2
2019,Albania,(20-24),Male,57.4
2019,Albania,(25-29),Male,52.5
2019,Albania,(30-34),Male,47.7
2019,Albania,(35-39),Male,42.8
2019,Albania,(40-44),Male,38.0
2019,Albania,(45-49),Male,33.4
2019,Albania,(50-54),Male,28.8
2019,Albania,(55-59),Male,24.5
2019,Albania,(60-64),Male,20.2
2019,Albania,(65-69),Male,16.4
2019,Albania,(70-74),Male,12.4
2019,Albania,(75-79),Male,8.7
2019,Albania,(80-84),Male,5.5
2019,Albania,(85-89),Male,2.9
2019,Albania,,Female,79.9
2019,,(5-9),Male,70.8
2019,,(10-14),Male,65.8
2019,,(15-19),Male,60.9
2019,,(20-24),Male,56.0
2019,,(25-29),Male,51.2
2019,,(30-34),Male,46.4
2019,,(35-39),Male,41.8
2019,,(40-44),Male,37.2
2019,,(45-49),Male,32.8
2019,,(50-54),Male,28.4
2019,,(55-59),Male,24.3
2019,,(60-64),Male,20.5
2019,,(65-69),Male,17.0
2019,,(70-74),Male,13.8
2019,,(75-79),Male,10.8
2019,,(80-84),Male,8.0
2019,,(85-89),Male,5.7
2019,,(0-4),Female,80.8
2019,,(5-9),Female,76.9
2019,,(10-14),Female,71.9
2019,,(15-19),Female,67.0
2019,,(20-24),Female,62.0
2019,,(25-29),Female,57.1
2019,,(30-34),Female,52.2
2019,,(35-39),Female,47.4
2019,,(45-49),Female,37.9
2019,,(50-54),Female,33.2
2019,,(55-59),Female,28.7
2019,,(60-64),Female,24.3
2019,,(65-69),Female,20.1
2019,,(70-74),Female,16.2
2019,,(75-79),Female,12.5
2019,,(80-84),Female,9.1
2019,,(85-89),Female,6.4
2019,,(0-4),Total,77.8
2019,,(5-9),Total,73.9
2019,,(10-14),Total,68.9
2019,,(15-19),Total,64.0
2019,,(20-24),Total,59.1
2019,,(25-29),Total,54.2
2019,,(30-34),Total,49.4
2019,,(35-39),Total,44.7
2019,,(40-44),Total,40.0
2019,,(45-49),Total,35.4
2019,,(50-54),Total,30.9
2019,,(55-59),Total,26.6
2019,,(60-64),Total,22.5
2019,,(65-69),Total,18.7
2019,,(70-74),Total,15.2
2019,,(75-79),Total,11.8
2019,,(80-84),Total,8.7
2019,,(85-89),Total,6.2
2019,,,Male,75.1
2019,,(0-4),Male,74.7
2019,,,Female,81.3
2019,,(40-44),Female,42.6
2019,,,Total,78.2
