Sex,Location,Year,Week,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±
Female,Blagoevgrad,2020,20,0,1.0,0.0,3.0,0.0,0.0,0.8,1.2,1.96,1.1,-0.30000000000000004,1.9000000000000001,-0.8,1.1,-100.0,0.0,0.8 (±1.1),-0.8 (±1.1),-100.0% (±0.0%)
Female,Blagoevgrad,2020,21,0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,-0.2,0.4,-100.0,0.0,0.2 (±0.4),-0.2 (±0.4),-100.0% (±0.0%)
Female,Blagoevgrad,2020,22,0,0.0,0.0,0.0,2.0,0.0,0.4,0.8,1.96,0.7,-0.29999999999999993,1.1,-0.4,0.7,-100.0,0.0,0.4 (±0.7),-0.4 (±0.7),-100.0% (±0.0%)
Female,Blagoevgrad,2020,23,0,0.0,2.0,0.0,0.0,0.0,0.4,0.8,1.96,0.7,-0.29999999999999993,1.1,-0.4,0.7,-100.0,0.0,0.4 (±0.7),-0.4 (±0.7),-100.0% (±0.0%)
Female,Blagoevgrad,2020,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Blagoevgrad,2020,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Blagoevgrad,2020,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,1.0,0.0,0.0,,0.0 (±0.0),1.0 (±0.0),0.0% (±nan%)
Female,Blagoevgrad,2020,27,0,0.0,0.0,0.0,1.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,-0.2,0.4,-100.0,0.0,0.2 (±0.4),-0.2 (±0.4),-100.0% (±0.0%)
Female,Blagoevgrad,2020,28,0,0.0,0.0,0.0,1.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,-0.2,0.4,-100.0,0.0,0.2 (±0.4),-0.2 (±0.4),-100.0% (±0.0%)
Female,Blagoevgrad,2020,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Blagoevgrad,2020,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Blagoevgrad,2020,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Blagoevgrad,2020,32,0,1.0,1.0,1.0,0.0,0.0,0.6,0.5,1.96,0.4,0.19999999999999996,1.0,-0.6,0.4,-100.0,0.0,0.6 (±0.4),-0.6 (±0.4),-100.0% (±0.0%)
Female,Blagoevgrad,2020,33,0,2.0,0.0,0.0,0.0,0.0,0.4,0.8,1.96,0.7,-0.29999999999999993,1.1,-0.4,0.7,-100.0,0.0,0.4 (±0.7),-0.4 (±0.7),-100.0% (±0.0%)
Female,Blagoevgrad,2020,34,0,0.0,1.0,1.0,0.0,0.0,0.4,0.5,1.96,0.4,0.0,0.8,-0.4,0.4,-100.0,0.0,0.4 (±0.4),-0.4 (±0.4),-100.0% (±0.0%)
Female,Blagoevgrad,2020,35,0,1.0,0.0,0.0,1.0,0.0,0.4,0.5,1.96,0.4,0.0,0.8,-0.4,0.4,-100.0,0.0,0.4 (±0.4),-0.4 (±0.4),-100.0% (±0.0%)
Female,Blagoevgrad,2020,36,0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,-0.2,0.4,-100.0,0.0,0.2 (±0.4),-0.2 (±0.4),-100.0% (±0.0%)
Female,Blagoevgrad,2020,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Blagoevgrad,2020,38,1,2.0,1.0,1.0,1.0,0.0,1.0,0.6,1.96,0.5,0.5,1.5,0.0,0.5,0.0,33.3,1.0 (±0.5),0.0 (±0.5),0.0% (±33.3%)
Female,Blagoevgrad,2020,39,1,0.0,1.0,1.0,0.0,0.0,0.4,0.5,1.96,0.4,0.0,0.8,0.6,0.4,150.0,125.0,0.4 (±0.4),0.6 (±0.4),150.0% (±125.0%)
Female,Blagoevgrad,2020,40,0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,-0.2,0.4,-100.0,0.0,0.2 (±0.4),-0.2 (±0.4),-100.0% (±0.0%)
Female,Blagoevgrad,2020,41,0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,-0.2,0.4,-100.0,0.0,0.2 (±0.4),-0.2 (±0.4),-100.0% (±0.0%)
Female,Blagoevgrad,2020,42,1,0.0,0.0,0.0,1.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,0.8,0.4,400.0,333.3,0.2 (±0.4),0.8 (±0.4),400.0% (±333.3%)
Female,Blagoevgrad,2020,43,0,0.0,0.0,0.0,3.0,0.0,0.6,1.2,1.96,1.1,-0.5000000000000001,1.7000000000000002,-0.6,1.1,-100.0,0.0,0.6 (±1.1),-0.6 (±1.1),-100.0% (±0.0%)
Female,Blagoevgrad,2020,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Blagoevgrad,2020,45,2,1.0,0.0,0.0,0.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,1.8,0.4,900.0,666.7,0.2 (±0.4),1.8 (±0.4),900.0% (±666.7%)
Female,Blagoevgrad,2020,46,0,0.0,0.0,1.0,0.0,2.0,0.6,0.8,1.96,0.7,-0.09999999999999998,1.2999999999999998,-0.6,0.7,-100.0,0.0,0.6 (±0.7),-0.6 (±0.7),-100.0% (±0.0%)
Female,Blagoevgrad,2020,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Blagoevgrad,2020,48,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,2.0,0.0,0.0,,0.0 (±0.0),2.0 (±0.0),0.0% (±nan%)
Female,Blagoevgrad,2020,49,1,0.0,0.0,0.0,1.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,0.8,0.4,400.0,333.3,0.2 (±0.4),0.8 (±0.4),400.0% (±333.3%)
Female,Blagoevgrad,2020,50,0,0.0,1.0,0.0,0.0,1.0,0.4,0.5,1.96,0.4,0.0,0.8,-0.4,0.4,-100.0,0.0,0.4 (±0.4),-0.4 (±0.4),-100.0% (±0.0%)
Female,Blagoevgrad,2020,51,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,2.0,0.0,0.0,,0.0 (±0.0),2.0 (±0.0),0.0% (±nan%)
Female,Blagoevgrad,2020,52,0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,-0.2,0.4,-100.0,0.0,0.2 (±0.4),-0.2 (±0.4),-100.0% (±0.0%)
Female,Blagoevgrad,2020,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Bulgaria,2020,10,6,3.0,7.0,9.0,15.0,11.0,9.0,4.0,1.96,3.5,5.5,12.5,-3.0,3.5,-33.3,18.7,9.0 (±3.5),-3.0 (±3.5),-33.3% (±18.7%)
Female,Bulgaria,2020,11,8,9.0,6.0,9.0,2.0,10.0,7.2,2.9,1.96,2.5,4.7,9.7,0.8,2.5,11.1,28.6,7.2 (±2.5),0.8 (±2.5),11.1% (±28.6%)
Female,Bulgaria,2020,12,7,7.0,7.0,4.0,9.0,16.0,8.6,4.0,1.96,3.5,5.1,12.1,-1.6,3.5,-18.6,23.5,8.6 (±3.5),-1.6 (±3.5),-18.6% (±23.5%)
Female,Bulgaria,2020,13,3,13.0,12.0,6.0,5.0,6.0,8.4,3.4,1.96,3.0,5.4,11.4,-5.4,3.0,-64.3,9.4,8.4 (±3.0),-5.4 (±3.0),-64.3% (±9.4%)
Female,Bulgaria,2020,14,5,9.0,4.0,7.0,4.0,5.0,5.8,1.9,1.96,1.7,4.1,7.5,-0.8,1.7,-13.8,19.5,5.8 (±1.7),-0.8 (±1.7),-13.8% (±19.5%)
Female,Bulgaria,2020,15,14,5.0,8.0,4.0,8.0,12.0,7.4,2.8,1.96,2.5,4.9,9.9,6.6,2.5,89.2,47.8,7.4 (±2.5),6.6 (±2.5),89.2% (±47.8%)
Female,Bulgaria,2020,16,6,12.0,8.0,5.0,6.0,3.0,6.8,3.1,1.96,2.7,4.1,9.5,-0.8,2.7,-11.8,25.0,6.8 (±2.7),-0.8 (±2.7),-11.8% (±25.0%)
Female,Bulgaria,2020,17,3,6.0,9.0,9.0,12.0,1.0,7.4,3.7,1.96,3.2,4.2,10.600000000000001,-4.4,3.2,-59.5,12.2,7.4 (±3.2),-4.4 (±3.2),-59.5% (±12.2%)
Female,Bulgaria,2020,18,8,9.0,4.0,2.0,5.0,5.0,5.0,2.3,1.96,2.0,3.0,7.0,3.0,2.0,60.0,45.7,5.0 (±2.0),3.0 (±2.0),60.0% (±45.7%)
Female,Bulgaria,2020,19,2,6.0,6.0,3.0,11.0,11.0,7.4,3.1,1.96,2.7,4.7,10.100000000000001,-5.4,2.7,-73.0,7.2,7.4 (±2.7),-5.4 (±2.7),-73.0% (±7.2%)
Female,Bulgaria,2020,20,2,6.0,4.0,13.0,10.0,7.0,8.0,3.2,1.96,2.8,5.2,10.8,-6.0,2.8,-75.0,6.5,8.0 (±2.8),-6.0 (±2.8),-75.0% (±6.5%)
Female,Bulgaria,2020,21,6,10.0,8.0,8.0,9.0,7.0,8.4,1.0,1.96,0.9,7.5,9.3,-2.4,0.9,-28.6,6.9,8.4 (±0.9),-2.4 (±0.9),-28.6% (±6.9%)
Female,Bulgaria,2020,22,4,3.0,7.0,7.0,9.0,9.0,7.0,2.2,1.96,1.9,5.1,8.9,-3.0,1.9,-42.9,12.2,7.0 (±1.9),-3.0 (±1.9),-42.9% (±12.2%)
Female,Bulgaria,2020,23,2,13.0,3.0,9.0,6.0,11.0,8.4,3.6,1.96,3.2,5.2,11.600000000000001,-6.4,3.2,-76.2,6.6,8.4 (±3.2),-6.4 (±3.2),-76.2% (±6.6%)
Female,Bulgaria,2020,24,3,6.0,7.0,7.0,2.0,3.0,5.0,2.1,1.96,1.8,3.2,6.8,-2.0,1.8,-40.0,15.9,5.0 (±1.8),-2.0 (±1.8),-40.0% (±15.9%)
Female,Bulgaria,2020,25,5,10.0,6.0,13.0,8.0,6.0,8.6,2.7,1.96,2.4,6.199999999999999,11.0,-3.6,2.4,-41.9,12.6,8.6 (±2.4),-3.6 (±2.4),-41.9% (±12.6%)
Female,Bulgaria,2020,26,7,12.0,9.0,5.0,11.0,6.0,8.6,2.7,1.96,2.4,6.199999999999999,11.0,-1.6,2.4,-18.6,17.8,8.6 (±2.4),-1.6 (±2.4),-18.6% (±17.8%)
Female,Bulgaria,2020,27,6,6.0,11.0,10.0,4.0,5.0,7.2,2.8,1.96,2.5,4.7,9.7,-1.2,2.5,-16.7,21.4,7.2 (±2.5),-1.2 (±2.5),-16.7% (±21.4%)
Female,Bulgaria,2020,28,8,7.0,5.0,11.0,11.0,6.0,8.0,2.5,1.96,2.2,5.8,10.2,0.0,2.2,0.0,21.6,8.0 (±2.2),0.0 (±2.2),0.0% (±21.6%)
Female,Bulgaria,2020,29,9,3.0,5.0,3.0,4.0,4.0,3.8,0.7,1.96,0.6,3.1999999999999997,4.3999999999999995,5.2,0.6,136.8,32.3,3.8 (±0.6),5.2 (±0.6),136.8% (±32.3%)
Female,Bulgaria,2020,30,8,6.0,5.0,4.0,7.0,6.0,5.6,1.0,1.96,0.9,4.699999999999999,6.5,2.4,0.9,42.9,19.8,5.6 (±0.9),2.4 (±0.9),42.9% (±19.8%)
Female,Bulgaria,2020,31,5,12.0,7.0,5.0,7.0,3.0,6.8,3.0,1.96,2.6,4.199999999999999,9.4,-1.8,2.6,-26.5,20.3,6.8 (±2.6),-1.8 (±2.6),-26.5% (±20.3%)
Female,Bulgaria,2020,32,7,4.0,9.0,14.0,5.0,8.0,8.0,3.5,1.96,3.1,4.9,11.1,-1.0,3.1,-12.5,24.4,8.0 (±3.1),-1.0 (±3.1),-12.5% (±24.4%)
Female,Bulgaria,2020,33,7,11.0,5.0,10.0,7.0,2.0,7.0,3.3,1.96,2.9,4.1,9.9,0.0,2.9,0.0,29.3,7.0 (±2.9),0.0 (±2.9),0.0% (±29.3%)
Female,Bulgaria,2020,34,10,8.0,9.0,7.0,9.0,9.0,8.4,0.8,1.96,0.7,7.7,9.1,1.6,0.7,19.0,9.1,8.4 (±0.7),1.6 (±0.7),19.0% (±9.1%)
Female,Bulgaria,2020,35,9,11.0,5.0,4.0,9.0,5.0,6.8,2.7,1.96,2.4,4.4,9.2,2.2,2.4,32.4,34.6,6.8 (±2.4),2.2 (±2.4),32.4% (±34.6%)
Female,Bulgaria,2020,36,5,9.0,6.0,7.0,7.0,5.0,6.8,1.3,1.96,1.1,5.699999999999999,7.9,-1.8,1.1,-26.5,10.2,6.8 (±1.1),-1.8 (±1.1),-26.5% (±10.2%)
Female,Bulgaria,2020,37,4,5.0,10.0,7.0,5.0,3.0,6.0,2.4,1.96,2.1,3.9,8.1,-2.0,2.1,-33.3,17.3,6.0 (±2.1),-2.0 (±2.1),-33.3% (±17.3%)
Female,Bulgaria,2020,38,8,7.0,8.0,4.0,5.0,9.0,6.6,1.9,1.96,1.7,4.8999999999999995,8.299999999999999,1.4,1.7,21.2,24.8,6.6 (±1.7),1.4 (±1.7),21.2% (±24.8%)
Female,Bulgaria,2020,39,9,5.0,7.0,6.0,7.0,7.0,6.4,0.8,1.96,0.7,5.7,7.1000000000000005,2.6,0.7,40.6,13.8,6.4 (±0.7),2.6 (±0.7),40.6% (±13.8%)
Female,Bulgaria,2020,40,6,8.0,7.0,3.0,6.0,8.0,6.4,1.9,1.96,1.7,4.7,8.1,-0.4,1.7,-6.3,19.6,6.4 (±1.7),-0.4 (±1.7),-6.3% (±19.6%)
Female,Bulgaria,2020,41,11,8.0,12.0,5.0,6.0,1.0,6.4,3.6,1.96,3.2,3.2,9.600000000000001,4.6,3.2,71.9,57.3,6.4 (±3.2),4.6 (±3.2),71.9% (±57.3%)
Female,Bulgaria,2020,42,5,2.0,7.0,14.0,6.0,4.0,6.6,4.1,1.96,3.6,2.9999999999999996,10.2,-1.6,3.6,-24.2,26.8,6.6 (±3.6),-1.6 (±3.6),-24.2% (±26.8%)
Female,Bulgaria,2020,43,7,7.0,4.0,5.0,10.0,8.0,6.8,2.1,1.96,1.8,5.0,8.6,0.2,1.8,2.9,21.5,6.8 (±1.8),0.2 (±1.8),2.9% (±21.5%)
Female,Bulgaria,2020,44,10,9.0,5.0,5.0,4.0,4.0,5.4,1.9,1.96,1.7,3.7,7.1000000000000005,4.6,1.7,85.2,44.4,5.4 (±1.7),4.6 (±1.7),85.2% (±44.4%)
Female,Bulgaria,2020,45,5,11.0,7.0,8.0,6.0,9.0,8.2,1.7,1.96,1.5,6.699999999999999,9.7,-3.2,1.5,-39.0,9.5,8.2 (±1.5),-3.2 (±1.5),-39.0% (±9.5%)
Female,Bulgaria,2020,46,10,7.0,7.0,10.0,2.0,12.0,7.6,3.4,1.96,3.0,4.6,10.6,2.4,3.0,31.6,37.3,7.6 (±3.0),2.4 (±3.0),31.6% (±37.3%)
Female,Bulgaria,2020,47,12,4.0,15.0,8.0,7.0,6.0,8.0,3.7,1.96,3.2,4.8,11.2,4.0,3.2,50.0,42.9,8.0 (±3.2),4.0 (±3.2),50.0% (±42.9%)
Female,Bulgaria,2020,48,8,1.0,5.0,5.0,3.0,6.0,4.0,1.8,1.96,1.6,2.4,5.6,4.0,1.6,100.0,57.1,4.0 (±1.6),4.0 (±1.6),100.0% (±57.1%)
Female,Bulgaria,2020,49,7,4.0,4.0,3.0,8.0,7.0,5.2,1.9,1.96,1.7,3.5,6.9,1.8,1.7,34.6,33.2,5.2 (±1.7),1.8 (±1.7),34.6% (±33.2%)
Female,Bulgaria,2020,50,11,4.0,8.0,7.0,6.0,14.0,7.8,3.4,1.96,3.0,4.8,10.8,3.2,3.0,41.0,39.1,7.8 (±3.0),3.2 (±3.0),41.0% (±39.1%)
Female,Bulgaria,2020,51,11,8.0,4.0,4.0,11.0,7.0,6.8,2.6,1.96,2.3,4.5,9.1,4.2,2.3,61.8,40.9,6.8 (±2.3),4.2 (±2.3),61.8% (±40.9%)
Female,Bulgaria,2020,52,10,11.0,4.0,4.0,11.0,12.0,8.4,3.6,1.96,3.2,5.2,11.600000000000001,1.6,3.2,19.0,32.8,8.4 (±3.2),1.6 (±3.2),19.0% (±32.8%)
Female,Bulgaria,2020,53,10,11.0,4.0,4.0,11.0,12.0,11.0,3.6,1.96,3.2,7.8,14.2,-1.0,3.2,-9.1,20.5,11.0 (±3.2),-1.0 (±3.2),-9.1% (±20.5%)
Female,Burgas,2020,10,0,0.0,0.0,0.0,1.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,-0.2,0.4,-100.0,0.0,0.2 (±0.4),-0.2 (±0.4),-100.0% (±0.0%)
Female,Burgas,2020,11,1,1.0,0.0,2.0,0.0,2.0,1.0,0.9,1.96,0.8,0.19999999999999996,1.8,0.0,0.8,0.0,44.4,1.0 (±0.8),0.0 (±0.8),0.0% (±44.4%)
Female,Burgas,2020,12,0,1.0,0.0,0.0,0.0,2.0,0.6,0.8,1.96,0.7,-0.09999999999999998,1.2999999999999998,-0.6,0.7,-100.0,0.0,0.6 (±0.7),-0.6 (±0.7),-100.0% (±0.0%)
Female,Burgas,2020,13,1,0.0,1.0,0.0,1.0,0.0,0.4,0.5,1.96,0.4,0.0,0.8,0.6,0.4,150.0,125.0,0.4 (±0.4),0.6 (±0.4),150.0% (±125.0%)
Female,Burgas,2020,14,0,1.0,0.0,1.0,1.0,1.0,0.8,0.4,1.96,0.4,0.4,1.2000000000000002,-0.8,0.4,-100.0,0.0,0.8 (±0.4),-0.8 (±0.4),-100.0% (±0.0%)
Female,Burgas,2020,15,1,0.0,2.0,1.0,0.0,1.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,0.2,0.6,25.0,53.6,0.8 (±0.6),0.2 (±0.6),25.0% (±53.6%)
Female,Burgas,2020,16,1,1.0,2.0,0.0,0.0,0.0,0.6,0.8,1.96,0.7,-0.09999999999999998,1.2999999999999998,0.4,0.7,66.7,89.8,0.6 (±0.7),0.4 (±0.7),66.7% (±89.8%)
Female,Burgas,2020,17,0,0.0,4.0,0.0,1.0,0.0,1.0,1.5,1.96,1.3,-0.30000000000000004,2.3,-1.0,1.3,-100.0,0.0,1.0 (±1.3),-1.0 (±1.3),-100.0% (±0.0%)
Female,Burgas,2020,18,2,1.0,1.0,0.0,2.0,0.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,1.2,0.6,150.0,107.1,0.8 (±0.6),1.2 (±0.6),150.0% (±107.1%)
Female,Burgas,2020,19,0,1.0,2.0,1.0,1.0,1.0,1.2,0.4,1.96,0.4,0.7999999999999999,1.6,-1.2,0.4,-100.0,0.0,1.2 (±0.4),-1.2 (±0.4),-100.0% (±0.0%)
Female,Burgas,2020,20,0,0.0,1.0,0.0,1.0,1.0,0.6,0.5,1.96,0.4,0.19999999999999996,1.0,-0.6,0.4,-100.0,0.0,0.6 (±0.4),-0.6 (±0.4),-100.0% (±0.0%)
Female,Burgas,2020,21,1,0.0,0.0,0.0,1.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,0.8,0.4,400.0,333.3,0.2 (±0.4),0.8 (±0.4),400.0% (±333.3%)
Female,Burgas,2020,22,0,0.0,0.0,0.0,2.0,0.0,0.4,0.8,1.96,0.7,-0.29999999999999993,1.1,-0.4,0.7,-100.0,0.0,0.4 (±0.7),-0.4 (±0.7),-100.0% (±0.0%)
Female,Burgas,2020,23,1,0.0,0.0,0.0,0.0,2.0,0.4,0.8,1.96,0.7,-0.29999999999999993,1.1,0.6,0.7,150.0,159.1,0.4 (±0.7),0.6 (±0.7),150.0% (±159.1%)
Female,Burgas,2020,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Burgas,2020,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,1.0,0.0,0.0,,0.0 (±0.0),1.0 (±0.0),0.0% (±nan%)
Female,Burgas,2020,26,0,1.0,3.0,0.0,0.0,0.0,0.8,1.2,1.96,1.1,-0.30000000000000004,1.9000000000000001,-0.8,1.1,-100.0,0.0,0.8 (±1.1),-0.8 (±1.1),-100.0% (±0.0%)
Female,Burgas,2020,27,0,1.0,1.0,1.0,0.0,0.0,0.6,0.5,1.96,0.4,0.19999999999999996,1.0,-0.6,0.4,-100.0,0.0,0.6 (±0.4),-0.6 (±0.4),-100.0% (±0.0%)
Female,Burgas,2020,28,0,0.0,0.0,2.0,0.0,0.0,0.4,0.8,1.96,0.7,-0.29999999999999993,1.1,-0.4,0.7,-100.0,0.0,0.4 (±0.7),-0.4 (±0.7),-100.0% (±0.0%)
Female,Burgas,2020,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,1.0,0.0,0.0,,0.0 (±0.0),1.0 (±0.0),0.0% (±nan%)
Female,Burgas,2020,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Burgas,2020,31,0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,-0.2,0.4,-100.0,0.0,0.2 (±0.4),-0.2 (±0.4),-100.0% (±0.0%)
Female,Burgas,2020,32,0,0.0,1.0,2.0,0.0,0.0,0.6,0.8,1.96,0.7,-0.09999999999999998,1.2999999999999998,-0.6,0.7,-100.0,0.0,0.6 (±0.7),-0.6 (±0.7),-100.0% (±0.0%)
Female,Burgas,2020,33,0,0.0,0.0,1.0,0.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,-0.2,0.4,-100.0,0.0,0.2 (±0.4),-0.2 (±0.4),-100.0% (±0.0%)
Female,Burgas,2020,34,0,1.0,0.0,0.0,0.0,2.0,0.6,0.8,1.96,0.7,-0.09999999999999998,1.2999999999999998,-0.6,0.7,-100.0,0.0,0.6 (±0.7),-0.6 (±0.7),-100.0% (±0.0%)
Female,Burgas,2020,35,0,0.0,1.0,1.0,0.0,0.0,0.4,0.5,1.96,0.4,0.0,0.8,-0.4,0.4,-100.0,0.0,0.4 (±0.4),-0.4 (±0.4),-100.0% (±0.0%)
Female,Burgas,2020,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Burgas,2020,37,0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,1.96,0.4,-0.2,0.6000000000000001,-0.2,0.4,-100.0,0.0,0.2 (±0.4),-0.2 (±0.4),-100.0% (±0.0%)
Female,Burgas,2020,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Burgas,2020,39,2,2.0,0.0,0.0,0.0,0.0,0.4,0.8,1.96,0.7,-0.29999999999999993,1.1,1.6,0.7,400.0,318.2,0.4 (±0.7),1.6 (±0.7),400.0% (±318.2%)
Female,Burgas,2020,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Female,Burgas,2020,41,1,2.0,0.0,2.0,1.0,0.0,1.0,0.9,1.96,0.8,0.19999999999999996,1.8,0.0,0.8,0.0,44.4,1.0 (±0.8),0.0 (±0.8),0.0% (±44.4%)
