Sex,Location,Year,Week,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±
Female,Kyustendil,2020,26,2,0.0,2.0,2.0,2.0,1.0,1.4,0.8,1.96,0.7,0.7,2.0999999999999996,0.6,0.7,42.9,47.7,1.4 (±0.7),0.6 (±0.7),42.9% (±47.7%)
Female,Kyustendil,2020,27,1,3.0,1.0,2.0,0.0,0.0,1.2,1.2,1.96,1.1,0.09999999999999987,2.3,-0.2,1.1,-16.7,39.8,1.2 (±1.1),-0.2 (±1.1),-16.7% (±39.8%)
Female,Kyustendil,2020,28,1,3.0,1.0,1.0,0.0,2.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-0.4,0.9,-28.6,27.9,1.4 (±0.9),-0.4 (±0.9),-28.6% (±27.9%)
Female,Kyustendil,2020,29,1,0.0,1.0,0.0,0.0,1.0,0.4,0.5,1.96,0.4,0.0,0.8,0.6,0.4,150.0,125.0,0.4 (±0.4),0.6 (±0.4),150.0% (±125.0%)
Female,Kyustendil,2020,30,1,0.0,1.0,2.0,3.0,0.0,1.2,1.2,1.96,1.1,0.09999999999999987,2.3,-0.2,1.1,-16.7,39.8,1.2 (±1.1),-0.2 (±1.1),-16.7% (±39.8%)
Female,Kyustendil,2020,31,0,3.0,1.0,2.0,1.0,2.0,1.8,0.7,1.96,0.6,1.2000000000000002,2.4,-1.8,0.6,-100.0,0.0,1.8 (±0.6),-1.8 (±0.6),-100.0% (±0.0%)
Female,Kyustendil,2020,32,2,1.0,0.0,0.0,3.0,0.0,0.8,1.2,1.96,1.1,-0.30000000000000004,1.9000000000000001,1.2,1.1,150.0,144.7,0.8 (±1.1),1.2 (±1.1),150.0% (±144.7%)
Female,Kyustendil,2020,33,1,2.0,2.0,3.0,4.0,0.0,2.2,1.3,1.96,1.1,1.1,3.3000000000000003,-1.2,1.1,-54.5,15.2,2.2 (±1.1),-1.2 (±1.1),-54.5% (±15.2%)
Female,Kyustendil,2020,34,1,0.0,1.0,2.0,1.0,2.0,1.2,0.7,1.96,0.6,0.6,1.7999999999999998,-0.2,0.6,-16.7,27.7,1.2 (±0.6),-0.2 (±0.6),-16.7% (±27.7%)
Female,Kyustendil,2020,35,2,0.0,0.0,1.0,0.0,5.0,1.2,1.9,1.96,1.7,-0.5,2.9,0.8,1.7,66.7,97.7,1.2 (±1.7),0.8 (±1.7),66.7% (±97.7%)
Female,Kyustendil,2020,36,1,2.0,0.0,1.0,0.0,3.0,1.2,1.2,1.96,1.1,0.09999999999999987,2.3,-0.2,1.1,-16.7,39.8,1.2 (±1.1),-0.2 (±1.1),-16.7% (±39.8%)
Female,Kyustendil,2020,37,2,1.0,1.0,1.0,2.0,1.0,1.2,0.4,1.96,0.4,0.7999999999999999,1.6,0.8,0.4,66.7,41.7,1.2 (±0.4),0.8 (±0.4),66.7% (±41.7%)
Female,Kyustendil,2020,38,2,1.0,2.0,0.0,0.0,1.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,1.2,0.6,150.0,107.1,0.8 (±0.6),1.2 (±0.6),150.0% (±107.1%)
Female,Kyustendil,2020,39,5,1.0,2.0,1.0,0.0,2.0,1.2,0.7,1.96,0.6,0.6,1.7999999999999998,3.8,0.6,316.7,138.9,1.2 (±0.6),3.8 (±0.6),316.7% (±138.9%)
Female,Kyustendil,2020,40,1,1.0,3.0,1.0,4.0,2.0,2.2,1.2,1.96,1.1,1.1,3.3000000000000003,-1.2,1.1,-54.5,15.2,2.2 (±1.1),-1.2 (±1.1),-54.5% (±15.2%)
Female,Kyustendil,2020,41,3,0.0,1.0,1.0,0.0,1.0,0.6,0.5,1.96,0.4,0.19999999999999996,1.0,2.4,0.4,400.0,200.0,0.6 (±0.4),2.4 (±0.4),400.0% (±200.0%)
Female,Kyustendil,2020,42,2,1.0,1.0,3.0,0.0,0.0,1.0,1.1,1.96,1.0,0.0,2.0,1.0,1.0,100.0,100.0,1.0 (±1.0),1.0 (±1.0),100.0% (±100.0%)
Female,Kyustendil,2020,43,3,2.0,1.0,3.0,3.0,0.0,1.8,1.2,1.96,1.1,0.7,2.9000000000000004,1.2,1.1,66.7,63.3,1.8 (±1.1),1.2 (±1.1),66.7% (±63.3%)
Female,Kyustendil,2020,44,1,2.0,4.0,0.0,1.0,0.0,1.4,1.5,1.96,1.3,0.09999999999999987,2.7,-0.4,1.3,-28.6,34.4,1.4 (±1.3),-0.4 (±1.3),-28.6% (±34.4%)
Female,Kyustendil,2020,45,0,1.0,3.0,1.0,1.0,1.0,1.4,0.8,1.96,0.7,0.7,2.0999999999999996,-1.4,0.7,-100.0,0.0,1.4 (±0.7),-1.4 (±0.7),-100.0% (±0.0%)
Female,Kyustendil,2020,46,2,1.0,4.0,1.0,1.0,1.0,1.6,1.2,1.96,1.1,0.5,2.7,0.4,1.1,25.0,50.9,1.6 (±1.1),0.4 (±1.1),25.0% (±50.9%)
Female,Kyustendil,2020,47,3,3.0,2.0,3.0,3.0,1.0,2.4,0.8,1.96,0.7,1.7,3.0999999999999996,0.6,0.7,25.0,28.2,2.4 (±0.7),0.6 (±0.7),25.0% (±28.2%)
Female,Kyustendil,2020,48,8,2.0,0.0,2.0,1.0,1.0,1.2,0.7,1.96,0.6,0.6,1.7999999999999998,6.8,0.6,566.7,222.3,1.2 (±0.6),6.8 (±0.6),566.7% (±222.3%)
Female,Kyustendil,2020,49,5,0.0,1.0,5.0,2.0,1.0,1.8,1.7,1.96,1.5,0.30000000000000004,3.3,3.2,1.5,177.8,126.3,1.8 (±1.5),3.2 (±1.5),177.8% (±126.3%)
Female,Kyustendil,2020,50,2,3.0,0.0,1.0,1.0,1.0,1.2,1.0,1.96,0.9,0.29999999999999993,2.1,0.8,0.9,66.7,71.5,1.2 (±0.9),0.8 (±0.9),66.7% (±71.5%)
Female,Kyustendil,2020,51,1,0.0,3.0,1.0,1.0,2.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-0.4,0.9,-28.6,27.9,1.4 (±0.9),-0.4 (±0.9),-28.6% (±27.9%)
Female,Kyustendil,2020,52,3,3.0,1.0,3.0,2.0,1.0,2.0,0.9,1.96,0.8,1.2,2.8,1.0,0.8,50.0,42.9,2.0 (±0.8),1.0 (±0.8),50.0% (±42.9%)
Female,Kyustendil,2020,53,4,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.96,0.9,-0.9,0.9,4.0,0.9,0.0,-344.4,0.0 (±0.9),4.0 (±0.9),0.0% (±-344.4%)
Female,Lovech,2020,10,1,3.0,2.0,0.0,3.0,1.0,1.8,1.2,1.96,1.1,0.7,2.9000000000000004,-0.8,1.1,-44.4,21.1,1.8 (±1.1),-0.8 (±1.1),-44.4% (±21.1%)
Female,Lovech,2020,11,1,4.0,4.0,1.0,1.0,0.0,2.0,1.7,1.96,1.5,0.5,3.5,-1.0,1.5,-50.0,21.4,2.0 (±1.5),-1.0 (±1.5),-50.0% (±21.4%)
Female,Lovech,2020,12,1,2.0,1.0,1.0,3.0,1.0,1.6,0.8,1.96,0.7,0.9000000000000001,2.3,-0.6,0.7,-37.5,19.0,1.6 (±0.7),-0.6 (±0.7),-37.5% (±19.0%)
Female,Lovech,2020,13,3,4.0,1.0,0.0,2.0,3.0,2.0,1.4,1.96,1.2,0.8,3.2,1.0,1.2,50.0,56.3,2.0 (±1.2),1.0 (±1.2),50.0% (±56.3%)
Female,Lovech,2020,14,1,3.0,0.0,1.0,1.0,5.0,2.0,1.8,1.96,1.6,0.3999999999999999,3.6,-1.0,1.6,-50.0,22.2,2.0 (±1.6),-1.0 (±1.6),-50.0% (±22.2%)
Female,Lovech,2020,15,0,1.0,2.0,1.0,3.0,0.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-1.4,0.9,-100.0,0.0,1.4 (±0.9),-1.4 (±0.9),-100.0% (±0.0%)
Female,Lovech,2020,16,0,1.0,0.0,0.0,0.0,3.0,0.8,1.2,1.96,1.1,-0.30000000000000004,1.9000000000000001,-0.8,1.1,-100.0,0.0,0.8 (±1.1),-0.8 (±1.1),-100.0% (±0.0%)
Female,Lovech,2020,17,1,2.0,0.0,1.0,2.0,1.0,1.2,0.7,1.96,0.6,0.6,1.7999999999999998,-0.2,0.6,-16.7,27.7,1.2 (±0.6),-0.2 (±0.6),-16.7% (±27.7%)
Female,Lovech,2020,18,2,1.0,0.0,0.0,3.0,4.0,1.6,1.6,1.96,1.4,0.20000000000000018,3.0,0.4,1.4,25.0,58.3,1.6 (±1.4),0.4 (±1.4),25.0% (±58.3%)
Female,Lovech,2020,19,2,0.0,0.0,1.0,1.0,1.0,0.6,0.5,1.96,0.4,0.19999999999999996,1.0,1.4,0.4,233.3,133.3,0.6 (±0.4),1.4 (±0.4),233.3% (±133.3%)
Female,Lovech,2020,20,3,4.0,4.0,5.0,2.0,3.0,3.6,1.0,1.96,0.9,2.7,4.5,-0.6,0.9,-16.7,16.6,3.6 (±0.9),-0.6 (±0.9),-16.7% (±16.6%)
Female,Lovech,2020,21,1,1.0,1.0,0.0,2.0,0.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,0.2,0.6,25.0,53.6,0.8 (±0.6),0.2 (±0.6),25.0% (±53.6%)
Female,Lovech,2020,22,0,1.0,3.0,1.0,2.0,2.0,1.8,0.7,1.96,0.6,1.2000000000000002,2.4,-1.8,0.6,-100.0,0.0,1.8 (±0.6),-1.8 (±0.6),-100.0% (±0.0%)
Female,Lovech,2020,23,0,2.0,1.0,1.0,3.0,2.0,1.8,0.7,1.96,0.6,1.2000000000000002,2.4,-1.8,0.6,-100.0,0.0,1.8 (±0.6),-1.8 (±0.6),-100.0% (±0.0%)
Female,Lovech,2020,24,2,3.0,3.0,3.0,2.0,0.0,2.2,1.2,1.96,1.1,1.1,3.3000000000000003,-0.2,1.1,-9.1,30.3,2.2 (±1.1),-0.2 (±1.1),-9.1% (±30.3%)
Female,Lovech,2020,25,0,3.0,3.0,1.0,3.0,0.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,-2.0,1.1,-100.0,0.0,2.0 (±1.1),-2.0 (±1.1),-100.0% (±0.0%)
Female,Lovech,2020,26,2,3.0,4.0,1.0,1.0,0.0,1.8,1.5,1.96,1.3,0.5,3.1,0.2,1.3,11.1,46.6,1.8 (±1.3),0.2 (±1.3),11.1% (±46.6%)
Female,Lovech,2020,27,3,0.0,1.0,4.0,2.0,2.0,1.8,1.3,1.96,1.1,0.7,2.9000000000000004,1.2,1.1,66.7,63.3,1.8 (±1.1),1.2 (±1.1),66.7% (±63.3%)
Female,Lovech,2020,28,2,1.0,2.0,1.0,3.0,2.0,1.8,0.7,1.96,0.6,1.2000000000000002,2.4,0.2,0.6,11.1,27.8,1.8 (±0.6),0.2 (±0.6),11.1% (±27.8%)
Female,Lovech,2020,29,1,0.0,1.0,0.0,1.0,3.0,1.0,1.1,1.96,1.0,0.0,2.0,0.0,1.0,0.0,50.0,1.0 (±1.0),0.0 (±1.0),0.0% (±50.0%)
Female,Lovech,2020,30,0,2.0,1.0,1.0,0.0,3.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,-1.4,0.9,-100.0,0.0,1.4 (±0.9),-1.4 (±0.9),-100.0% (±0.0%)
Female,Lovech,2020,31,1,0.0,0.0,0.0,0.0,2.0,0.4,0.8,1.96,0.7,-0.29999999999999993,1.1,0.6,0.7,150.0,159.1,0.4 (±0.7),0.6 (±0.7),150.0% (±159.1%)
Female,Lovech,2020,32,2,2.0,2.0,2.0,4.0,3.0,2.6,0.8,1.96,0.7,1.9000000000000001,3.3,-0.6,0.7,-23.1,16.3,2.6 (±0.7),-0.6 (±0.7),-23.1% (±16.3%)
Female,Lovech,2020,33,0,6.0,2.0,0.0,2.0,1.0,2.2,2.0,1.96,1.8,0.40000000000000013,4.0,-2.2,1.8,-100.0,0.0,2.2 (±1.8),-2.2 (±1.8),-100.0% (±0.0%)
Female,Lovech,2020,34,1,1.0,0.0,1.0,1.0,2.0,1.0,0.6,1.96,0.5,0.5,1.5,0.0,0.5,0.0,33.3,1.0 (±0.5),0.0 (±0.5),0.0% (±33.3%)
Female,Lovech,2020,35,0,1.0,0.0,0.0,1.0,1.0,0.6,0.5,1.96,0.4,0.19999999999999996,1.0,-0.6,0.4,-100.0,0.0,0.6 (±0.4),-0.6 (±0.4),-100.0% (±0.0%)
Female,Lovech,2020,36,1,4.0,1.0,1.0,0.0,0.0,1.2,1.5,1.96,1.3,-0.10000000000000009,2.5,-0.2,1.3,-16.7,43.3,1.2 (±1.3),-0.2 (±1.3),-16.7% (±43.3%)
Female,Lovech,2020,37,2,1.0,1.0,3.0,5.0,3.0,2.6,1.5,1.96,1.3,1.3,3.9000000000000004,-0.6,1.3,-23.1,25.6,2.6 (±1.3),-0.6 (±1.3),-23.1% (±25.6%)
Female,Lovech,2020,38,0,0.0,1.0,1.0,2.0,0.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,-0.8,0.6,-100.0,0.0,0.8 (±0.6),-0.8 (±0.6),-100.0% (±0.0%)
Female,Lovech,2020,39,2,2.0,1.0,3.0,2.0,1.0,1.8,0.7,1.96,0.6,1.2000000000000002,2.4,0.2,0.6,11.1,27.8,1.8 (±0.6),0.2 (±0.6),11.1% (±27.8%)
Female,Lovech,2020,40,1,2.0,2.0,0.0,1.0,3.0,1.6,1.0,1.96,0.9,0.7000000000000001,2.5,-0.6,0.9,-37.5,22.5,1.6 (±0.9),-0.6 (±0.9),-37.5% (±22.5%)
Female,Lovech,2020,41,1,0.0,1.0,3.0,0.0,1.0,1.0,1.1,1.96,1.0,0.0,2.0,0.0,1.0,0.0,50.0,1.0 (±1.0),0.0 (±1.0),0.0% (±50.0%)
Female,Lovech,2020,42,0,2.0,1.0,2.0,1.0,0.0,1.2,0.7,1.96,0.6,0.6,1.7999999999999998,-1.2,0.6,-100.0,0.0,1.2 (±0.6),-1.2 (±0.6),-100.0% (±0.0%)
Female,Lovech,2020,43,2,2.0,0.0,0.0,1.0,3.0,1.2,1.2,1.96,1.1,0.09999999999999987,2.3,0.8,1.1,66.7,79.7,1.2 (±1.1),0.8 (±1.1),66.7% (±79.7%)
Female,Lovech,2020,44,1,4.0,1.0,2.0,2.0,2.0,2.2,1.0,1.96,0.9,1.3000000000000003,3.1,-1.2,0.9,-54.5,13.2,2.2 (±0.9),-1.2 (±0.9),-54.5% (±13.2%)
Female,Lovech,2020,45,0,3.0,2.0,1.0,2.0,1.0,1.8,0.7,1.96,0.6,1.2000000000000002,2.4,-1.8,0.6,-100.0,0.0,1.8 (±0.6),-1.8 (±0.6),-100.0% (±0.0%)
Female,Lovech,2020,46,2,1.0,4.0,2.0,2.0,0.0,1.8,1.3,1.96,1.1,0.7,2.9000000000000004,0.2,1.1,11.1,42.1,1.8 (±1.1),0.2 (±1.1),11.1% (±42.1%)
Female,Lovech,2020,47,1,2.0,2.0,1.0,3.0,2.0,2.0,0.6,1.96,0.5,1.5,2.5,-1.0,0.5,-50.0,10.0,2.0 (±0.5),-1.0 (±0.5),-50.0% (±10.0%)
Female,Lovech,2020,48,6,2.0,1.0,1.0,4.0,3.0,2.2,1.2,1.96,1.1,1.1,3.3000000000000003,3.8,1.1,172.7,90.9,2.2 (±1.1),3.8 (±1.1),172.7% (±90.9%)
Female,Lovech,2020,49,2,1.0,1.0,1.0,0.0,3.0,1.2,1.0,1.96,0.9,0.29999999999999993,2.1,0.8,0.9,66.7,71.5,1.2 (±0.9),0.8 (±0.9),66.7% (±71.5%)
Female,Lovech,2020,50,4,0.0,0.0,1.0,5.0,1.0,1.4,1.9,1.96,1.7,-0.30000000000000004,3.0999999999999996,2.6,1.7,185.7,156.7,1.4 (±1.7),2.6 (±1.7),185.7% (±156.7%)
Female,Lovech,2020,51,4,5.0,2.0,3.0,2.0,0.0,2.4,1.6,1.96,1.4,1.0,3.8,1.6,1.4,66.7,61.4,2.4 (±1.4),1.6 (±1.4),66.7% (±61.4%)
Female,Lovech,2020,52,2,0.0,2.0,0.0,2.0,3.0,1.4,1.2,1.96,1.1,0.2999999999999998,2.5,0.6,1.1,42.9,62.9,1.4 (±1.1),0.6 (±1.1),42.9% (±62.9%)
Female,Lovech,2020,53,2,3.0,2.0,0.0,2.0,3.0,3.0,1.1,1.96,1.0,2.0,4.0,-1.0,1.0,-33.3,16.7,3.0 (±1.0),-1.0 (±1.0),-33.3% (±16.7%)
Female,Montana,2020,10,2,4.0,1.0,3.0,0.0,1.0,1.8,1.5,1.96,1.3,0.5,3.1,0.2,1.3,11.1,46.6,1.8 (±1.3),0.2 (±1.3),11.1% (±46.6%)
Female,Montana,2020,11,3,2.0,1.0,1.0,0.0,3.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,1.6,0.9,114.3,83.9,1.4 (±0.9),1.6 (±0.9),114.3% (±83.9%)
Female,Montana,2020,12,3,3.0,2.0,5.0,1.0,1.0,2.4,1.5,1.96,1.3,1.0999999999999999,3.7,0.6,1.3,25.0,43.9,2.4 (±1.3),0.6 (±1.3),25.0% (±43.9%)
Female,Montana,2020,13,1,1.0,2.0,1.0,2.0,2.0,1.6,0.5,1.96,0.4,1.2000000000000002,2.0,-0.6,0.4,-37.5,12.5,1.6 (±0.4),-0.6 (±0.4),-37.5% (±12.5%)
Female,Montana,2020,14,3,3.0,2.0,2.0,4.0,2.0,2.6,0.8,1.96,0.7,1.9000000000000001,3.3,0.4,0.7,15.4,24.5,2.6 (±0.7),0.4 (±0.7),15.4% (±24.5%)
Female,Montana,2020,15,1,2.0,4.0,3.0,3.0,3.0,3.0,0.6,1.96,0.5,2.5,3.5,-2.0,0.5,-66.7,4.7,3.0 (±0.5),-2.0 (±0.5),-66.7% (±4.7%)
Female,Montana,2020,16,1,0.0,0.0,1.0,2.0,2.0,1.0,0.9,1.96,0.8,0.19999999999999996,1.8,0.0,0.8,0.0,44.4,1.0 (±0.8),0.0 (±0.8),0.0% (±44.4%)
Female,Montana,2020,17,1,2.0,2.0,0.0,0.0,1.0,1.0,0.9,1.96,0.8,0.19999999999999996,1.8,0.0,0.8,0.0,44.4,1.0 (±0.8),0.0 (±0.8),0.0% (±44.4%)
Female,Montana,2020,18,0,0.0,0.0,3.0,2.0,2.0,1.4,1.2,1.96,1.1,0.2999999999999998,2.5,-1.4,1.1,-100.0,0.0,1.4 (±1.1),-1.4 (±1.1),-100.0% (±0.0%)
Female,Montana,2020,19,0,1.0,0.0,3.0,0.0,0.0,0.8,1.2,1.96,1.1,-0.30000000000000004,1.9000000000000001,-0.8,1.1,-100.0,0.0,0.8 (±1.1),-0.8 (±1.1),-100.0% (±0.0%)
Female,Montana,2020,20,2,3.0,1.0,3.0,2.0,0.0,1.8,1.2,1.96,1.1,0.7,2.9000000000000004,0.2,1.1,11.1,42.1,1.8 (±1.1),0.2 (±1.1),11.1% (±42.1%)
Female,Montana,2020,21,3,1.0,2.0,2.0,5.0,1.0,2.2,1.5,1.96,1.3,0.9000000000000001,3.5,0.8,1.3,36.4,50.7,2.2 (±1.3),0.8 (±1.3),36.4% (±50.7%)
Female,Montana,2020,22,4,2.0,2.0,1.0,0.0,4.0,1.8,1.3,1.96,1.1,0.7,2.9000000000000004,2.2,1.1,122.2,84.3,1.8 (±1.1),2.2 (±1.1),122.2% (±84.3%)
Female,Montana,2020,23,1,0.0,1.0,0.0,3.0,3.0,1.4,1.4,1.96,1.2,0.19999999999999996,2.5999999999999996,-0.4,1.2,-28.6,32.9,1.4 (±1.2),-0.4 (±1.2),-28.6% (±32.9%)
Female,Montana,2020,24,5,2.0,2.0,0.0,2.0,4.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,3.0,1.1,150.0,88.7,2.0 (±1.1),3.0 (±1.1),150.0% (±88.7%)
Female,Montana,2020,25,1,5.0,2.0,3.0,2.0,2.0,2.8,1.2,1.96,1.1,1.6999999999999997,3.9,-1.8,1.1,-64.3,10.1,2.8 (±1.1),-1.8 (±1.1),-64.3% (±10.1%)
Female,Montana,2020,26,4,1.0,1.0,5.0,4.0,0.0,2.2,1.9,1.96,1.7,0.5000000000000002,3.9000000000000004,1.8,1.7,81.8,79.2,2.2 (±1.7),1.8 (±1.7),81.8% (±79.2%)
Female,Montana,2020,27,0,4.0,1.0,0.0,2.0,5.0,2.4,1.9,1.96,1.7,0.7,4.1,-2.4,1.7,-100.0,0.0,2.4 (±1.7),-2.4 (±1.7),-100.0% (±0.0%)
Female,Montana,2020,28,2,1.0,0.0,1.0,2.0,2.0,1.2,0.7,1.96,0.6,0.6,1.7999999999999998,0.8,0.6,66.7,55.6,1.2 (±0.6),0.8 (±0.6),66.7% (±55.6%)
Female,Montana,2020,29,3,0.0,3.0,3.0,5.0,1.0,2.4,1.7,1.96,1.5,0.8999999999999999,3.9,0.6,1.5,25.0,48.1,2.4 (±1.5),0.6 (±1.5),25.0% (±48.1%)
Female,Montana,2020,30,0,1.0,1.0,3.0,1.0,1.0,1.4,0.8,1.96,0.7,0.7,2.0999999999999996,-1.4,0.7,-100.0,0.0,1.4 (±0.7),-1.4 (±0.7),-100.0% (±0.0%)
Female,Montana,2020,31,2,0.0,2.0,3.0,2.0,2.0,1.8,1.0,1.96,0.9,0.9,2.7,0.2,0.9,11.1,37.0,1.8 (±0.9),0.2 (±0.9),11.1% (±37.0%)
Female,Montana,2020,32,1,0.0,2.0,0.0,3.0,1.0,1.2,1.2,1.96,1.1,0.09999999999999987,2.3,-0.2,1.1,-16.7,39.8,1.2 (±1.1),-0.2 (±1.1),-16.7% (±39.8%)
Female,Montana,2020,33,0,0.0,1.0,1.0,0.0,4.0,1.2,1.5,1.96,1.3,-0.10000000000000009,2.5,-1.2,1.3,-100.0,0.0,1.2 (±1.3),-1.2 (±1.3),-100.0% (±0.0%)
Female,Montana,2020,34,0,4.0,2.0,2.0,1.0,0.0,1.8,1.3,1.96,1.1,0.7,2.9000000000000004,-1.8,1.1,-100.0,0.0,1.8 (±1.1),-1.8 (±1.1),-100.0% (±0.0%)
Female,Montana,2020,35,1,2.0,0.0,2.0,2.0,2.0,1.6,0.8,1.96,0.7,0.9000000000000001,2.3,-0.6,0.7,-37.5,19.0,1.6 (±0.7),-0.6 (±0.7),-37.5% (±19.0%)
Female,Montana,2020,36,3,1.0,1.0,5.0,2.0,4.0,2.6,1.6,1.96,1.4,1.2000000000000002,4.0,0.4,1.4,15.4,40.4,2.6 (±1.4),0.4 (±1.4),15.4% (±40.4%)
Female,Montana,2020,37,0,3.0,1.0,1.0,1.0,2.0,1.6,0.8,1.96,0.7,0.9000000000000001,2.3,-1.6,0.7,-100.0,0.0,1.6 (±0.7),-1.6 (±0.7),-100.0% (±0.0%)
Female,Montana,2020,38,1,3.0,4.0,0.0,3.0,3.0,2.6,1.4,1.96,1.2,1.4000000000000001,3.8,-1.6,1.2,-61.5,12.2,2.6 (±1.2),-1.6 (±1.2),-61.5% (±12.2%)
Female,Montana,2020,39,2,1.0,0.0,1.0,1.0,2.0,1.0,0.6,1.96,0.5,0.5,1.5,1.0,0.5,100.0,66.7,1.0 (±0.5),1.0 (±0.5),100.0% (±66.7%)
Female,Montana,2020,40,5,1.0,0.0,0.0,0.0,2.0,0.6,0.8,1.96,0.7,-0.09999999999999998,1.2999999999999998,4.4,0.7,733.3,448.7,0.6 (±0.7),4.4 (±0.7),733.3% (±448.7%)
Female,Montana,2020,41,1,1.0,3.0,1.0,3.0,1.0,1.8,1.0,1.96,0.9,0.9,2.7,-0.8,0.9,-44.4,18.6,1.8 (±0.9),-0.8 (±0.9),-44.4% (±18.6%)
Female,Montana,2020,42,2,3.0,2.0,1.0,2.0,2.0,2.0,0.6,1.96,0.5,1.5,2.5,0.0,0.5,0.0,20.0,2.0 (±0.5),0.0 (±0.5),0.0% (±20.0%)
Female,Montana,2020,43,2,2.0,4.0,3.0,2.0,0.0,2.2,1.3,1.96,1.1,1.1,3.3000000000000003,-0.2,1.1,-9.1,30.3,2.2 (±1.1),-0.2 (±1.1),-9.1% (±30.3%)
Female,Montana,2020,44,2,3.0,5.0,1.0,0.0,3.0,2.4,1.7,1.96,1.5,0.8999999999999999,3.9,-0.4,1.5,-16.7,32.0,2.4 (±1.5),-0.4 (±1.5),-16.7% (±32.0%)
Female,Montana,2020,45,2,0.0,1.0,1.0,5.0,0.0,1.4,1.9,1.96,1.7,-0.30000000000000004,3.0999999999999996,0.6,1.7,42.9,78.4,1.4 (±1.7),0.6 (±1.7),42.9% (±78.4%)
Female,Montana,2020,46,5,3.0,2.0,0.0,1.0,1.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,3.6,0.9,257.1,139.7,1.4 (±0.9),3.6 (±0.9),257.1% (±139.7%)
Female,Montana,2020,47,7,1.0,2.0,2.0,1.0,3.0,1.8,0.7,1.96,0.6,1.2000000000000002,2.4,5.2,0.6,288.9,97.2,1.8 (±0.6),5.2 (±0.6),288.9% (±97.2%)
Female,Montana,2020,48,5,1.0,2.0,3.0,2.0,4.0,2.4,1.0,1.96,0.9,1.5,3.3,2.6,0.9,108.3,56.8,2.4 (±0.9),2.6 (±0.9),108.3% (±56.8%)
Female,Montana,2020,49,3,0.0,0.0,3.0,7.0,1.0,2.2,2.6,1.96,2.3,-0.09999999999999964,4.5,0.8,2.3,36.4,69.7,2.2 (±2.3),0.8 (±2.3),36.4% (±69.7%)
Female,Montana,2020,50,4,1.0,2.0,5.0,2.0,2.0,2.4,1.4,1.96,1.2,1.2,3.5999999999999996,1.6,1.2,66.7,55.6,2.4 (±1.2),1.6 (±1.2),66.7% (±55.6%)
Female,Montana,2020,51,4,1.0,0.0,2.0,0.0,1.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,3.2,0.6,400.0,214.3,0.8 (±0.6),3.2 (±0.6),400.0% (±214.3%)
Female,Montana,2020,52,4,2.0,3.0,1.0,1.0,0.0,1.4,1.0,1.96,0.9,0.4999999999999999,2.3,2.6,0.9,185.7,111.8,1.4 (±0.9),2.6 (±0.9),185.7% (±111.8%)
Female,Montana,2020,53,4,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.96,0.9,0.09999999999999998,1.9,3.0,0.9,300.0,189.5,1.0 (±0.9),3.0 (±0.9),300.0% (±189.5%)
Female,Pazardzhik,2020,10,3,3.0,1.0,4.0,1.0,2.0,2.2,1.2,1.96,1.1,1.1,3.3000000000000003,0.8,1.1,36.4,45.5,2.2 (±1.1),0.8 (±1.1),36.4% (±45.5%)
Female,Pazardzhik,2020,11,2,3.0,4.0,4.0,3.0,1.0,3.0,1.1,1.96,1.0,2.0,4.0,-1.0,1.0,-33.3,16.7,3.0 (±1.0),-1.0 (±1.0),-33.3% (±16.7%)
Female,Pazardzhik,2020,12,3,4.0,1.0,5.0,2.0,1.0,2.6,1.6,1.96,1.4,1.2000000000000002,4.0,0.4,1.4,15.4,40.4,2.6 (±1.4),0.4 (±1.4),15.4% (±40.4%)
Female,Pazardzhik,2020,13,4,3.0,0.0,2.0,2.0,1.0,1.6,1.0,1.96,0.9,0.7000000000000001,2.5,2.4,0.9,150.0,90.0,1.6 (±0.9),2.4 (±0.9),150.0% (±90.0%)
Female,Pazardzhik,2020,14,6,0.0,5.0,1.0,7.0,5.0,3.6,2.7,1.96,2.4,1.2000000000000002,6.0,2.4,2.4,66.7,66.7,3.6 (±2.4),2.4 (±2.4),66.7% (±66.7%)
Female,Pazardzhik,2020,15,3,2.0,1.0,1.0,2.0,3.0,1.8,0.7,1.96,0.6,1.2000000000000002,2.4,1.2,0.6,66.7,41.7,1.8 (±0.6),1.2 (±0.6),66.7% (±41.7%)
