Age,Sex,Location,Mortality,Year,Week,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc
(55-59),Male,Smolyan,2,2020,49,5.0,5.0,6.0,6.0,7.0,5.8,0.7,1.96,0.6,5.2,6.3999999999999995,-3.8,0.6
(60-64),Male,Smolyan,3,2020,49,5.0,5.0,6.0,6.0,7.0,5.8,0.7,1.96,0.6,5.2,6.3999999999999995,-2.8,0.6
(40-44),Male,Kardzhali,0,2020,49,1.0,5.0,6.0,7.0,8.0,5.4,2.4,1.96,2.1,3.3000000000000003,7.5,-5.4,2.1
(45-49),Male,Kardzhali,2,2020,49,1.0,5.0,6.0,7.0,8.0,5.4,2.4,1.96,2.1,3.3000000000000003,7.5,-3.4,2.1
(50-54),Male,Kardzhali,2,2020,49,1.0,5.0,6.0,7.0,8.0,5.4,2.4,1.96,2.1,3.3000000000000003,7.5,-3.4,2.1
(55-59),Male,Kardzhali,1,2020,49,1.0,5.0,6.0,7.0,8.0,5.4,2.4,1.96,2.1,3.3000000000000003,7.5,-4.4,2.1
(60-64),Male,Kardzhali,1,2020,49,1.0,5.0,6.0,7.0,8.0,5.4,2.4,1.96,2.1,3.3000000000000003,7.5,-4.4,2.1
(40-44),Female,Bulgaria,8,2020,50,123.0,150.0,116.0,164.0,119.0,134.4,19.1,1.96,16.7,117.7,151.1,-126.4,16.7
(45-49),Female,Bulgaria,20,2020,50,123.0,150.0,116.0,164.0,119.0,134.4,19.1,1.96,16.7,117.7,151.1,-114.4,16.7
(50-54),Female,Bulgaria,35,2020,50,123.0,150.0,116.0,164.0,119.0,134.4,19.1,1.96,16.7,117.7,151.1,-99.4,16.7
(55-59),Female,Bulgaria,50,2020,50,123.0,150.0,116.0,164.0,119.0,134.4,19.1,1.96,16.7,117.7,151.1,-84.4,16.7
(60-64),Female,Bulgaria,112,2020,50,123.0,150.0,116.0,164.0,119.0,134.4,19.1,1.96,16.7,117.7,151.1,-22.4,16.7
(40-44),Female,Severna i yugoiztochna Bulgaria,5,2020,50,67.0,75.0,62.0,94.0,59.0,71.4,12.5,1.96,11.0,60.400000000000006,82.4,-66.4,11.0
(45-49),Female,Severna i yugoiztochna Bulgaria,10,2020,50,67.0,75.0,62.0,94.0,59.0,71.4,12.5,1.96,11.0,60.400000000000006,82.4,-61.4,11.0
(50-54),Female,Severna i yugoiztochna Bulgaria,19,2020,50,67.0,75.0,62.0,94.0,59.0,71.4,12.5,1.96,11.0,60.400000000000006,82.4,-52.4,11.0
(55-59),Female,Severna i yugoiztochna Bulgaria,37,2020,50,67.0,75.0,62.0,94.0,59.0,71.4,12.5,1.96,11.0,60.400000000000006,82.4,-34.4,11.0
(60-64),Female,Severna i yugoiztochna Bulgaria,64,2020,50,67.0,75.0,62.0,94.0,59.0,71.4,12.5,1.96,11.0,60.400000000000006,82.4,-7.4,11.0
(40-44),Female,Severozapaden,0,2020,50,17.0,21.0,12.0,24.0,12.0,17.2,4.8,1.96,4.2,13.0,21.4,-17.2,4.2
(45-49),Female,Severozapaden,3,2020,50,17.0,21.0,12.0,24.0,12.0,17.2,4.8,1.96,4.2,13.0,21.4,-14.2,4.2
(50-54),Female,Severozapaden,3,2020,50,17.0,21.0,12.0,24.0,12.0,17.2,4.8,1.96,4.2,13.0,21.4,-14.2,4.2
(55-59),Female,Severozapaden,6,2020,50,17.0,21.0,12.0,24.0,12.0,17.2,4.8,1.96,4.2,13.0,21.4,-11.2,4.2
(60-64),Female,Severozapaden,12,2020,50,17.0,21.0,12.0,24.0,12.0,17.2,4.8,1.96,4.2,13.0,21.4,-5.2,4.2
(40-44),Female,Vidin,0,2020,50,3.0,6.0,3.0,3.0,0.0,3.0,1.9,1.96,1.7,1.3,4.7,-3.0,1.7
(45-49),Female,Vidin,0,2020,50,3.0,6.0,3.0,3.0,0.0,3.0,1.9,1.96,1.7,1.3,4.7,-3.0,1.7
(50-54),Female,Vidin,0,2020,50,3.0,6.0,3.0,3.0,0.0,3.0,1.9,1.96,1.7,1.3,4.7,-3.0,1.7
(55-59),Female,Vidin,0,2020,50,3.0,6.0,3.0,3.0,0.0,3.0,1.9,1.96,1.7,1.3,4.7,-3.0,1.7
(60-64),Female,Vidin,2,2020,50,3.0,6.0,3.0,3.0,0.0,3.0,1.9,1.96,1.7,1.3,4.7,-1.0,1.7
(40-44),Female,Montana,0,2020,50,6.0,6.0,2.0,2.0,6.0,4.4,2.0,1.96,1.8,2.6000000000000005,6.2,-4.4,1.8
(45-49),Female,Montana,0,2020,50,6.0,6.0,2.0,2.0,6.0,4.4,2.0,1.96,1.8,2.6000000000000005,6.2,-4.4,1.8
(50-54),Female,Montana,0,2020,50,6.0,6.0,2.0,2.0,6.0,4.4,2.0,1.96,1.8,2.6000000000000005,6.2,-4.4,1.8
(55-59),Female,Montana,0,2020,50,6.0,6.0,2.0,2.0,6.0,4.4,2.0,1.96,1.8,2.6000000000000005,6.2,-4.4,1.8
(60-64),Female,Montana,3,2020,50,6.0,6.0,2.0,2.0,6.0,4.4,2.0,1.96,1.8,2.6000000000000005,6.2,-1.4,1.8
(40-44),Female,Vratsa,0,2020,50,1.0,2.0,5.0,6.0,2.0,3.2,1.9,1.96,1.7,1.5000000000000002,4.9,-3.2,1.7
(45-49),Female,Vratsa,0,2020,50,1.0,2.0,5.0,6.0,2.0,3.2,1.9,1.96,1.7,1.5000000000000002,4.9,-3.2,1.7
(50-54),Female,Vratsa,1,2020,50,1.0,2.0,5.0,6.0,2.0,3.2,1.9,1.96,1.7,1.5000000000000002,4.9,-2.2,1.7
(55-59),Female,Vratsa,2,2020,50,1.0,2.0,5.0,6.0,2.0,3.2,1.9,1.96,1.7,1.5000000000000002,4.9,-1.2,1.7
(60-64),Female,Vratsa,1,2020,50,1.0,2.0,5.0,6.0,2.0,3.2,1.9,1.96,1.7,1.5000000000000002,4.9,-2.2,1.7
(40-44),Female,Pleven,0,2020,50,2.0,4.0,2.0,11.0,3.0,4.4,3.4,1.96,3.0,1.4000000000000004,7.4,-4.4,3.0
(45-49),Female,Pleven,2,2020,50,2.0,4.0,2.0,11.0,3.0,4.4,3.4,1.96,3.0,1.4000000000000004,7.4,-2.4,3.0
(50-54),Female,Pleven,1,2020,50,2.0,4.0,2.0,11.0,3.0,4.4,3.4,1.96,3.0,1.4000000000000004,7.4,-3.4,3.0
(55-59),Female,Pleven,4,2020,50,2.0,4.0,2.0,11.0,3.0,4.4,3.4,1.96,3.0,1.4000000000000004,7.4,-0.4,3.0
(60-64),Female,Pleven,1,2020,50,2.0,4.0,2.0,11.0,3.0,4.4,3.4,1.96,3.0,1.4000000000000004,7.4,-3.4,3.0
(40-44),Female,Lovech,0,2020,50,5.0,3.0,0.0,2.0,1.0,2.2,1.7,1.96,1.5,0.7000000000000002,3.7,-2.2,1.5
(45-49),Female,Lovech,1,2020,50,5.0,3.0,0.0,2.0,1.0,2.2,1.7,1.96,1.5,0.7000000000000002,3.7,-1.2,1.5
(50-54),Female,Lovech,1,2020,50,5.0,3.0,0.0,2.0,1.0,2.2,1.7,1.96,1.5,0.7000000000000002,3.7,-1.2,1.5
(55-59),Female,Lovech,0,2020,50,5.0,3.0,0.0,2.0,1.0,2.2,1.7,1.96,1.5,0.7000000000000002,3.7,-2.2,1.5
(60-64),Female,Lovech,5,2020,50,5.0,3.0,0.0,2.0,1.0,2.2,1.7,1.96,1.5,0.7000000000000002,3.7,2.8,1.5
(40-44),Female,Severen tsentralen,1,2020,50,8.0,18.0,16.0,27.0,8.0,15.4,7.1,1.96,6.2,9.2,21.6,-14.4,6.2
(45-49),Female,Severen tsentralen,0,2020,50,8.0,18.0,16.0,27.0,8.0,15.4,7.1,1.96,6.2,9.2,21.6,-15.4,6.2
(50-54),Female,Severen tsentralen,3,2020,50,8.0,18.0,16.0,27.0,8.0,15.4,7.1,1.96,6.2,9.2,21.6,-12.4,6.2
(55-59),Female,Severen tsentralen,5,2020,50,8.0,18.0,16.0,27.0,8.0,15.4,7.1,1.96,6.2,9.2,21.6,-10.4,6.2
(60-64),Female,Severen tsentralen,19,2020,50,8.0,18.0,16.0,27.0,8.0,15.4,7.1,1.96,6.2,9.2,21.6,3.6,6.2
(40-44),Female,Veliko Tarnovo,0,2020,50,2.0,6.0,3.0,10.0,2.0,4.6,3.1,1.96,2.7,1.8999999999999995,7.3,-4.6,2.7
(45-49),Female,Veliko Tarnovo,0,2020,50,2.0,6.0,3.0,10.0,2.0,4.6,3.1,1.96,2.7,1.8999999999999995,7.3,-4.6,2.7
(50-54),Female,Veliko Tarnovo,2,2020,50,2.0,6.0,3.0,10.0,2.0,4.6,3.1,1.96,2.7,1.8999999999999995,7.3,-2.6,2.7
(55-59),Female,Veliko Tarnovo,1,2020,50,2.0,6.0,3.0,10.0,2.0,4.6,3.1,1.96,2.7,1.8999999999999995,7.3,-3.6,2.7
(60-64),Female,Veliko Tarnovo,3,2020,50,2.0,6.0,3.0,10.0,2.0,4.6,3.1,1.96,2.7,1.8999999999999995,7.3,-1.6,2.7
(40-44),Female,Gabrovo,0,2020,50,1.0,3.0,1.0,4.0,1.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,-2.0,1.1
(45-49),Female,Gabrovo,0,2020,50,1.0,3.0,1.0,4.0,1.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,-2.0,1.1
(50-54),Female,Gabrovo,0,2020,50,1.0,3.0,1.0,4.0,1.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,-2.0,1.1
(55-59),Female,Gabrovo,1,2020,50,1.0,3.0,1.0,4.0,1.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,-1.0,1.1
(60-64),Female,Gabrovo,3,2020,50,1.0,3.0,1.0,4.0,1.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,1.0,1.1
(40-44),Female,Ruse,0,2020,50,1.0,6.0,3.0,10.0,2.0,4.4,3.3,1.96,2.9,1.5000000000000004,7.300000000000001,-4.4,2.9
(45-49),Female,Ruse,0,2020,50,1.0,6.0,3.0,10.0,2.0,4.4,3.3,1.96,2.9,1.5000000000000004,7.300000000000001,-4.4,2.9
(50-54),Female,Ruse,1,2020,50,1.0,6.0,3.0,10.0,2.0,4.4,3.3,1.96,2.9,1.5000000000000004,7.300000000000001,-3.4,2.9
(55-59),Female,Ruse,3,2020,50,1.0,6.0,3.0,10.0,2.0,4.4,3.3,1.96,2.9,1.5000000000000004,7.300000000000001,-1.4,2.9
(60-64),Female,Ruse,3,2020,50,1.0,6.0,3.0,10.0,2.0,4.4,3.3,1.96,2.9,1.5000000000000004,7.300000000000001,-1.4,2.9
(40-44),Female,Razgrad,1,2020,50,1.0,0.0,3.0,3.0,2.0,1.8,1.2,1.96,1.1,0.7,2.9000000000000004,-0.8,1.1
(45-49),Female,Razgrad,0,2020,50,1.0,0.0,3.0,3.0,2.0,1.8,1.2,1.96,1.1,0.7,2.9000000000000004,-1.8,1.1
(50-54),Female,Razgrad,0,2020,50,1.0,0.0,3.0,3.0,2.0,1.8,1.2,1.96,1.1,0.7,2.9000000000000004,-1.8,1.1
(55-59),Female,Razgrad,0,2020,50,1.0,0.0,3.0,3.0,2.0,1.8,1.2,1.96,1.1,0.7,2.9000000000000004,-1.8,1.1
(60-64),Female,Razgrad,3,2020,50,1.0,0.0,3.0,3.0,2.0,1.8,1.2,1.96,1.1,0.7,2.9000000000000004,1.2,1.1
(40-44),Female,Silistra,0,2020,50,3.0,3.0,6.0,0.0,1.0,2.6,2.1,1.96,1.8,0.8,4.4,-2.6,1.8
(45-49),Female,Silistra,0,2020,50,3.0,3.0,6.0,0.0,1.0,2.6,2.1,1.96,1.8,0.8,4.4,-2.6,1.8
(50-54),Female,Silistra,0,2020,50,3.0,3.0,6.0,0.0,1.0,2.6,2.1,1.96,1.8,0.8,4.4,-2.6,1.8
(55-59),Female,Silistra,0,2020,50,3.0,3.0,6.0,0.0,1.0,2.6,2.1,1.96,1.8,0.8,4.4,-2.6,1.8
(60-64),Female,Silistra,7,2020,50,3.0,3.0,6.0,0.0,1.0,2.6,2.1,1.96,1.8,0.8,4.4,4.4,1.8
(40-44),Female,Severoiztochen,1,2020,50,17.0,18.0,15.0,23.0,24.0,19.4,3.5,1.96,3.1,16.299999999999997,22.5,-18.4,3.1
(45-49),Female,Severoiztochen,3,2020,50,17.0,18.0,15.0,23.0,24.0,19.4,3.5,1.96,3.1,16.299999999999997,22.5,-16.4,3.1
(50-54),Female,Severoiztochen,6,2020,50,17.0,18.0,15.0,23.0,24.0,19.4,3.5,1.96,3.1,16.299999999999997,22.5,-13.4,3.1
(55-59),Female,Severoiztochen,12,2020,50,17.0,18.0,15.0,23.0,24.0,19.4,3.5,1.96,3.1,16.299999999999997,22.5,-7.4,3.1
(60-64),Female,Severoiztochen,17,2020,50,17.0,18.0,15.0,23.0,24.0,19.4,3.5,1.96,3.1,16.299999999999997,22.5,-2.4,3.1
(40-44),Female,Varna,1,2020,50,5.0,3.0,7.0,10.0,9.0,6.8,2.6,1.96,2.3,4.5,9.1,-5.8,2.3
(45-49),Female,Varna,1,2020,50,5.0,3.0,7.0,10.0,9.0,6.8,2.6,1.96,2.3,4.5,9.1,-5.8,2.3
(50-54),Female,Varna,1,2020,50,5.0,3.0,7.0,10.0,9.0,6.8,2.6,1.96,2.3,4.5,9.1,-5.8,2.3
(55-59),Female,Varna,3,2020,50,5.0,3.0,7.0,10.0,9.0,6.8,2.6,1.96,2.3,4.5,9.1,-3.8,2.3
(60-64),Female,Varna,9,2020,50,5.0,3.0,7.0,10.0,9.0,6.8,2.6,1.96,2.3,4.5,9.1,2.2,2.3
(40-44),Female,Dobrich,0,2020,50,6.0,7.0,6.0,2.0,6.0,5.4,1.7,1.96,1.5,3.9000000000000004,6.9,-5.4,1.5
(45-49),Female,Dobrich,0,2020,50,6.0,7.0,6.0,2.0,6.0,5.4,1.7,1.96,1.5,3.9000000000000004,6.9,-5.4,1.5
(50-54),Female,Dobrich,2,2020,50,6.0,7.0,6.0,2.0,6.0,5.4,1.7,1.96,1.5,3.9000000000000004,6.9,-3.4,1.5
(55-59),Female,Dobrich,4,2020,50,6.0,7.0,6.0,2.0,6.0,5.4,1.7,1.96,1.5,3.9000000000000004,6.9,-1.4,1.5
(60-64),Female,Dobrich,3,2020,50,6.0,7.0,6.0,2.0,6.0,5.4,1.7,1.96,1.5,3.9000000000000004,6.9,-2.4,1.5
(40-44),Female,Shumen,0,2020,50,3.0,4.0,2.0,4.0,7.0,4.0,1.7,1.96,1.5,2.5,5.5,-4.0,1.5
(45-49),Female,Shumen,1,2020,50,3.0,4.0,2.0,4.0,7.0,4.0,1.7,1.96,1.5,2.5,5.5,-3.0,1.5
(50-54),Female,Shumen,3,2020,50,3.0,4.0,2.0,4.0,7.0,4.0,1.7,1.96,1.5,2.5,5.5,-1.0,1.5
(55-59),Female,Shumen,5,2020,50,3.0,4.0,2.0,4.0,7.0,4.0,1.7,1.96,1.5,2.5,5.5,1.0,1.5
(60-64),Female,Shumen,3,2020,50,3.0,4.0,2.0,4.0,7.0,4.0,1.7,1.96,1.5,2.5,5.5,-1.0,1.5
(40-44),Female,Targovishte,0,2020,50,3.0,4.0,0.0,7.0,2.0,3.2,2.3,1.96,2.0,1.2000000000000002,5.2,-3.2,2.0
(45-49),Female,Targovishte,1,2020,50,3.0,4.0,0.0,7.0,2.0,3.2,2.3,1.96,2.0,1.2000000000000002,5.2,-2.2,2.0
(50-54),Female,Targovishte,0,2020,50,3.0,4.0,0.0,7.0,2.0,3.2,2.3,1.96,2.0,1.2000000000000002,5.2,-3.2,2.0
(55-59),Female,Targovishte,0,2020,50,3.0,4.0,0.0,7.0,2.0,3.2,2.3,1.96,2.0,1.2000000000000002,5.2,-3.2,2.0
(60-64),Female,Targovishte,2,2020,50,3.0,4.0,0.0,7.0,2.0,3.2,2.3,1.96,2.0,1.2000000000000002,5.2,-1.2,2.0
(40-44),Female,Yugoiztochen,3,2020,50,25.0,18.0,19.0,20.0,15.0,19.4,3.3,1.96,2.9,16.5,22.299999999999997,-16.4,2.9
(45-49),Female,Yugoiztochen,4,2020,50,25.0,18.0,19.0,20.0,15.0,19.4,3.3,1.96,2.9,16.5,22.299999999999997,-15.4,2.9
(50-54),Female,Yugoiztochen,7,2020,50,25.0,18.0,19.0,20.0,15.0,19.4,3.3,1.96,2.9,16.5,22.299999999999997,-12.4,2.9
(55-59),Female,Yugoiztochen,14,2020,50,25.0,18.0,19.0,20.0,15.0,19.4,3.3,1.96,2.9,16.5,22.299999999999997,-5.4,2.9
(60-64),Female,Yugoiztochen,16,2020,50,25.0,18.0,19.0,20.0,15.0,19.4,3.3,1.96,2.9,16.5,22.299999999999997,-3.4,2.9
(40-44),Female,Burgas,0,2020,50,8.0,11.0,4.0,3.0,6.0,6.4,2.9,1.96,2.5,3.9000000000000004,8.9,-6.4,2.5
(45-49),Female,Burgas,0,2020,50,8.0,11.0,4.0,3.0,6.0,6.4,2.9,1.96,2.5,3.9000000000000004,8.9,-6.4,2.5
(50-54),Female,Burgas,3,2020,50,8.0,11.0,4.0,3.0,6.0,6.4,2.9,1.96,2.5,3.9000000000000004,8.9,-3.4,2.5
(55-59),Female,Burgas,6,2020,50,8.0,11.0,4.0,3.0,6.0,6.4,2.9,1.96,2.5,3.9000000000000004,8.9,-0.4,2.5
(60-64),Female,Burgas,2,2020,50,8.0,11.0,4.0,3.0,6.0,6.4,2.9,1.96,2.5,3.9000000000000004,8.9,-4.4,2.5
(40-44),Female,Sliven,2,2020,50,8.0,2.0,4.0,5.0,2.0,4.2,2.2,1.96,1.9,2.3000000000000003,6.1,-2.2,1.9
(45-49),Female,Sliven,1,2020,50,8.0,2.0,4.0,5.0,2.0,4.2,2.2,1.96,1.9,2.3000000000000003,6.1,-3.2,1.9
(50-54),Female,Sliven,3,2020,50,8.0,2.0,4.0,5.0,2.0,4.2,2.2,1.96,1.9,2.3000000000000003,6.1,-1.2,1.9
(55-59),Female,Sliven,5,2020,50,8.0,2.0,4.0,5.0,2.0,4.2,2.2,1.96,1.9,2.3000000000000003,6.1,0.8,1.9
(60-64),Female,Sliven,5,2020,50,8.0,2.0,4.0,5.0,2.0,4.2,2.2,1.96,1.9,2.3000000000000003,6.1,0.8,1.9
(40-44),Female,Yambol,0,2020,50,1.0,1.0,3.0,4.0,1.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,-2.0,1.1
(45-49),Female,Yambol,0,2020,50,1.0,1.0,3.0,4.0,1.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,-2.0,1.1
(50-54),Female,Yambol,0,2020,50,1.0,1.0,3.0,4.0,1.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,-2.0,1.1
(55-59),Female,Yambol,1,2020,50,1.0,1.0,3.0,4.0,1.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,-1.0,1.1
(60-64),Female,Yambol,2,2020,50,1.0,1.0,3.0,4.0,1.0,2.0,1.3,1.96,1.1,0.8999999999999999,3.1,0.0,1.1
(40-44),Female,Stara Zagora,1,2020,50,8.0,4.0,8.0,8.0,6.0,6.8,1.6,1.96,1.4,5.4,8.2,-5.8,1.4
(45-49),Female,Stara Zagora,3,2020,50,8.0,4.0,8.0,8.0,6.0,6.8,1.6,1.96,1.4,5.4,8.2,-3.8,1.4
(50-54),Female,Stara Zagora,1,2020,50,8.0,4.0,8.0,8.0,6.0,6.8,1.6,1.96,1.4,5.4,8.2,-5.8,1.4
(55-59),Female,Stara Zagora,2,2020,50,8.0,4.0,8.0,8.0,6.0,6.8,1.6,1.96,1.4,5.4,8.2,-4.8,1.4
(60-64),Female,Stara Zagora,7,2020,50,8.0,4.0,8.0,8.0,6.0,6.8,1.6,1.96,1.4,5.4,8.2,0.2,1.4
(40-44),Female,Yugozapadna i yuzhna tsentralna Bulgaria,3,2020,50,56.0,75.0,54.0,70.0,60.0,63.0,8.1,1.96,7.1,55.9,70.1,-60.0,7.1
(45-49),Female,Yugozapadna i yuzhna tsentralna Bulgaria,10,2020,50,56.0,75.0,54.0,70.0,60.0,63.0,8.1,1.96,7.1,55.9,70.1,-53.0,7.1
(50-54),Female,Yugozapadna i yuzhna tsentralna Bulgaria,16,2020,50,56.0,75.0,54.0,70.0,60.0,63.0,8.1,1.96,7.1,55.9,70.1,-47.0,7.1
(55-59),Female,Yugozapadna i yuzhna tsentralna Bulgaria,13,2020,50,56.0,75.0,54.0,70.0,60.0,63.0,8.1,1.96,7.1,55.9,70.1,-50.0,7.1
(60-64),Female,Yugozapadna i yuzhna tsentralna Bulgaria,48,2020,50,56.0,75.0,54.0,70.0,60.0,63.0,8.1,1.96,7.1,55.9,70.1,-15.0,7.1
(40-44),Female,Yugozapaden,0,2020,50,34.0,45.0,28.0,39.0,33.0,35.8,5.8,1.96,5.1,30.699999999999996,40.9,-35.8,5.1
(45-49),Female,Yugozapaden,5,2020,50,34.0,45.0,28.0,39.0,33.0,35.8,5.8,1.96,5.1,30.699999999999996,40.9,-30.8,5.1
(50-54),Female,Yugozapaden,5,2020,50,34.0,45.0,28.0,39.0,33.0,35.8,5.8,1.96,5.1,30.699999999999996,40.9,-30.8,5.1
(55-59),Female,Yugozapaden,9,2020,50,34.0,45.0,28.0,39.0,33.0,35.8,5.8,1.96,5.1,30.699999999999996,40.9,-26.8,5.1
(60-64),Female,Yugozapaden,22,2020,50,34.0,45.0,28.0,39.0,33.0,35.8,5.8,1.96,5.1,30.699999999999996,40.9,-13.8,5.1
(40-44),Female,Sofia (stolitsa),0,2020,50,21.0,21.0,17.0,25.0,22.0,21.2,2.6,1.96,2.3,18.9,23.5,-21.2,2.3
(45-49),Female,Sofia (stolitsa),1,2020,50,21.0,21.0,17.0,25.0,22.0,21.2,2.6,1.96,2.3,18.9,23.5,-20.2,2.3
(50-54),Female,Sofia (stolitsa),4,2020,50,21.0,21.0,17.0,25.0,22.0,21.2,2.6,1.96,2.3,18.9,23.5,-17.2,2.3
(55-59),Female,Sofia (stolitsa),3,2020,50,21.0,21.0,17.0,25.0,22.0,21.2,2.6,1.96,2.3,18.9,23.5,-18.2,2.3
(60-64),Female,Sofia (stolitsa),10,2020,50,21.0,21.0,17.0,25.0,22.0,21.2,2.6,1.96,2.3,18.9,23.5,-11.2,2.3
(40-44),Female,Sofia,0,2020,50,5.0,9.0,3.0,5.0,1.0,4.6,2.7,1.96,2.4,2.1999999999999997,7.0,-4.6,2.4
(45-49),Female,Sofia,2,2020,50,5.0,9.0,3.0,5.0,1.0,4.6,2.7,1.96,2.4,2.1999999999999997,7.0,-2.6,2.4
(50-54),Female,Sofia,0,2020,50,5.0,9.0,3.0,5.0,1.0,4.6,2.7,1.96,2.4,2.1999999999999997,7.0,-4.6,2.4
(55-59),Female,Sofia,1,2020,50,5.0,9.0,3.0,5.0,1.0,4.6,2.7,1.96,2.4,2.1999999999999997,7.0,-3.6,2.4
(60-64),Female,Sofia,3,2020,50,5.0,9.0,3.0,5.0,1.0,4.6,2.7,1.96,2.4,2.1999999999999997,7.0,-1.6,2.4
(40-44),Female,Blagoevgrad,0,2020,50,4.0,6.0,3.0,4.0,6.0,4.6,1.2,1.96,1.1,3.4999999999999996,5.699999999999999,-4.6,1.1
(45-49),Female,Blagoevgrad,0,2020,50,4.0,6.0,3.0,4.0,6.0,4.6,1.2,1.96,1.1,3.4999999999999996,5.699999999999999,-4.6,1.1
(50-54),Female,Blagoevgrad,0,2020,50,4.0,6.0,3.0,4.0,6.0,4.6,1.2,1.96,1.1,3.4999999999999996,5.699999999999999,-4.6,1.1
(55-59),Female,Blagoevgrad,4,2020,50,4.0,6.0,3.0,4.0,6.0,4.6,1.2,1.96,1.1,3.4999999999999996,5.699999999999999,-0.6,1.1
(60-64),Female,Blagoevgrad,7,2020,50,4.0,6.0,3.0,4.0,6.0,4.6,1.2,1.96,1.1,3.4999999999999996,5.699999999999999,2.4,1.1
(40-44),Female,Pernik,0,2020,50,2.0,8.0,2.0,4.0,3.0,3.8,2.2,1.96,1.9,1.9,5.699999999999999,-3.8,1.9
(45-49),Female,Pernik,1,2020,50,2.0,8.0,2.0,4.0,3.0,3.8,2.2,1.96,1.9,1.9,5.699999999999999,-2.8,1.9
(50-54),Female,Pernik,1,2020,50,2.0,8.0,2.0,4.0,3.0,3.8,2.2,1.96,1.9,1.9,5.699999999999999,-2.8,1.9
(55-59),Female,Pernik,1,2020,50,2.0,8.0,2.0,4.0,3.0,3.8,2.2,1.96,1.9,1.9,5.699999999999999,-2.8,1.9
(60-64),Female,Pernik,0,2020,50,2.0,8.0,2.0,4.0,3.0,3.8,2.2,1.96,1.9,1.9,5.699999999999999,-3.8,1.9
(40-44),Female,Kyustendil,0,2020,50,2.0,1.0,3.0,1.0,1.0,1.6,0.8,1.96,0.7,0.9000000000000001,2.3,-1.6,0.7
(45-49),Female,Kyustendil,1,2020,50,2.0,1.0,3.0,1.0,1.0,1.6,0.8,1.96,0.7,0.9000000000000001,2.3,-0.6,0.7
(50-54),Female,Kyustendil,0,2020,50,2.0,1.0,3.0,1.0,1.0,1.6,0.8,1.96,0.7,0.9000000000000001,2.3,-1.6,0.7
(55-59),Female,Kyustendil,0,2020,50,2.0,1.0,3.0,1.0,1.0,1.6,0.8,1.96,0.7,0.9000000000000001,2.3,-1.6,0.7
(60-64),Female,Kyustendil,2,2020,50,2.0,1.0,3.0,1.0,1.0,1.6,0.8,1.96,0.7,0.9000000000000001,2.3,0.4,0.7
(40-44),Female,Yuzhen tsentralen,3,2020,50,22.0,30.0,26.0,31.0,27.0,27.2,3.2,1.96,2.8,24.4,30.0,-24.2,2.8
(45-49),Female,Yuzhen tsentralen,5,2020,50,22.0,30.0,26.0,31.0,27.0,27.2,3.2,1.96,2.8,24.4,30.0,-22.2,2.8
(50-54),Female,Yuzhen tsentralen,11,2020,50,22.0,30.0,26.0,31.0,27.0,27.2,3.2,1.96,2.8,24.4,30.0,-16.2,2.8
(55-59),Female,Yuzhen tsentralen,4,2020,50,22.0,30.0,26.0,31.0,27.0,27.2,3.2,1.96,2.8,24.4,30.0,-23.2,2.8
(60-64),Female,Yuzhen tsentralen,26,2020,50,22.0,30.0,26.0,31.0,27.0,27.2,3.2,1.96,2.8,24.4,30.0,-1.2,2.8
(40-44),Female,Plovdiv,3,2020,50,8.0,14.0,7.0,17.0,11.0,11.4,3.7,1.96,3.2,8.2,14.600000000000001,-8.4,3.2
(45-49),Female,Plovdiv,3,2020,50,8.0,14.0,7.0,17.0,11.0,11.4,3.7,1.96,3.2,8.2,14.600000000000001,-8.4,3.2
(50-54),Female,Plovdiv,7,2020,50,8.0,14.0,7.0,17.0,11.0,11.4,3.7,1.96,3.2,8.2,14.600000000000001,-4.4,3.2
(55-59),Female,Plovdiv,2,2020,50,8.0,14.0,7.0,17.0,11.0,11.4,3.7,1.96,3.2,8.2,14.600000000000001,-9.4,3.2
(60-64),Female,Plovdiv,13,2020,50,8.0,14.0,7.0,17.0,11.0,11.4,3.7,1.96,3.2,8.2,14.600000000000001,1.6,3.2
(40-44),Female,Haskovo,0,2020,50,7.0,5.0,4.0,4.0,5.0,5.0,1.1,1.96,1.0,4.0,6.0,-5.0,1.0
(45-49),Female,Haskovo,1,2020,50,7.0,5.0,4.0,4.0,5.0,5.0,1.1,1.96,1.0,4.0,6.0,-4.0,1.0
(50-54),Female,Haskovo,1,2020,50,7.0,5.0,4.0,4.0,5.0,5.0,1.1,1.96,1.0,4.0,6.0,-4.0,1.0
(55-59),Female,Haskovo,0,2020,50,7.0,5.0,4.0,4.0,5.0,5.0,1.1,1.96,1.0,4.0,6.0,-5.0,1.0
