Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
Åland Islands,2019,Total,Both Sexes,Total,Estimate - de jure,"Final figure, complete",2020.0,29836.5,1
Åland Islands,2019,Total,Both Sexes,0,Estimate - de jure,"Final figure, complete",2020.0,278.0,1
Åland Islands,2019,Total,Both Sexes,0 - 4,Estimate - de jure,"Final figure, complete",2020.0,1541.5,1
Åland Islands,2019,Total,Both Sexes,1,Estimate - de jure,"Final figure, complete",2020.0,292.0,1
Åland Islands,2019,Total,Both Sexes,1 - 4,Estimate - de jure,"Final figure, complete",2020.0,1263.5,1
Åland Islands,2019,Total,Both Sexes,2,Estimate - de jure,"Final figure, complete",2020.0,317.5,1
Åland Islands,2019,Total,Both Sexes,3,Estimate - de jure,"Final figure, complete",2020.0,322.5,1
Åland Islands,2019,Total,Both Sexes,4,Estimate - de jure,"Final figure, complete",2020.0,331.5,1
Åland Islands,2019,Total,Both Sexes,5,Estimate - de jure,"Final figure, complete",2020.0,342.0,1
Åland Islands,2019,Total,Both Sexes,5 - 9,Estimate - de jure,"Final figure, complete",2020.0,1703.5,1
Åland Islands,2019,Total,Both Sexes,6,Estimate - de jure,"Final figure, complete",2020.0,342.5,1
Åland Islands,2019,Total,Both Sexes,7,Estimate - de jure,"Final figure, complete",2020.0,341.0,1
Åland Islands,2019,Total,Both Sexes,8,Estimate - de jure,"Final figure, complete",2020.0,346.5,1
Åland Islands,2019,Total,Both Sexes,9,Estimate - de jure,"Final figure, complete",2020.0,331.5,1
Åland Islands,2019,Total,Both Sexes,10,Estimate - de jure,"Final figure, complete",2020.0,333.5,1
Åland Islands,2019,Total,Both Sexes,10 - 14,Estimate - de jure,"Final figure, complete",2020.0,1702.5,1
Åland Islands,2019,Total,Both Sexes,11,Estimate - de jure,"Final figure, complete",2020.0,346.0,1
Åland Islands,2019,Total,Both Sexes,12,Estimate - de jure,"Final figure, complete",2020.0,352.5,1
Åland Islands,2019,Total,Both Sexes,13,Estimate - de jure,"Final figure, complete",2020.0,339.5,1
Åland Islands,2019,Total,Both Sexes,14,Estimate - de jure,"Final figure, complete",2020.0,331.0,1
Åland Islands,2019,Total,Both Sexes,15,Estimate - de jure,"Final figure, complete",2020.0,334.5,1
Åland Islands,2019,Total,Both Sexes,15 - 19,Estimate - de jure,"Final figure, complete",2020.0,1557.0,1
Åland Islands,2019,Total,Both Sexes,16,Estimate - de jure,"Final figure, complete",2020.0,312.0,1
Åland Islands,2019,Total,Both Sexes,17,Estimate - de jure,"Final figure, complete",2020.0,312.0,1
Åland Islands,2019,Total,Both Sexes,18,Estimate - de jure,"Final figure, complete",2020.0,309.0,1
Åland Islands,2019,Total,Both Sexes,19,Estimate - de jure,"Final figure, complete",2020.0,289.5,1
Åland Islands,2019,Total,Both Sexes,20,Estimate - de jure,"Final figure, complete",2020.0,269.5,1
Åland Islands,2019,Total,Both Sexes,20 - 24,Estimate - de jure,"Final figure, complete",2020.0,1296.5,1
Åland Islands,2019,Total,Both Sexes,21,Estimate - de jure,"Final figure, complete",2020.0,245.0,1
Åland Islands,2019,Total,Both Sexes,22,Estimate - de jure,"Final figure, complete",2020.0,240.0,1
Åland Islands,2019,Total,Both Sexes,23,Estimate - de jure,"Final figure, complete",2020.0,272.5,1
Åland Islands,2019,Total,Both Sexes,24,Estimate - de jure,"Final figure, complete",2020.0,269.5,1
Åland Islands,2019,Total,Both Sexes,25,Estimate - de jure,"Final figure, complete",2020.0,294.0,1
Åland Islands,2019,Total,Both Sexes,25 - 29,Estimate - de jure,"Final figure, complete",2020.0,1729.5,1
Åland Islands,2019,Total,Both Sexes,26,Estimate - de jure,"Final figure, complete",2020.0,328.5,1
Åland Islands,2019,Total,Both Sexes,27,Estimate - de jure,"Final figure, complete",2020.0,345.0,1
Åland Islands,2019,Total,Both Sexes,28,Estimate - de jure,"Final figure, complete",2020.0,380.0,1
Åland Islands,2019,Total,Both Sexes,29,Estimate - de jure,"Final figure, complete",2020.0,382.0,1
Åland Islands,2019,Total,Both Sexes,30,Estimate - de jure,"Final figure, complete",2020.0,384.0,1
Åland Islands,2019,Total,Both Sexes,30 - 34,Estimate - de jure,"Final figure, complete",2020.0,1831.0,1
Åland Islands,2019,Total,Both Sexes,31,Estimate - de jure,"Final figure, complete",2020.0,372.0,1
Åland Islands,2019,Total,Both Sexes,32,Estimate - de jure,"Final figure, complete",2020.0,353.5,1
Åland Islands,2019,Total,Both Sexes,33,Estimate - de jure,"Final figure, complete",2020.0,354.5,1
Åland Islands,2019,Total,Both Sexes,34,Estimate - de jure,"Final figure, complete",2020.0,367.0,1
Åland Islands,2019,Total,Both Sexes,35,Estimate - de jure,"Final figure, complete",2020.0,355.5,1
Åland Islands,2019,Total,Both Sexes,35 - 39,Estimate - de jure,"Final figure, complete",2020.0,1896.0,1
Åland Islands,2019,Total,Both Sexes,36,Estimate - de jure,"Final figure, complete",2020.0,384.0,1
Åland Islands,2019,Total,Both Sexes,37,Estimate - de jure,"Final figure, complete",2020.0,390.0,1
Åland Islands,2019,Total,Both Sexes,38,Estimate - de jure,"Final figure, complete",2020.0,395.0,1
Åland Islands,2019,Total,Both Sexes,39,Estimate - de jure,"Final figure, complete",2020.0,371.5,1
Åland Islands,2019,Total,Both Sexes,40,Estimate - de jure,"Final figure, complete",2020.0,353.5,1
Åland Islands,2019,Total,Both Sexes,40 - 44,Estimate - de jure,"Final figure, complete",2020.0,1848.5,1
Åland Islands,2019,Total,Both Sexes,41,Estimate - de jure,"Final figure, complete",2020.0,349.5,1
Åland Islands,2019,Total,Both Sexes,42,Estimate - de jure,"Final figure, complete",2020.0,371.0,1
Åland Islands,2019,Total,Both Sexes,43,Estimate - de jure,"Final figure, complete",2020.0,394.5,1
Åland Islands,2019,Total,Both Sexes,44,Estimate - de jure,"Final figure, complete",2020.0,380.0,1
Åland Islands,2019,Total,Both Sexes,45,Estimate - de jure,"Final figure, complete",2020.0,383.0,1
Åland Islands,2019,Total,Both Sexes,45 - 49,Estimate - de jure,"Final figure, complete",2020.0,1952.5,1
Åland Islands,2019,Total,Both Sexes,46,Estimate - de jure,"Final figure, complete",2020.0,385.0,1
Åland Islands,2019,Total,Both Sexes,47,Estimate - de jure,"Final figure, complete",2020.0,398.5,1
Åland Islands,2019,Total,Both Sexes,48,Estimate - de jure,"Final figure, complete",2020.0,404.0,1
Åland Islands,2019,Total,Both Sexes,49,Estimate - de jure,"Final figure, complete",2020.0,382.0,1
Åland Islands,2019,Total,Both Sexes,50,Estimate - de jure,"Final figure, complete",2020.0,403.5,1
Åland Islands,2019,Total,Both Sexes,50 - 54,Estimate - de jure,"Final figure, complete",2020.0,2190.0,1
Åland Islands,2019,Total,Both Sexes,51,Estimate - de jure,"Final figure, complete",2020.0,454.0,1
Åland Islands,2019,Total,Both Sexes,52,Estimate - de jure,"Final figure, complete",2020.0,449.0,1
Åland Islands,2019,Total,Both Sexes,53,Estimate - de jure,"Final figure, complete",2020.0,445.0,1
Åland Islands,2019,Total,Both Sexes,54,Estimate - de jure,"Final figure, complete",2020.0,438.5,1
Åland Islands,2019,Total,Both Sexes,55,Estimate - de jure,"Final figure, complete",2020.0,402.5,1
Åland Islands,2019,Total,Both Sexes,55 - 59,Estimate - de jure,"Final figure, complete",2020.0,1980.0,1
Åland Islands,2019,Total,Both Sexes,56,Estimate - de jure,"Final figure, complete",2020.0,398.0,1
Åland Islands,2019,Total,Both Sexes,57,Estimate - de jure,"Final figure, complete",2020.0,388.5,1
Åland Islands,2019,Total,Both Sexes,58,Estimate - de jure,"Final figure, complete",2020.0,387.5,1
Åland Islands,2019,Total,Both Sexes,59,Estimate - de jure,"Final figure, complete",2020.0,403.5,1
Åland Islands,2019,Total,Both Sexes,60,Estimate - de jure,"Final figure, complete",2020.0,390.5,1
Åland Islands,2019,Total,Both Sexes,60 - 64,Estimate - de jure,"Final figure, complete",2020.0,1905.0,1
Åland Islands,2019,Total,Both Sexes,61,Estimate - de jure,"Final figure, complete",2020.0,378.5,1
Åland Islands,2019,Total,Both Sexes,62,Estimate - de jure,"Final figure, complete",2020.0,377.0,1
Åland Islands,2019,Total,Both Sexes,63,Estimate - de jure,"Final figure, complete",2020.0,372.0,1
Åland Islands,2019,Total,Both Sexes,64,Estimate - de jure,"Final figure, complete",2020.0,387.0,1
Åland Islands,2019,Total,Both Sexes,65,Estimate - de jure,"Final figure, complete",2020.0,422.5,1
Åland Islands,2019,Total,Both Sexes,65 - 69,Estimate - de jure,"Final figure, complete",2020.0,1952.5,1
Åland Islands,2019,Total,Both Sexes,66,Estimate - de jure,"Final figure, complete",2020.0,426.0,1
Åland Islands,2019,Total,Both Sexes,67,Estimate - de jure,"Final figure, complete",2020.0,386.0,1
Åland Islands,2019,Total,Both Sexes,68,Estimate - de jure,"Final figure, complete",2020.0,351.5,1
Åland Islands,2019,Total,Both Sexes,69,Estimate - de jure,"Final figure, complete",2020.0,366.5,1
Åland Islands,2019,Total,Both Sexes,70,Estimate - de jure,"Final figure, complete",2020.0,391.0,1
Åland Islands,2019,Total,Both Sexes,70 - 74,Estimate - de jure,"Final figure, complete",2020.0,1877.0,1
Åland Islands,2019,Total,Both Sexes,71,Estimate - de jure,"Final figure, complete",2020.0,391.0,1
Åland Islands,2019,Total,Both Sexes,72,Estimate - de jure,"Final figure, complete",2020.0,394.5,1
Åland Islands,2019,Total,Both Sexes,73,Estimate - de jure,"Final figure, complete",2020.0,370.0,1
Åland Islands,2019,Total,Both Sexes,74,Estimate - de jure,"Final figure, complete",2020.0,330.5,1
Åland Islands,2019,Total,Both Sexes,75,Estimate - de jure,"Final figure, complete",2020.0,289.5,1
Åland Islands,2019,Total,Both Sexes,75 - 79,Estimate - de jure,"Final figure, complete",2020.0,1241.0,1
Åland Islands,2019,Total,Both Sexes,76,Estimate - de jure,"Final figure, complete",2020.0,270.0,1
Åland Islands,2019,Total,Both Sexes,77,Estimate - de jure,"Final figure, complete",2020.0,252.5,1
Åland Islands,2019,Total,Both Sexes,78,Estimate - de jure,"Final figure, complete",2020.0,227.0,1
Åland Islands,2019,Total,Both Sexes,79,Estimate - de jure,"Final figure, complete",2020.0,202.0,1
Åland Islands,2019,Total,Both Sexes,80,Estimate - de jure,"Final figure, complete",2020.0,180.0,1
Åland Islands,2019,Total,Both Sexes,80 - 84,Estimate - de jure,"Final figure, complete",2020.0,806.0,1
Åland Islands,2019,Total,Both Sexes,81,Estimate - de jure,"Final figure, complete",2020.0,174.0,1
Åland Islands,2019,Total,Both Sexes,82,Estimate - de jure,"Final figure, complete",2020.0,158.5,1
Åland Islands,2019,Total,Both Sexes,83,Estimate - de jure,"Final figure, complete",2020.0,148.0,1
Åland Islands,2019,Total,Both Sexes,84,Estimate - de jure,"Final figure, complete",2020.0,145.5,1
Åland Islands,2019,Total,Both Sexes,85,Estimate - de jure,"Final figure, complete",2020.0,125.5,1
Åland Islands,2019,Total,Both Sexes,85 - 89,Estimate - de jure,"Final figure, complete",2020.0,508.0,1
Åland Islands,2019,Total,Both Sexes,86,Estimate - de jure,"Final figure, complete",2020.0,120.5,1
Åland Islands,2019,Total,Both Sexes,87,Estimate - de jure,"Final figure, complete",2020.0,111.0,1
Åland Islands,2019,Total,Both Sexes,88,Estimate - de jure,"Final figure, complete",2020.0,79.5,1
Åland Islands,2019,Total,Both Sexes,89,Estimate - de jure,"Final figure, complete",2020.0,71.5,1
Åland Islands,2019,Total,Both Sexes,90,Estimate - de jure,"Final figure, complete",2020.0,63.0,1
Åland Islands,2019,Total,Both Sexes,90 - 94,Estimate - de jure,"Final figure, complete",2020.0,253.0,1
Åland Islands,2019,Total,Both Sexes,91,Estimate - de jure,"Final figure, complete",2020.0,57.5,1
Åland Islands,2019,Total,Both Sexes,92,Estimate - de jure,"Final figure, complete",2020.0,53.5,1
Åland Islands,2019,Total,Both Sexes,93,Estimate - de jure,"Final figure, complete",2020.0,42.0,1
Åland Islands,2019,Total,Both Sexes,94,Estimate - de jure,"Final figure, complete",2020.0,37.0,1
Åland Islands,2019,Total,Both Sexes,95,Estimate - de jure,"Final figure, complete",2020.0,23.0,1
Åland Islands,2019,Total,Both Sexes,95 - 99,Estimate - de jure,"Final figure, complete",2020.0,60.5,1
Åland Islands,2019,Total,Both Sexes,96,Estimate - de jure,"Final figure, complete",2020.0,14.0,1
Åland Islands,2019,Total,Both Sexes,97,Estimate - de jure,"Final figure, complete",2020.0,8.0,1
Åland Islands,2019,Total,Both Sexes,98,Estimate - de jure,"Final figure, complete",2020.0,9.0,1
Åland Islands,2019,Total,Both Sexes,99,Estimate - de jure,"Final figure, complete",2020.0,6.5,1
Åland Islands,2019,Total,Both Sexes,100 +,Estimate - de jure,"Final figure, complete",2020.0,5.0,1
Åland Islands,2019,Total,Male,Total,Estimate - de jure,"Final figure, complete",2020.0,14874.5,1
Åland Islands,2019,Total,Male,0,Estimate - de jure,"Final figure, complete",2020.0,144.5,1
Åland Islands,2019,Total,Male,0 - 4,Estimate - de jure,"Final figure, complete",2020.0,794.0,1
Åland Islands,2019,Total,Male,1,Estimate - de jure,"Final figure, complete",2020.0,154.0,1
Åland Islands,2019,Total,Male,1 - 4,Estimate - de jure,"Final figure, complete",2020.0,649.5,1
Åland Islands,2019,Total,Male,2,Estimate - de jure,"Final figure, complete",2020.0,163.0,1
Åland Islands,2019,Total,Male,3,Estimate - de jure,"Final figure, complete",2020.0,163.5,1
Åland Islands,2019,Total,Male,4,Estimate - de jure,"Final figure, complete",2020.0,169.0,1
Åland Islands,2019,Total,Male,5,Estimate - de jure,"Final figure, complete",2020.0,177.0,1
Åland Islands,2019,Total,Male,5 - 9,Estimate - de jure,"Final figure, complete",2020.0,863.5,1
Åland Islands,2019,Total,Male,6,Estimate - de jure,"Final figure, complete",2020.0,177.0,1
Åland Islands,2019,Total,Male,7,Estimate - de jure,"Final figure, complete",2020.0,171.0,1
Åland Islands,2019,Total,Male,8,Estimate - de jure,"Final figure, complete",2020.0,169.0,1
Åland Islands,2019,Total,Male,9,Estimate - de jure,"Final figure, complete",2020.0,169.5,1
Åland Islands,2019,Total,Male,10,Estimate - de jure,"Final figure, complete",2020.0,180.5,1
Åland Islands,2019,Total,Male,10 - 14,Estimate - de jure,"Final figure, complete",2020.0,885.5,1
Åland Islands,2019,Total,Male,11,Estimate - de jure,"Final figure, complete",2020.0,176.0,1
Åland Islands,2019,Total,Male,12,Estimate - de jure,"Final figure, complete",2020.0,184.0,1
Åland Islands,2019,Total,Male,13,Estimate - de jure,"Final figure, complete",2020.0,176.0,1
Åland Islands,2019,Total,Male,14,Estimate - de jure,"Final figure, complete",2020.0,169.0,1
Åland Islands,2019,Total,Male,15,Estimate - de jure,"Final figure, complete",2020.0,175.5,1
Åland Islands,2019,Total,Male,15 - 19,Estimate - de jure,"Final figure, complete",2020.0,822.0,1
Åland Islands,2019,Total,Male,16,Estimate - de jure,"Final figure, complete",2020.0,161.0,1
Åland Islands,2019,Total,Male,17,Estimate - de jure,"Final figure, complete",2020.0,157.5,1
Åland Islands,2019,Total,Male,18,Estimate - de jure,"Final figure, complete",2020.0,169.5,1
Åland Islands,2019,Total,Male,19,Estimate - de jure,"Final figure, complete",2020.0,158.5,1
Åland Islands,2019,Total,Male,20,Estimate - de jure,"Final figure, complete",2020.0,152.0,1
Åland Islands,2019,Total,Male,20 - 24,Estimate - de jure,"Final figure, complete",2020.0,709.5,1
Åland Islands,2019,Total,Male,21,Estimate - de jure,"Final figure, complete",2020.0,136.0,1
Åland Islands,2019,Total,Male,22,Estimate - de jure,"Final figure, complete",2020.0,137.5,1
Åland Islands,2019,Total,Male,23,Estimate - de jure,"Final figure, complete",2020.0,148.5,1
Åland Islands,2019,Total,Male,24,Estimate - de jure,"Final figure, complete",2020.0,135.5,1
Åland Islands,2019,Total,Male,25,Estimate - de jure,"Final figure, complete",2020.0,146.0,1
Åland Islands,2019,Total,Male,25 - 29,Estimate - de jure,"Final figure, complete",2020.0,903.0,1
Åland Islands,2019,Total,Male,26,Estimate - de jure,"Final figure, complete",2020.0,173.5,1
Åland Islands,2019,Total,Male,27,Estimate - de jure,"Final figure, complete",2020.0,183.0,1
Åland Islands,2019,Total,Male,28,Estimate - de jure,"Final figure, complete",2020.0,199.0,1
Åland Islands,2019,Total,Male,29,Estimate - de jure,"Final figure, complete",2020.0,201.5,1
Åland Islands,2019,Total,Male,30,Estimate - de jure,"Final figure, complete",2020.0,202.5,1
Åland Islands,2019,Total,Male,30 - 34,Estimate - de jure,"Final figure, complete",2020.0,939.0,1
Åland Islands,2019,Total,Male,31,Estimate - de jure,"Final figure, complete",2020.0,193.5,1
Åland Islands,2019,Total,Male,32,Estimate - de jure,"Final figure, complete",2020.0,180.5,1
Åland Islands,2019,Total,Male,33,Estimate - de jure,"Final figure, complete",2020.0,182.5,1
Åland Islands,2019,Total,Male,34,Estimate - de jure,"Final figure, complete",2020.0,180.0,1
Åland Islands,2019,Total,Male,35,Estimate - de jure,"Final figure, complete",2020.0,171.5,1
Åland Islands,2019,Total,Male,35 - 39,Estimate - de jure,"Final figure, complete",2020.0,974.5,1
Åland Islands,2019,Total,Male,36,Estimate - de jure,"Final figure, complete",2020.0,192.5,1
Åland Islands,2019,Total,Male,37,Estimate - de jure,"Final figure, complete",2020.0,203.0,1
Åland Islands,2019,Total,Male,38,Estimate - de jure,"Final figure, complete",2020.0,210.0,1
Åland Islands,2019,Total,Male,39,Estimate - de jure,"Final figure, complete",2020.0,197.5,1
Åland Islands,2019,Total,Male,40,Estimate - de jure,"Final figure, complete",2020.0,182.0,1
Åland Islands,2019,Total,Male,40 - 44,Estimate - de jure,"Final figure, complete",2020.0,935.0,1
Åland Islands,2019,Total,Male,41,Estimate - de jure,"Final figure, complete",2020.0,166.5,1
Åland Islands,2019,Total,Male,42,Estimate - de jure,"Final figure, complete",2020.0,175.0,1
Åland Islands,2019,Total,Male,43,Estimate - de jure,"Final figure, complete",2020.0,206.5,1
Åland Islands,2019,Total,Male,44,Estimate - de jure,"Final figure, complete",2020.0,205.0,1
Åland Islands,2019,Total,Male,45,Estimate - de jure,"Final figure, complete",2020.0,191.0,1
Åland Islands,2019,Total,Male,45 - 49,Estimate - de jure,"Final figure, complete",2020.0,973.5,1
Åland Islands,2019,Total,Male,46,Estimate - de jure,"Final figure, complete",2020.0,192.0,1
Åland Islands,2019,Total,Male,47,Estimate - de jure,"Final figure, complete",2020.0,201.0,1
Åland Islands,2019,Total,Male,48,Estimate - de jure,"Final figure, complete",2020.0,200.5,1
Åland Islands,2019,Total,Male,49,Estimate - de jure,"Final figure, complete",2020.0,189.0,1
Åland Islands,2019,Total,Male,50,Estimate - de jure,"Final figure, complete",2020.0,204.0,1
Åland Islands,2019,Total,Male,50 - 54,Estimate - de jure,"Final figure, complete",2020.0,1079.5,1
Åland Islands,2019,Total,Male,51,Estimate - de jure,"Final figure, complete",2020.0,220.5,1
Åland Islands,2019,Total,Male,52,Estimate - de jure,"Final figure, complete",2020.0,217.0,1
Åland Islands,2019,Total,Male,53,Estimate - de jure,"Final figure, complete",2020.0,220.5,1
Åland Islands,2019,Total,Male,54,Estimate - de jure,"Final figure, complete",2020.0,217.5,1
Åland Islands,2019,Total,Male,55,Estimate - de jure,"Final figure, complete",2020.0,192.0,1
Åland Islands,2019,Total,Male,55 - 59,Estimate - de jure,"Final figure, complete",2020.0,961.0,1
Åland Islands,2019,Total,Male,56,Estimate - de jure,"Final figure, complete",2020.0,200.0,1
Åland Islands,2019,Total,Male,57,Estimate - de jure,"Final figure, complete",2020.0,195.0,1
Åland Islands,2019,Total,Male,58,Estimate - de jure,"Final figure, complete",2020.0,183.0,1
Åland Islands,2019,Total,Male,59,Estimate - de jure,"Final figure, complete",2020.0,191.0,1
Åland Islands,2019,Total,Male,60,Estimate - de jure,"Final figure, complete",2020.0,188.0,1
Åland Islands,2019,Total,Male,60 - 64,Estimate - de jure,"Final figure, complete",2020.0,891.5,1
Åland Islands,2019,Total,Male,61,Estimate - de jure,"Final figure, complete",2020.0,176.0,1
Åland Islands,2019,Total,Male,62,Estimate - de jure,"Final figure, complete",2020.0,170.0,1
Åland Islands,2019,Total,Male,63,Estimate - de jure,"Final figure, complete",2020.0,172.5,1
Åland Islands,2019,Total,Male,64,Estimate - de jure,"Final figure, complete",2020.0,185.0,1
Åland Islands,2019,Total,Male,65,Estimate - de jure,"Final figure, complete",2020.0,212.0,1
Åland Islands,2019,Total,Male,65 - 69,Estimate - de jure,"Final figure, complete",2020.0,926.0,1
Åland Islands,2019,Total,Male,66,Estimate - de jure,"Final figure, complete",2020.0,204.5,1
Åland Islands,2019,Total,Male,67,Estimate - de jure,"Final figure, complete",2020.0,173.5,1
Åland Islands,2019,Total,Male,68,Estimate - de jure,"Final figure, complete",2020.0,165.0,1
Åland Islands,2019,Total,Male,69,Estimate - de jure,"Final figure, complete",2020.0,171.0,1
Åland Islands,2019,Total,Male,70,Estimate - de jure,"Final figure, complete",2020.0,195.0,1
Åland Islands,2019,Total,Male,70 - 74,Estimate - de jure,"Final figure, complete",2020.0,932.5,1
Åland Islands,2019,Total,Male,71,Estimate - de jure,"Final figure, complete",2020.0,202.0,1
Åland Islands,2019,Total,Male,72,Estimate - de jure,"Final figure, complete",2020.0,192.0,1
Åland Islands,2019,Total,Male,73,Estimate - de jure,"Final figure, complete",2020.0,178.5,1
Åland Islands,2019,Total,Male,74,Estimate - de jure,"Final figure, complete",2020.0,165.0,1
Åland Islands,2019,Total,Male,75,Estimate - de jure,"Final figure, complete",2020.0,147.0,1
Åland Islands,2019,Total,Male,75 - 79,Estimate - de jure,"Final figure, complete",2020.0,635.5,1
Åland Islands,2019,Total,Male,76,Estimate - de jure,"Final figure, complete",2020.0,139.0,1
Åland Islands,2019,Total,Male,77,Estimate - de jure,"Final figure, complete",2020.0,134.5,1
Åland Islands,2019,Total,Male,78,Estimate - de jure,"Final figure, complete",2020.0,121.5,1
Åland Islands,2019,Total,Male,79,Estimate - de jure,"Final figure, complete",2020.0,93.5,1
Åland Islands,2019,Total,Male,80,Estimate - de jure,"Final figure, complete",2020.0,79.0,1
Åland Islands,2019,Total,Male,80 - 84,Estimate - de jure,"Final figure, complete",2020.0,344.0,1
Åland Islands,2019,Total,Male,81,Estimate - de jure,"Final figure, complete",2020.0,76.0,1
Åland Islands,2019,Total,Male,82,Estimate - de jure,"Final figure, complete",2020.0,67.0,1
Åland Islands,2019,Total,Male,83,Estimate - de jure,"Final figure, complete",2020.0,60.0,1
Åland Islands,2019,Total,Male,84,Estimate - de jure,"Final figure, complete",2020.0,62.0,1
Åland Islands,2019,Total,Male,85,Estimate - de jure,"Final figure, complete",2020.0,53.0,1
Åland Islands,2019,Total,Male,85 - 89,Estimate - de jure,"Final figure, complete",2020.0,208.0,1
Åland Islands,2019,Total,Male,86,Estimate - de jure,"Final figure, complete",2020.0,50.0,1
Åland Islands,2019,Total,Male,87,Estimate - de jure,"Final figure, complete",2020.0,49.0,1
Åland Islands,2019,Total,Male,88,Estimate - de jure,"Final figure, complete",2020.0,31.0,1
Åland Islands,2019,Total,Male,89,Estimate - de jure,"Final figure, complete",2020.0,25.0,1
Åland Islands,2019,Total,Male,90,Estimate - de jure,"Final figure, complete",2020.0,25.5,1
Åland Islands,2019,Total,Male,90 - 94,Estimate - de jure,"Final figure, complete",2020.0,78.0,1
Åland Islands,2019,Total,Male,91,Estimate - de jure,"Final figure, complete",2020.0,21.5,1
Åland Islands,2019,Total,Male,92,Estimate - de jure,"Final figure, complete",2020.0,13.5,1
Åland Islands,2019,Total,Male,93,Estimate - de jure,"Final figure, complete",2020.0,8.5,1
Åland Islands,2019,Total,Male,94,Estimate - de jure,"Final figure, complete",2020.0,9.0,1
Åland Islands,2019,Total,Male,95,Estimate - de jure,"Final figure, complete",2020.0,7.0,1
Åland Islands,2019,Total,Male,95 - 99,Estimate - de jure,"Final figure, complete",2020.0,18.0,1
Åland Islands,2019,Total,Male,96,Estimate - de jure,"Final figure, complete",2020.0,5.5,1
Åland Islands,2019,Total,Male,97,Estimate - de jure,"Final figure, complete",2020.0,2.5,1
Åland Islands,2019,Total,Male,98,Estimate - de jure,"Final figure, complete",2020.0,2.0,1
Åland Islands,2019,Total,Male,99,Estimate - de jure,"Final figure, complete",2020.0,1.0,1
Åland Islands,2019,Total,Male,100 +,Estimate - de jure,"Final figure, complete",2020.0,1.0,1
Åland Islands,2019,Total,Female,Total,Estimate - de jure,"Final figure, complete",2020.0,14962.0,1
Åland Islands,2019,Total,Female,0,Estimate - de jure,"Final figure, complete",2020.0,133.5,1
Åland Islands,2019,Total,Female,0 - 4,Estimate - de jure,"Final figure, complete",2020.0,747.5,1
Åland Islands,2019,Total,Female,1,Estimate - de jure,"Final figure, complete",2020.0,138.0,1
Åland Islands,2019,Total,Female,1 - 4,Estimate - de jure,"Final figure, complete",2020.0,614.0,1
Åland Islands,2019,Total,Female,2,Estimate - de jure,"Final figure, complete",2020.0,154.5,1
Åland Islands,2019,Total,Female,3,Estimate - de jure,"Final figure, complete",2020.0,159.0,1
Åland Islands,2019,Total,Female,4,Estimate - de jure,"Final figure, complete",2020.0,162.5,1
Åland Islands,2019,Total,Female,5,Estimate - de jure,"Final figure, complete",2020.0,165.0,1
Åland Islands,2019,Total,Female,5 - 9,Estimate - de jure,"Final figure, complete",2020.0,840.0,1
Åland Islands,2019,Total,Female,6,Estimate - de jure,"Final figure, complete",2020.0,165.5,1
Åland Islands,2019,Total,Female,7,Estimate - de jure,"Final figure, complete",2020.0,170.0,1
Åland Islands,2019,Total,Female,8,Estimate - de jure,"Final figure, complete",2020.0,177.5,1
Åland Islands,2019,Total,Female,9,Estimate - de jure,"Final figure, complete",2020.0,162.0,1
Åland Islands,2019,Total,Female,10,Estimate - de jure,"Final figure, complete",2020.0,153.0,1
Åland Islands,2019,Total,Female,10 - 14,Estimate - de jure,"Final figure, complete",2020.0,817.0,1
Åland Islands,2019,Total,Female,11,Estimate - de jure,"Final figure, complete",2020.0,170.0,1
Åland Islands,2019,Total,Female,12,Estimate - de jure,"Final figure, complete",2020.0,168.5,1
Åland Islands,2019,Total,Female,13,Estimate - de jure,"Final figure, complete",2020.0,163.5,1
Åland Islands,2019,Total,Female,14,Estimate - de jure,"Final figure, complete",2020.0,162.0,1
Åland Islands,2019,Total,Female,15,Estimate - de jure,"Final figure, complete",2020.0,159.0,1
Åland Islands,2019,Total,Female,15 - 19,Estimate - de jure,"Final figure, complete",2020.0,735.0,1
Åland Islands,2019,Total,Female,16,Estimate - de jure,"Final figure, complete",2020.0,151.0,1
Åland Islands,2019,Total,Female,17,Estimate - de jure,"Final figure, complete",2020.0,154.5,1
Åland Islands,2019,Total,Female,18,Estimate - de jure,"Final figure, complete",2020.0,139.5,1
Åland Islands,2019,Total,Female,19,Estimate - de jure,"Final figure, complete",2020.0,131.0,1
Åland Islands,2019,Total,Female,20,Estimate - de jure,"Final figure, complete",2020.0,117.5,1
Åland Islands,2019,Total,Female,20 - 24,Estimate - de jure,"Final figure, complete",2020.0,587.0,1
Åland Islands,2019,Total,Female,21,Estimate - de jure,"Final figure, complete",2020.0,109.0,1
Åland Islands,2019,Total,Female,22,Estimate - de jure,"Final figure, complete",2020.0,102.5,1
Åland Islands,2019,Total,Female,23,Estimate - de jure,"Final figure, complete",2020.0,124.0,1
Åland Islands,2019,Total,Female,24,Estimate - de jure,"Final figure, complete",2020.0,134.0,1
Åland Islands,2019,Total,Female,25,Estimate - de jure,"Final figure, complete",2020.0,148.0,1
Åland Islands,2019,Total,Female,25 - 29,Estimate - de jure,"Final figure, complete",2020.0,826.5,1
Åland Islands,2019,Total,Female,26,Estimate - de jure,"Final figure, complete",2020.0,155.0,1
